date,promotion,match_type,match_card,match_event
2022-06-05,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=1499&amp;name=Kevin+Owens"">Kevin Owens</a> defeats <a href=""?id=2&amp;nr=7461&amp;name=Ezekiel"">Ezekiel</a> (9:21)","<a href=""?id=1&amp;nr=326934"">WWE Hell In A Cell 2022</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2022-06-05,World Wrestling Entertainment,Hell In A Cell: ,"<a href=""?id=2&amp;nr=3686&amp;name=Cody+Rhodes"">Cody Rhodes</a> defeats <a href=""?id=2&amp;nr=2250&amp;name=Seth+Rollins"">Seth Rollins</a> (24:22)","<a href=""?id=1&amp;nr=326934"">WWE Hell In A Cell 2022</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2022-06-05,World Wrestling Entertainment,Mixed: ,"<a href=""?id=29&amp;nr=3158&amp;name=The+Judgment+Day"">The Judgment Day</a> (<a href=""?id=2&amp;nr=16337&amp;name=Damian+Priest"">Damian Priest</a>, <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> &amp; <a href=""?id=2&amp;nr=16519&amp;name=Rhea+Ripley"">Rhea Ripley</a>) defeat <a href=""?id=2&amp;nr=801&amp;name=AJ+Styles"">AJ Styles</a>, <a href=""?id=2&amp;nr=2742&amp;name=Finn+Balor"">Finn Balor</a> &amp; <a href=""?id=2&amp;nr=16664&amp;name=Liv+Morgan"">Liv Morgan</a> (16:02)","<a href=""?id=1&amp;nr=326934"">WWE Hell In A Cell 2022</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2022-06-05,World Wrestling Entertainment,No Holds Barred: ,"<a href=""?id=2&amp;nr=15858&amp;name=Madcap+Moss"">Madcap Moss</a> defeats <a href=""?id=2&amp;nr=12474&amp;name=Happy+Corbin"">Happy Corbin</a> (12:03)","<a href=""?id=1&amp;nr=326934"">WWE Hell In A Cell 2022</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2022-06-05,World Wrestling Entertainment,Two On One Handicap: ,"<a href=""?id=2&amp;nr=1194&amp;name=Bobby+Lashley"">Bobby Lashley</a> defeats <a href=""?id=2&amp;nr=561&amp;name=MVP++"">MVP</a> &amp; <a href=""?id=2&amp;nr=21239&amp;name=Omos"">Omos</a> (8:17)","<a href=""?id=1&amp;nr=326934"">WWE Hell In A Cell 2022</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2022-06-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=2906"">WWE RAW Women's Title</a> Triple Threat: ","<a href=""?id=2&amp;nr=18242&amp;name=Bianca+Belair"">Bianca Belair</a> (c) defeats <a href=""?id=2&amp;nr=2785&amp;name=Asuka"">Asuka</a> and <a href=""?id=2&amp;nr=2467&amp;name=Becky+Lynch"">Becky Lynch</a> (19:00)","<a href=""?id=1&amp;nr=326934"">WWE Hell In A Cell 2022</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2022-06-05,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=62"">WWE United States Title</a>: ","<a href=""?id=2&amp;nr=18855&amp;name=Theory"">Theory</a> (c) defeats <a href=""?id=2&amp;nr=7145&amp;name=Mustafa+Ali"">Mustafa Ali</a> (10:42)","<a href=""?id=1&amp;nr=326934"">WWE Hell In A Cell 2022</a> - Pay Per View @ Allstate Arena in Rosemont, Illinois, USA"
2022-05-08,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=3686&amp;name=Cody+Rhodes"">Cody Rhodes</a> defeats <a href=""?id=2&amp;nr=2250&amp;name=Seth+Rollins"">Seth Rollins</a> (20:46)","<a href=""?id=1&amp;nr=326933"">WWE WrestleMania Backlash 2022</a> - Pay Per View @ Dunkin' Donuts Center in Providence, Rhode Island, USA"
2022-05-08,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeats <a href=""?id=2&amp;nr=801&amp;name=AJ+Styles"">AJ Styles</a> by referee's decision (15:21)","<a href=""?id=1&amp;nr=326933"">WWE WrestleMania Backlash 2022</a> - Pay Per View @ Dunkin' Donuts Center in Providence, Rhode Island, USA"
2022-05-08,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=15858&amp;name=Madcap+Moss"">Madcap Moss</a> defeats <a href=""?id=2&amp;nr=12474&amp;name=Happy+Corbin"">Happy Corbin</a> (9:46)","<a href=""?id=1&amp;nr=326933"">WWE WrestleMania Backlash 2022</a> - Pay Per View @ Dunkin' Donuts Center in Providence, Rhode Island, USA"
2022-05-08,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=21239&amp;name=Omos"">Omos</a> defeats <a href=""?id=2&amp;nr=1194&amp;name=Bobby+Lashley"">Bobby Lashley</a> (8:51)","<a href=""?id=1&amp;nr=326933"">WWE WrestleMania Backlash 2022</a> - Pay Per View @ Dunkin' Donuts Center in Providence, Rhode Island, USA"
2022-05-08,World Wrestling Entertainment,,"<a href=""?id=29&amp;nr=2971&amp;name=The+Bloodline"">The Bloodline</a> (<a href=""?id=2&amp;nr=7350&amp;name=Jey+Uso"">Jey Uso</a>, <a href=""?id=2&amp;nr=7351&amp;name=Jimmy+Uso"">Jimmy Uso</a> &amp; <a href=""?id=2&amp;nr=9967&amp;name=Roman+Reigns"">Roman Reigns</a>) defeat <a href=""?id=2&amp;nr=2879&amp;name=Drew+McIntyre"">Drew McIntyre</a> &amp; <a href=""?id=28&amp;nr=10036&amp;name=RK-Bro"">RK-Bro</a> (<a href=""?id=2&amp;nr=998&amp;name=Randy+Orton"">Randy Orton</a> &amp; <a href=""?id=2&amp;nr=16686&amp;name=Riddle"">Riddle</a>) (22:11)","<a href=""?id=1&amp;nr=326933"">WWE WrestleMania Backlash 2022</a> - Pay Per View @ Dunkin' Donuts Center in Providence, Rhode Island, USA"
2022-05-08,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=3116"">WWE SmackDown Women's Title</a> I Quit: ","<a href=""?id=2&amp;nr=19446&amp;name=Ronda+Rousey"">Ronda Rousey</a> defeats <a href=""?id=2&amp;nr=12939&amp;name=Charlotte+Flair"">Charlotte Flair</a> (c) (16:32) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=326933"">WWE WrestleMania Backlash 2022</a> - Pay Per View @ Dunkin' Donuts Center in Providence, Rhode Island, USA"
2022-05-08,World Wrestling Entertainment,Six Person: ,"<a href=""?id=2&amp;nr=2879&amp;name=Drew+McIntyre"">Drew McIntyre</a> &amp; <a href=""?id=28&amp;nr=10036&amp;name=RK-Bro"">RK-Bro</a> (<a href=""?id=2&amp;nr=998&amp;name=Randy+Orton"">Randy Orton</a> &amp; <a href=""?id=2&amp;nr=16686&amp;name=Riddle"">Riddle</a>) vs. <a href=""?id=29&amp;nr=2971&amp;name=The+Bloodline"">The Bloodline</a> (<a href=""?id=2&amp;nr=7350&amp;name=Jey+Uso"">Jey Uso</a>, <a href=""?id=2&amp;nr=7351&amp;name=Jimmy+Uso"">Jimmy Uso</a> &amp; <a href=""?id=2&amp;nr=9967&amp;name=Roman+Reigns"">Roman Reigns</a>)","<a href=""?id=1&amp;nr=326933"">WWE WrestleMania Backlash 2022 ~ Live Results</a> - Pay Per View @ Dunkin' Donuts Center in Providence, Rhode Island, USA"
2022-04-03,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=1194&amp;name=Bobby+Lashley"">Bobby Lashley</a> defeats <a href=""?id=2&amp;nr=21239&amp;name=Omos"">Omos</a> (6:34)","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeats <a href=""?id=2&amp;nr=801&amp;name=AJ+Styles"">AJ Styles</a> (24:27)","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=784&amp;name=Mr.+McMahon"">Mr. McMahon</a> defeats <a href=""?id=2&amp;nr=10161&amp;name=Pat+McAfee"">Pat McAfee</a> (3:45)","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=10161&amp;name=Pat+McAfee"">Pat McAfee</a> defeats <a href=""?id=2&amp;nr=18855&amp;name=Austin+Theory"">Austin Theory</a> (9:37)","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=20037&amp;name=Ridge+Holland"">Ridge Holland</a> &amp; <a href=""?id=2&amp;nr=2641&amp;name=Sheamus"">Sheamus</a> defeat <a href=""?id=28&amp;nr=9622&amp;name=The+New+Day+"">The New Day</a> (<a href=""?id=2&amp;nr=3687&amp;name=Kofi+Kingston"">Kofi Kingston</a> &amp; <a href=""?id=2&amp;nr=4955&amp;name=Xavier+Woods"">Xavier Woods</a>) (1:43)","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,Anything Goes: ,"Johnny Knoxville defeats <a href=""?id=2&amp;nr=1523&amp;name=Sami+Zayn"">Sami Zayn</a> (14:26)","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=61"">WWE RAW Tag Team Title</a> Triple Threat: ","<a href=""?id=28&amp;nr=10036&amp;name=RK-Bro"">RK-Bro</a> (<a href=""?id=2&amp;nr=998&amp;name=Randy+Orton"">Randy Orton</a> &amp; <a href=""?id=2&amp;nr=16686&amp;name=Riddle"">Riddle</a>) (c) defeat <a href=""?id=28&amp;nr=9891&amp;name=Alpha+Academy"">Alpha Academy</a> (<a href=""?id=2&amp;nr=15197&amp;name=Chad+Gable"">Chad Gable</a> &amp; <a href=""?id=2&amp;nr=17854&amp;name=Otis"">Otis</a>) and <a href=""?id=28&amp;nr=7004&amp;name=The+Street+Profits"">The Street Profits</a> (<a href=""?id=2&amp;nr=12894&amp;name=Angelo+Dawkins"">Angelo Dawkins</a> &amp; <a href=""?id=2&amp;nr=17720&amp;name=Montez+Ford"">Montez Ford</a>) (11:32)","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Title</a>  / <a href=""?id=5&amp;nr=3102"">WWE Universal Title</a> Unification Winner Takes All: ","<a href=""?id=2&amp;nr=9967&amp;name=Roman+Reigns"">Roman Reigns</a> (c) [Universal] defeats <a href=""?id=2&amp;nr=669&amp;name=Brock+Lesnar"">Brock Lesnar</a> (c) [WWE] (12:17) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-03,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=4066"">WWE Women's Tag Team Title</a> Fatal Four Way: ","<a href=""?id=2&amp;nr=8819&amp;name=Naomi"">Naomi</a> &amp; <a href=""?id=2&amp;nr=10962&amp;name=Sasha+Banks"">Sasha Banks</a> defeat <a href=""?id=2&amp;nr=15172&amp;name=Carmella"">Carmella</a> &amp; <a href=""?id=2&amp;nr=10147&amp;name=Queen+Zelina"">Queen Zelina</a> (c) and <a href=""?id=2&amp;nr=16664&amp;name=Liv+Morgan"">Liv Morgan</a> &amp; <a href=""?id=2&amp;nr=16519&amp;name=Rhea+Ripley"">Rhea Ripley</a> and <a href=""?id=2&amp;nr=2048&amp;name=Natalya"">Natalya</a> &amp; <a href=""?id=2&amp;nr=16366&amp;name=Shayna+Baszler"">Shayna Baszler</a> (10:51) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=301088"">WWE WrestleMania 38 - Sunday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-02,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=3686&amp;name=Cody+Rhodes"">Cody Rhodes</a> defeats <a href=""?id=2&amp;nr=2250&amp;name=Seth+Rollins"">Seth Rollins</a> (21:33)","<a href=""?id=1&amp;nr=326932"">WWE WrestleMania 38 - Saturday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-02,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=2879&amp;name=Drew+McIntyre"">Drew McIntyre</a> defeats <a href=""?id=2&amp;nr=12474&amp;name=Happy+Corbin"">Happy Corbin</a> (8:39)","<a href=""?id=1&amp;nr=326932"">WWE WrestleMania 38 - Saturday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-02,World Wrestling Entertainment,,"Logan Paul &amp; <a href=""?id=2&amp;nr=1590&amp;name=The+Miz"">The Miz</a> defeat <a href=""?id=28&amp;nr=9940&amp;name=The+Mysterios"">The Mysterios</a> (<a href=""?id=2&amp;nr=22500&amp;name=Dominik+Mysterio"">Dominik Mysterio</a> &amp; <a href=""?id=2&amp;nr=604&amp;name=Rey+Mysterio"">Rey Mysterio</a>) (11:16)","<a href=""?id=1&amp;nr=326932"">WWE WrestleMania 38 - Saturday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-02,World Wrestling Entertainment,No Holds Barred: ,"<a href=""?id=2&amp;nr=635&amp;name=Steve+Austin"">Steve Austin</a> defeats <a href=""?id=2&amp;nr=1499&amp;name=Kevin+Owens"">Kevin Owens</a> (13:55)","<a href=""?id=1&amp;nr=326932"">WWE WrestleMania 38 - Saturday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-02,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=2906"">WWE RAW Women's Title</a>: ","<a href=""?id=2&amp;nr=18242&amp;name=Bianca+Belair"">Bianca Belair</a> defeats <a href=""?id=2&amp;nr=2467&amp;name=Becky+Lynch"">Becky Lynch</a> (c) (19:08) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=326932"">WWE WrestleMania 38 - Saturday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-02,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=3117"">WWE SmackDown Tag Team Title</a>: ","<a href=""?id=28&amp;nr=1689&amp;name=The+Usos"">The Usos</a> (<a href=""?id=2&amp;nr=7350&amp;name=Jey+Uso"">Jey Uso</a> &amp; <a href=""?id=2&amp;nr=7351&amp;name=Jimmy+Uso"">Jimmy Uso</a>) (c) defeat <a href=""?id=2&amp;nr=20380&amp;name=Rick+Boogs"">Rick Boogs</a> &amp; <a href=""?id=2&amp;nr=56&amp;name=Shinsuke+Nakamura"">Shinsuke Nakamura</a> (6:55)","<a href=""?id=1&amp;nr=326932"">WWE WrestleMania 38 - Saturday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-04-02,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=3116"">WWE SmackDown Women's Title</a>: ","<a href=""?id=2&amp;nr=12939&amp;name=Charlotte+Flair"">Charlotte Flair</a> (c) defeats <a href=""?id=2&amp;nr=19446&amp;name=Ronda+Rousey"">Ronda Rousey</a> (18:21)","<a href=""?id=1&amp;nr=326932"">WWE WrestleMania 38 - Saturday</a> - Pay Per View @ AT&amp;T Stadium in Arlington, Texas, USA"
2022-02-19,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=8819&amp;name=Naomi"">Naomi</a> &amp; <a href=""?id=2&amp;nr=19446&amp;name=Ronda+Rousey"">Ronda Rousey</a> defeat <a href=""?id=2&amp;nr=12939&amp;name=Charlotte+Flair"">Charlotte Flair</a> &amp; <a href=""?id=2&amp;nr=17658&amp;name=Sonya+Deville"">Sonya Deville</a> (9:15)","<a href=""?id=1&amp;nr=334506"">WWE Elimination Chamber 2022</a> - Pay Per View @ Jeddah Super Dome in Jeddah, Saudi-Arabien"
2022-02-19,World Wrestling Entertainment,Falls Count Anywhere: ,"<a href=""?id=2&amp;nr=2879&amp;name=Drew+McIntyre"">Drew McIntyre</a> defeats <a href=""?id=2&amp;nr=15858&amp;name=Madcap+Moss"">Madcap Moss</a> (9:05)","<a href=""?id=1&amp;nr=334506"">WWE Elimination Chamber 2022</a> - Pay Per View @ Jeddah Super Dome in Jeddah, Saudi-Arabien"
2022-02-19,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=2906"">WWE RAW Women's Title</a>: ","<a href=""?id=2&amp;nr=2467&amp;name=Becky+Lynch"">Becky Lynch</a> (c) defeats <a href=""?id=2&amp;nr=1071&amp;name=Lita"">Lita</a> (12:19)","<a href=""?id=1&amp;nr=334506"">WWE Elimination Chamber 2022</a> - Pay Per View @ Jeddah Super Dome in Jeddah, Saudi-Arabien"
2022-02-19,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=2906"">WWE RAW Women's Title</a> #1 Contendership Elimination Chamber: ","<a href=""?id=2&amp;nr=18242&amp;name=Bianca+Belair"">Bianca Belair</a> defeats <a href=""?id=2&amp;nr=14526&amp;name=Alexa+Bliss"">Alexa Bliss</a> and <a href=""?id=2&amp;nr=13153&amp;name=Doudrop"">Doudrop</a> and <a href=""?id=2&amp;nr=16664&amp;name=Liv+Morgan"">Liv Morgan</a> and <a href=""?id=2&amp;nr=9844&amp;name=Nikki+ASH"">Nikki ASH</a> and <a href=""?id=2&amp;nr=16519&amp;name=Rhea+Ripley"">Rhea Ripley</a> (15:45)","<a href=""?id=1&amp;nr=334506"">WWE Elimination Chamber 2022</a> - Pay Per View @ Jeddah Super Dome in Jeddah, Saudi-Arabien"
2022-02-19,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Title</a> Elimination Chamber: ","<a href=""?id=2&amp;nr=669&amp;name=Brock+Lesnar"">Brock Lesnar</a> defeats <a href=""?id=2&amp;nr=801&amp;name=AJ+Styles"">AJ Styles</a> and <a href=""?id=2&amp;nr=18855&amp;name=Austin+Theory"">Austin Theory</a> and <a href=""?id=2&amp;nr=1194&amp;name=Bobby+Lashley"">Bobby Lashley</a> (c) and <a href=""?id=2&amp;nr=16686&amp;name=Riddle"">Riddle</a> and <a href=""?id=2&amp;nr=2250&amp;name=Seth+Rollins"">Seth Rollins</a> (14:55) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=334506"">WWE Elimination Chamber 2022</a> - Pay Per View @ Jeddah Super Dome in Jeddah, Saudi-Arabien"
2022-02-19,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=3102"">WWE Universal Title</a>: ","<a href=""?id=2&amp;nr=9967&amp;name=Roman+Reigns"">Roman Reigns</a> (c) defeats <a href=""?id=2&amp;nr=658&amp;name=Goldberg"">Goldberg</a> by referee's decision (6:00)","<a href=""?id=1&amp;nr=334506"">WWE Elimination Chamber 2022</a> - Pay Per View @ Jeddah Super Dome in Jeddah, Saudi-Arabien"
2022-01-29,World Wrestling Entertainment,Mixed: ,"<a href=""?id=2&amp;nr=1161&amp;name=Beth+Phoenix"">Beth Phoenix</a> &amp; <a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeat <a href=""?id=2&amp;nr=2230&amp;name=Maryse"">Maryse</a> &amp; <a href=""?id=2&amp;nr=1590&amp;name=The+Miz"">The Miz</a> (12:29)","<a href=""?id=1&amp;nr=324740"">WWE Royal Rumble 2022</a> - Pay Per View @ The Dome at America's Center in St. Louis, Missouri, USA"
2022-01-29,World Wrestling Entertainment,Royal Rumble: ,"<a href=""?id=2&amp;nr=669&amp;name=Brock+Lesnar"">Brock Lesnar</a> defeats <a href=""?id=2&amp;nr=801&amp;name=AJ+Styles"">AJ Styles</a> and <a href=""?id=2&amp;nr=12894&amp;name=Angelo+Dawkins"">Angelo Dawkins</a> and <a href=""?id=2&amp;nr=18855&amp;name=Austin+Theory"">Austin Theory</a> and <a href=""?id=2&amp;nr=23694&amp;name=Bad+Bunny"">Bad Bunny</a> and <a href=""?id=2&amp;nr=8880&amp;name=Big+E"">Big E</a> and <a href=""?id=2&amp;nr=15197&amp;name=Chad+Gable"">Chad Gable</a> and <a href=""?id=2&amp;nr=16337&amp;name=Damian+Priest"">Damian Priest</a> and <a href=""?id=2&amp;nr=2515&amp;name=Dolph+Ziggler"">Dolph Ziggler</a> and <a href=""?id=2&amp;nr=22500&amp;name=Dominik+Mysterio"">Dominik Mysterio</a> and <a href=""?id=2&amp;nr=2879&amp;name=Drew+McIntyre"">Drew McIntyre</a> and <a href=""?id=2&amp;nr=12474&amp;name=Happy+Corbin"">Happy Corbin</a> and Johnny Knoxville and <a href=""?id=2&amp;nr=1499&amp;name=Kevin+Owens"">Kevin Owens</a> and <a href=""?id=2&amp;nr=3687&amp;name=Kofi+Kingston"">Kofi Kingston</a> and <a href=""?id=2&amp;nr=15858&amp;name=Madcap+Moss"">Madcap Moss</a> and <a href=""?id=2&amp;nr=17720&amp;name=Montez+Ford"">Montez Ford</a> and <a href=""?id=2&amp;nr=21239&amp;name=Omos"">Omos</a> and <a href=""?id=2&amp;nr=17854&amp;name=Otis"">Otis</a> and <a href=""?id=2&amp;nr=998&amp;name=Randy+Orton"">Randy Orton</a> and <a href=""?id=2&amp;nr=604&amp;name=Rey+Mysterio"">Rey Mysterio</a> and <a href=""?id=2&amp;nr=20380&amp;name=Rick+Boogs"">Rick Boogs</a> and <a href=""?id=2&amp;nr=3827&amp;name=Ricochet"">Ricochet</a> and <a href=""?id=2&amp;nr=16686&amp;name=Riddle"">Riddle</a> and <a href=""?id=2&amp;nr=20037&amp;name=Ridge+Holland"">Ridge Holland</a> and <a href=""?id=2&amp;nr=880&amp;name=Robert+Roode"">Robert Roode</a> and <a href=""?id=2&amp;nr=1523&amp;name=Sami+Zayn"">Sami Zayn</a> and <a href=""?id=2&amp;nr=548&amp;name=Shane+McMahon"">Shane McMahon</a> and <a href=""?id=2&amp;nr=2641&amp;name=Sheamus"">Sheamus</a> and <a href=""?id=2&amp;nr=56&amp;name=Shinsuke+Nakamura"">Shinsuke Nakamura</a> (51:13)","<a href=""?id=1&amp;nr=324740"">WWE Royal Rumble 2022</a> - Pay Per View @ The Dome at America's Center in St. Louis, Missouri, USA"
2022-01-29,World Wrestling Entertainment,Royal Rumble: ,"<a href=""?id=2&amp;nr=19446&amp;name=Ronda+Rousey"">Ronda Rousey</a> defeats <a href=""?id=2&amp;nr=3585&amp;name=Alicia+Fox"">Alicia Fox</a> and <a href=""?id=2&amp;nr=13979&amp;name=Aliyah"">Aliyah</a> and <a href=""?id=2&amp;nr=18242&amp;name=Bianca+Belair"">Bianca Belair</a> and <a href=""?id=2&amp;nr=5571&amp;name=Brie+Bella"">Brie Bella</a> and <a href=""?id=2&amp;nr=11635&amp;name=Cameron"">Cameron</a> and <a href=""?id=2&amp;nr=15172&amp;name=Carmella"">Carmella</a> and <a href=""?id=2&amp;nr=12939&amp;name=Charlotte+Flair"">Charlotte Flair</a> and <a href=""?id=2&amp;nr=15363&amp;name=Dana+Brooke"">Dana Brooke</a> and <a href=""?id=2&amp;nr=116&amp;name=Ivory"">Ivory</a> and <a href=""?id=2&amp;nr=3584&amp;name=Kelly+Kelly"">Kelly Kelly</a> and <a href=""?id=2&amp;nr=1071&amp;name=Lita"">Lita</a> and <a href=""?id=2&amp;nr=16664&amp;name=Liv+Morgan"">Liv Morgan</a> and <a href=""?id=2&amp;nr=1916&amp;name=Melina"">Melina</a> and <a href=""?id=2&amp;nr=1836&amp;name=Michelle+McCool"">Michelle McCool</a> and <a href=""?id=2&amp;nr=401&amp;name=Mickie+James"">Mickie James</a> and <a href=""?id=2&amp;nr=502&amp;name=Molly+Holly"">Molly Holly</a> and <a href=""?id=2&amp;nr=8819&amp;name=Naomi"">Naomi</a> and <a href=""?id=2&amp;nr=2048&amp;name=Natalya"">Natalya</a> and <a href=""?id=2&amp;nr=9844&amp;name=Nikki+ASH"">Nikki ASH</a> and <a href=""?id=2&amp;nr=5572&amp;name=Nikki+Bella"">Nikki Bella</a> and <a href=""?id=2&amp;nr=10147&amp;name=Queen+Zelina"">Queen Zelina</a> and <a href=""?id=2&amp;nr=16519&amp;name=Rhea+Ripley"">Rhea Ripley</a> and <a href=""?id=2&amp;nr=13384&amp;name=Sarah+Logan"">Sarah Logan</a> and <a href=""?id=2&amp;nr=10962&amp;name=Sasha+Banks"">Sasha Banks</a> and <a href=""?id=2&amp;nr=16366&amp;name=Shayna+Baszler"">Shayna Baszler</a> and <a href=""?id=2&amp;nr=17920&amp;name=Shotzi"">Shotzi</a> and <a href=""?id=2&amp;nr=17658&amp;name=Sonya+Deville"">Sonya Deville</a> and <a href=""?id=2&amp;nr=11768&amp;name=Summer+Rae"">Summer Rae</a> and <a href=""?id=2&amp;nr=8769&amp;name=Tamina"">Tamina</a> (59:42)","<a href=""?id=1&amp;nr=324740"">WWE Royal Rumble 2022</a> - Pay Per View @ The Dome at America's Center in St. Louis, Missouri, USA"
2022-01-29,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=2906"">WWE RAW Women's Title</a>: ","<a href=""?id=2&amp;nr=2467&amp;name=Becky+Lynch"">Becky Lynch</a> (c) defeats <a href=""?id=2&amp;nr=13153&amp;name=Doudrop"">Doudrop</a> (12:58)","<a href=""?id=1&amp;nr=324740"">WWE Royal Rumble 2022</a> - Pay Per View @ The Dome at America's Center in St. Louis, Missouri, USA"
2022-01-29,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=20"">WWE Title</a>: ","<a href=""?id=2&amp;nr=1194&amp;name=Bobby+Lashley"">Bobby Lashley</a> defeats <a href=""?id=2&amp;nr=669&amp;name=Brock+Lesnar"">Brock Lesnar</a> (c) (10:14) - <span class=""MatchTitleChange"">TITLE CHANGE !!!</span>","<a href=""?id=1&amp;nr=324740"">WWE Royal Rumble 2022</a> - Pay Per View @ The Dome at America's Center in St. Louis, Missouri, USA"
2022-01-29,World Wrestling Entertainment,"<a href=""?id=5&amp;nr=3102"">WWE Universal Title</a>: ","<a href=""?id=2&amp;nr=2250&amp;name=Seth+Rollins"">Seth Rollins</a> defeats <a href=""?id=2&amp;nr=9967&amp;name=Roman+Reigns"">Roman Reigns</a> (c) by DQ (14:23)","<a href=""?id=1&amp;nr=324740"">WWE Royal Rumble 2022</a> - Pay Per View @ The Dome at America's Center in St. Louis, Missouri, USA"
2022-01-01,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=2879&amp;name=Drew+McIntyre"">Drew McIntyre</a> defeats <a href=""?id=2&amp;nr=15858&amp;name=Madcap+Moss"">Madcap Moss</a> (9:42)","<a href=""?id=1&amp;nr=318780"">WWE Day 1</a> - Pay Per View @ State Farm Arena in Atlanta, Georgia, USA"
2022-01-01,World Wrestling Entertainment,,"<a href=""?id=2&amp;nr=932&amp;name=Edge"">Edge</a> defeats <a href=""?id=2&amp;nr=1590&amp;name=The+Miz"">The Miz</a> (20:03)","<a href=""?id=1&amp;nr=318780"">WWE Day 1</a> - Pay Per View @ State Farm Arena in Atlanta, Georgia, USA"
