id,name,rating,current_gimmick,age,promotion,brand,active_roles,birthplace,gender,height,weight,www,alter_egos,roles,debut,experience,wrestling_style,nicknames,signature_moves,trainer,background,career_end,day_of_death,active
3158,Wolfgang,6.89,Wolfgang,35.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Glasgow, Scotland, UK",male,73.0,255.0,https://myspace.com/barry_wolfgang_young;http://www.facebook.com/WolfgangYoung;http://twitter.com/wolfgangyoung;https://www.instagram.com/wolfgangyoung_,Wolfgang,"Singles Wrestler,Tag Team Wrestler,Trainer,WWE Development Wrestler",20.02.2003,19.0,Allrounder,"The Last King Of Scotland,The Regulator","Damage Point,STD,Swanton Bomb,The Howling",,,,,True
7802,Noam Dar,7.51,Noam Dar,28.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Tel Aviv, Israel",male,69.0,169.0,https://www.facebook.com/noam.dar.1;http://twitter.com/NoamDar,Noam Dar,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",28.06.2008,13.0,Techniker,"The Israeli Icon,The Scottish Supernova",,"Colin McKay, Lionheart & Kid Fite",,,,True
2563,Sha Samuels,6.41,Sha Samuels,37.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","London, England, UK",male,73.0,235.0,http://www.facebook.com/sha.samuels;http://twitter.com/Shasamuels;http://www.facebook.com/ShasamuelsUK,"Sha Samuels,Ed Harvey,Sirius","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",,,Allrounder,The East End Butcher,"Exploder Suplex,Lariat,Mongolian Chop",Dino Scarlo & Mel Stuart,,,,False
19713,Eliza Alexander,7.5,Eliza Alexander,23.0,World Wrestling Entertainment,NXT UK,WWE Development Wrestler,"Liverpool, Merseyside, England, UK",female,65.0,139.0,https://www.facebook.com/LizzyStyles;https://twitter.com/ElizaAlexanderr;https://instagram.com/ElizaAlexanderWWE,"Eliza Alexander,Lizzy Evo,Lizzy Styles","Singles Wrestler,WWE Development Wrestler",,,,The Princess Of Wrestling,Finish In Style,,,,,False
15660,Amale,6.27,Amale,28.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Beziers, Occitanie, Frankreich",female,64.0,,http://www.facebook.com/amale.winchester;https://twitter.com/AmaleFrenchHope;https://www.instagram.com/amale_french_hope,"Amale Winchester,Amale","Singles Wrestler,WWE Development Wrestler",01.07.2012,9.0,Techniker,French Hope,Spinning Reverse STO,,,,,False
24835,Lash Legend,,Lash Legend,25.0,World Wrestling Entertainment,NXT,Singles Wrestler,"Atlanta, Georgia, USA",female,72.0,,https://www.instagram.com/lashlegendwwe;https://twitter.com/lashlegendwwe,Lash Legend,Singles Wrestler,07.12.2021,0.0,,,,WWE Performance Center,,,,True
19462,Emilia McKenzie,7.58,Emilia McKenzie,21.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Coventry, England, UK",female,66.0,128.0,https://www.facebook.com/Millie-McKenzie-1649827061940372;https://twitter.com/MMckenzieWWE;https://www.instagram.com/MMckenzieWWE/,"Emilia McKenzie,Millie McKenzie,Millie Marks","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",17.10.2016,5.0,Techniker,,"Ace Crusher,German Suplex,Spear","Psycho Steve, Martin Zaki, Pete Dunne & Travis Banks",,,,False
25051,Myla Grace,,Myla Grace,29.0,Freelancer,,Singles Wrestler,"Belfast, Northern Ireland, UK",female,61.0,110.0,https://www.facebook.com/MylaGraceProWrestler;https://twitter.com/mylagrace_x;https://www.instagram.com/mylagrace_x;https://mylagraceofficial.bigcartel.com,"Myla Grace,Myla G",Singles Wrestler,2018,4.0,,,,,,,,False
6092,Mark Andrews ,8.16,Mark Andrews,30.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Cardiff, Wales, UK",male,68.0,161.0,https://twitter.com/mandrewsjunior;https://www.instagram.com/mandrewsjunior,"Lightning Kid,Mark Andrews,Mandrews,Qefka The Quiet","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",24.11.2006,15.0,High Flyer,"Lightning Kid,Mighty Morphin,White Lightning","Dragon Suplex,Top Rope Moonsault,Shooting Star Press","Edd Ferris, Jason Cross, Mike Bird & Zack Sabre Jr.",,,,False
13844,Kenny Williams,7.25,Kenny Williams,28.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Glasgow, Scotland, UK",male,69.0,180.0,https://www.facebook.com/Kenny-Williams-278958612297535/;https://twitter.com/KennyWilliamsUK,"Kenneth,Kenny Williams","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",28.09.2012,9.0,High Flyer,The Lucky Yin,"Swinging DDT,Flying Back Elbow,Running Knee",PBW Academy (Kid Fite & TJ Rage) & Noam Dar,,,,False
12207,Mark Coffey,6.97,Mark Coffey,32.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Glasgow, Scotland, UK",male,74.0,238.0,https://twitter.com/M_Coffey90,"Mark Anthony,Mark Anthony Coffey,Mark Coffey","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2010,12.0,,,Crowning Glory,,,,,True
18098,Saxon Huxley,4.61,Saxon Huxley,34.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","London, England, UK",male,75.0,220.0,http://saxonhuxley.bigcartel.com/;https://twitter.com/MuscleCatSaxon;https://www.facebook.com/MuscleCatSaxonHuxley,Saxon Huxley,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2009,13.0,,The Muscle Cat,Shattered Illusions,"Brian Kendrick, Lance Storm & Marty Jones",,,,False
18410,Stevie Turner,,Stevie Turner,25.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","London, England, UK",female,65.0,110.0,https://twitter.com/StevieTurnerWWE;https://instagram.com/StevieTurnerWWE,"Bobbi Tyler,Stevie Turner","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",11.06.2016,5.0,Techniker,,Code Red,Paul Ashe,,,,True
21329,Angel Hayze,,Angel Hayze,21.0,Freelancer,,Singles Wrestler,"Glasgow, Scotland, UK",female,61.0,119.0,https://www.facebook.com/AngelHayzeUK;https://twitter.com/AngelHayzeUK;https://www.instagram.com/AngelHayzeUK,Angel Hayze,Singles Wrestler,18.03.2016,6.0,,The Young Lioness,"Slingblade,Superkick,Spear,Fisherman's Suplex",PBW Academy (Kid Fite & Sammii Jayne),,,,False
17236,Primate,6.94,Primate,37.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Newcastle upon Tyne, England, UK",male,71.0,209.0,https://www.facebook.com/ThePrimateJasonPrime;https://twitter.com/The_Primate_;https://twitter.com/jay_melrose,"Jason Prime,Primate,Jay Melrose","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",08.2014,7.0,Powerhouse,The Primate,Spear,Rampage Brown,,,,False
7842,T-Bone,6.07,T-Bone,40.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Worcester, Worcestershire, England, UK",male,72.0,244.0,https://www.facebook.com/gypsywrestler;https://twitter.com/Tyson_T_Bone;https://www.instagram.com/Tyson_T_Bone,"T-Bone,T-Bone Tyson,Tyson T-Bone","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2007,15.0,Brawler,,"Full Nelson Slam,Imploder,Gypsy's Kiss",Todd Smith & Robbie Brookside,,,,False
24157,Tate Mayfairs,,Tate Mayfairs,,Freelancer,,Singles Wrestler,"London, England, UK",male,72.0,189.0,https://www.facebook.com/TateMayfairs;https://www.instagram.com/tatemayfairs;https://twitter.com/TateMayfairs,Tate Mayfairs,Singles Wrestler,2018,4.0,Techniker,,,"Sid Scala, Knucklelocks School Of Wrestling",,,,False
19163,Tiger Turan,,Tiger Turan,,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",Pakistan,male,70.0,189.0,https://www.facebook.com/iamamirjordan;https://twitter.com/iamamirjordan,"Amir Jordan,Tiger Turan","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2015,7.0,,The Bhangra Bad Boy,"Samosa Swanton,Bang-Ra","Storm Wrestling Academy (Lance Storm), PROGRESS Wrestling School",,,,False
21870,"Josh Terry, Josh Morrell",,"Josh Terry, Josh Morrell",,Freelancer,,Singles Wrestler,"Egremont, Cumbria, England, UK",male,,,https://twitter.com/turbo_joshterry;https://www.facebook.com/josh.terry.14289,"Josh Morrell,Josh Terry",Singles Wrestler,2014,8.0,High Flyer,Turbo,,Johnny Moss,,,,False
21860,Von Wagner,4.3,Von Wagner,,World Wrestling Entertainment,NXT,"Singles Wrestler,WWE Development Wrestler","Osseo, Minnesota, USA",male,77.0,255.0,https://twitter.com/WWEVonWagner;https://www.instagram.com/vonwagner,"Cal Bloom,Von Wagner","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",03.05.2019,3.0,Powerhouse,,,"Brad Rheingans, Ken Kennedy, Wayne Bloom & WWE Performance Center (Matt Bloom)",Football,,,True
10767,Sam Gradwell,5.0,Sam Gradwell,30.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Blackpool, Lancashire, England, UK",male,73.0,209.0,https://www.facebook.com/Ricky-J-McKenzie-Pro-Wrestler-1633309966992859/;https://twitter.com/sam_gradwell;https://www.instagram.com/samgradwell1/,"Ricky J. McKenzie,Sam Gradwell","Singles Wrestler,WWE Development Wrestler",20.02.2009,13.0,Techniker,,Diving Headbutt,Johnny Saint & Marty Jones,,,,False
9762,Wild Boar,5.95,Wild Boar,32.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,Promoter,WWE Development Wrestler","Blaina, South Wales, Wales, UK",male,66.0,180.0,https://www.facebook.com/mhitchman;https://twitter.com/wildboarhitch,"Mike Hitchman,Wild Boar","Singles Wrestler,Tag Team Wrestler,Promoter,WWE Development Wrestler",2008,14.0,"Allrounder,Brawler",Wild Boar,"Diving Headbutt,Inverted Cannonball,Trapper Keeper Bomb (Package Piledriver)",Mike Bird & Jason Cross,,,,False
5583,Eddie Dennis,6.08,Eddie Dennis,36.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Swansea, Wales, UK",male,78.0,218.0,http://www.facebook.com/EddieDennisWrestling;https://twitter.com/EddieDennis1986;https://www.instagram.com/eddiedennis/;https://eddiedennis.bigcartel.com/,"Dafydd Rhys,Eddie Dennis,Eddie Lizzard,Red Dragon,Welsh Dragon","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2008,14.0,Allrounder,"The Pride Of Wales,The Welsh Dragon",Neck Stop Driver (Lifting Reverse DDT),"Carl Griffiths, Scott D'Amore & Tyson Dux",Judo,,,False
7381,Charlie Dempsey,,Charlie Dempsey,,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Blackpool, Lancashire, England, UK",male,,,,"Bailey Matthews,Charlie Dempsey,Joe Bailey","Singles Wrestler,WWE Development Wrestler",2018,4.0,Techniker,,,,,,,True
18852,A-Kid,8.29,A-Kid,25.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Madrid, Spanien",male,68.0,154.0,http://www.twitter.com/akidwrestler,"A-Kid,Nino Anonimo","Singles Wrestler,Tag Team Wrestler,Trainer,WWE Development Wrestler",20.07.2012,9.0,"Techniker,High Flyer,Martial Arts",,,,Mixed Martial Arts,,,True
6926,Ashton Smith,,Ashton Smith,33.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Kingston, Jamaica",male,74.0,205.0,https://twitter.com/AshtonSmith_WWE;https://www.instagram.com/ashtonsmith_wwe,"Ashton Smith,D-Rok,Derice Coffie","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",11.02.2007,15.0,High Flyer,The Prestige,"Cool Runnings,Ash Cloud,Inverted DDT",,,,,False
13354,Oliver Carter,7.63,Oliver Carter,,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Zürich, Schweiz",male,71.0,198.0,http://www.facebook.com/pages/Mr-Exotic-Erotic/267926303304517;https://twitter.com/olivercartergh,"Mr. Exotic Erotic,Oliver Carter,Calvin Carter","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",12.05.2012,10.0,,The Predator Slayer,"450 Splash,Springboard Cutter (Instant Kill) ",Marshal T,,,,True
13747,Trent Seven,8.12,Trent Seven,40.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,Promoter,WWE Development Wrestler","Wolverhampton, West Midlands, England, UK",male,70.0,209.0,http://www.facebook.com/trent.seven;http://twitter.com/trentseven,Trent Seven,"Singles Wrestler,Tag Team Wrestler,Promoter,WWE Development Wrestler",2009,13.0,Techniker,The Don,"Piledriver,Lariat,Vertical Suplex,Overhand Chop,Red Right Hand",,,,,False
5386,Tyler Bate,9.01,Tyler Bate,25.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Netherton, Dudley, West Midlands, England, UK",male,67.0,174.0,https://www.facebook.com/profile.php?id=100009344713298;https://www.facebook.com/Tyler.Bate.Official/;https://twitter.com/tyler_bate,"Arthur Klauser-Saxon,Tyler Bate","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2012,10.0,"Allrounder,Techniker","Textbook,The Iron Master","Tyler Driver '97,Orange Crush Combo,German Suplex,Moustache Ride,Scoop Piledriver/Gotch Style Tombstone,Giant Swing,Vertical Suplex",Dave Mastiff & Trent Seven,,,,True
18424,Rohan Raja,,Rohan Raja,30.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Crawley, West Sussex, England, UK",male,72.0,200.0,https://twitter.com/RohanRajaWWE;https://www.instagram.com/rohanrajawwe/,"Gursinder Singh,Rohan Raja,Tony Cage","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",20.08.2015,6.0,Techniker,The Cockiest Man Alive,"Olympic Slam,Sky High,Rolling Crossface",Lance Storm,Boxen,,,False
6867,Teoman,6.73,Teoman,29.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Berlin, Deutschland",male,72.0,180.0,http://www.facebook.com/pages/LUCKY-KID/183830118329831;https://twitter.com/Babo_Teoman;https://www.instagram.com/babo_teoman,"Hakan Aslan,Lucky Kid,Teoman,Metehan","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",28.06.2008,13.0,"Techniker,High Flyer",Babo,Tiger Suplex,"Ahmed Chaer, Crazy Sexy Mike, Ikuto Hidaka & Wesna",Fußball,,,False
1944,Meiko Satomura,9.64,Meiko Satomura,42.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Promoter","Niigata, Japan",female,62.0,150.0,https://twitter.com/satomurameiko;https://www.instagram.com/Meiko_Satomura,Meiko Satomura,"Singles Wrestler,Tag Team Wrestler,Promoter,Trainer",15.04.1995,27.0,Techniker,"Living Legend Of Joshi Puroresu,Mei-chan,The Final Boss,Yokozuna","Death Valley Bomb,Jujigatamae,Overhead Kick,Scorpion Rising",Chigusa Nagayo,Judo,,,True
22931,Ivy Nile,,Ivy Nile,,World Wrestling Entertainment,NXT,"Singles Wrestler,WWE Development Wrestler","Knoxville, Tennessee, USA",female,62.0,125.0,https://facebook.com/EmilyAndzulis75;https://twitter.com/ivynile_wwe;https://instagram.com/IvyNile_WWE,"Emily Andzulis,Ivy Nile","Singles Wrestler,WWE Development Wrestler",21.02.2020,2.0,,The Pitbull,Dragon Sleeper,"Kane, Tom Prichard & WWE Performance Center (Sara Amato)",Mixed Martial Arts,,,True
17146,Xia Brookside,5.25,Xia Brookside,23.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Leicester, Leicestershire, England, UK",female,63.0,110.0,https://www.facebook.com/xialouise;https://twitter.com/XiaBrooksideWWE;https://www.facebook.com/XiaBrookside;https://instagram.com/XiaBrooksideWWE,Xia Brookside,"Singles Wrestler,Valet,WWE Development Wrestler",16.05.2015,7.0,Techniker,Miss,"Dropkick,Facebuster,Japanese Rolling Clutch","Dean Allmark, Robbie Brookside & Robbie Dynamite",,,,False
9843,Joe Coffey,7.62,Joe Coffey,33.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Glasgow, Scotland, UK",male,71.0,251.0,https://www.facebook.com/joe.coffey.16;https://www.facebook.com/JoeCoffeyPTWrestling/;https://twitter.com/Joe_Coffey,"Joe Coffey,Jay Coffey","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2009,13.0,"Allrounder,Brawler","Iron King,Iron Man","Black Coffey (Discus Lariat),No Mercy (Boston Crab)",Conscience,,,,True
14675,Danny Jones,7.93,Danny Jones,26.0,Freelancer,,"Singles Wrestler,Tag Team Wrestler","Ebbw Vale, South Wales, Wales, UK",male,75.0,194.0,http://www.facebook.com/dannyjoneswres;http://www.twitter.com/dannyjoneswres;http://www.youtube.com/user/NathanDanielsUK,"Danny Blaze,Danny Jones,Nathan Daniels,Roger The Cabin Boy","Singles Wrestler,Tag Team Wrestler",10.2012,9.0,,"Party Boy,Raving",Sleeperhold,,,,,False
2621,Dave Mastiff,6.95,Dave Mastiff,37.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Dudley, West Midlands, England, UK",male,69.0,315.0,https://twitter.com/DaveMastiff;https://www.facebook.com/DaveMastiff,"Dave Mastiff,Dave Moralez,Moralez","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",04.05.2002,20.0,"Brawler,Powerhouse","Bastard,Big Bad,Human Hate Machine,The Bomber","Cannonball,Discus Lariat",,,,,False
19536,Jack Starz,,Jack Starz,,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Leicester, Leicestershire, England, UK",male,66.0,172.0,https://www.facebook.com/jack.starz.10;https://www.facebook.com/WrestlerJackStarz;https://twitter.com/jackstarzzz,Jack Starz,"Singles Wrestler,WWE Development Wrestler",31.10.2012,9.0,,,,"Danny Collins, Robbie Brookside & Thunder",,,,False
18937,Nina Samuels,6.26,Nina Samuels,33.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Trainer,WWE Development Wrestler","London, England, UK",female,67.0,150.0,https://www.facebook.com/NinaSamuels123;http://ninasamuels.bigcartel.com;https://twitter.com/ninasamuels123;https://www.instagram.com/ninasamuels123,"La Diablesa Rosa,Nina Samuels,Nina Stardust","Singles Wrestler,Trainer,WWE Development Wrestler",16.11.2014,7.0,Techniker,,"Gory Special,Missile Dropkick,Hell to the Knee-na",4FW Training Academy & London School Of Lucha Libre (Baxter Burridge),,,,False
16420,Isla Dawn,6.34,Isla Dawn,28.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,WWE Development Wrestler","Glasgow, Scotland, UK",female,67.0,150.0,https://www.facebook.com/IslaDawn1;https://twitter.com/IslaDawn;https://www.instagram.com/Isla_Dawn;http://www.facebook.com/courtneydstewart,"Courtney,Courtney Stewart,Isla Dawn,Stacy Coates","Singles Wrestler,WWE Development Wrestler",21.02.2014,8.0,Techniker,The White Witch,"Air Raid Crash,Dragon Sleeper","Damian O'Connor, Mikey Whiplash & Tommy End","Tanzen,Boxen,Kickboxen",,,True
13179,Ilja Dragunov,8.91,Ilja Dragunov,28.0,World Wrestling Entertainment,NXT UK,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler","Moskau, Russland",male,69.0,187.0,https://twitter.com/UNBESIEGBAR_ZAR;https://www.instagram.com/unbesiegbar_dragunov/;https://www.facebook.com/ilja.dragunov.9,Ilja Dragunov,"Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",21.04.2012,10.0,Allrounder,"Czar,Unbesiegbar","Grüße aus Moskau (Lariat),Torpedo Moskau (Flying Headbutt)",Axel Tischer & Rick Baxxter,"Rugby,Leichtathletik,Handball",,,True
4736,Jordan Devlin,8.14,Jordan Devlin,32.0,World Wrestling Entertainment,,"Singles Wrestler,Tag Team Wrestler","Bray, County Wicklow, Ireland",male,70.0,183.0,https://twitter.com/jordan_devlin1,"Aguila Artois,Aguila II,Frank David,Jordan Devlin","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2006,16.0,Techniker,"The Import Killer,The Irish Ace","Moonsault,The Devlin Side (Side Suplex)",Fergal Devitt & Paul Tracey,,,,True
16824,Zachary Wentz,8.03,Zachary Wentz,28.0,Freelancer,,Singles Wrestler,"Dayton, Ohio, USA",male,70.0,176.0,https://twitter.com/nashcarterwwe;https://www.facebook.com/Zachary4Wentz;https://www.instagram.com/nashcarterwwe,"Nash Carter,Suicide,Zachary Wentz,Wentz","Singles Wrestler,Tag Team Wrestler",17.12.2014,7.0,High Flyer,The Sickest Dude In All The Land,"Bite The Curb,Gunckel Driver,Thnks Fr Th Mmrs",,Mixed Martial Arts,,,False
18284,Wes Lee,8.23,Wes Lee,27.0,World Wrestling Entertainment,NXT,"Singles Wrestler,Tag Team Wrestler","Dayton, Ohio, USA",male,69.0,189.0,https://www.facebook.com/Dezmond.Xavier25;https://www.facebook.com/dezmondxavier;https://twitter.com/weslee_wwe;https://www.instagram.com/DezmondXavier,"Dezmond Xavier,Dezmond X,Dez,Wes Lee","Singles Wrestler,Tag Team Wrestler",2011,11.0,High Flyer,"The Kardiak Kid,The Livewire",,"Earl The Pearl, Rich Myers & Ronnie Zukko",,,,True
2172,Joaquin Wilde,6.86,Joaquin Wilde,35.0,World Wrestling Entertainment,NXT,"Singles Wrestler,Tag Team Wrestler","Los Angeles, California, USA",male,67.0,169.0,https://iamdjz.com/;https://twitter.com/joaquinwilde_;https://www.instagram.com/iamdjz/;https://www.youtube.com/channel/UCqZyCHBW6nMthPziBfl0L8w,"Joaquin Wilde,Michael Montecarlo,Shiima Xion,Zema Ion,DJ Z","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",21.08.2004,17.0,High Flyer,"El Matador,Filipino Flex Factory,The Future Of Fashion,The Virgin Slayer","From Lust To Dust,630 Splash,450 Spash,Filipino Destroyer,Bible Black","Shirley Doe, Super Hentai, Rey Cuervo & Gran Apache",,,,True
10154,Cruz Del Toro,7.16,Cruz Del Toro,31.0,World Wrestling Entertainment,NXT,"Singles Wrestler,Tag Team Wrestler","Cordoba, Veracruz, Mexiko",male,67.0,176.0,https://twitter.com/raulmendozawwe,"Jinzo,Ronnie Mendoza,Raul Mendoza,Cruz Del Toro,Tribal","Singles Wrestler,Tag Team Wrestler",16.09.2006,15.0,Techniker,,"Jarocho 4:50,UAM Terminator","Angel del Futuro, Black Tiger, El Mexicano, Gran Apache & Simba I",,,,True
23930,Odyssey Jones,,Odyssey Jones,28.0,World Wrestling Entertainment,NXT,"Singles Wrestler,WWE Development Wrestler","Coram, New York, USA",male,77.0,405.0,https://twitter.com/oshow94,"Odyssey Jones,Omari Palmer","Singles Wrestler,WWE Development Wrestler",07.11.2019,2.0,Powerhouse,,,WWE Performance Center,Football,,,True
4409,LA Knight,7.65,LA Knight,39.0,World Wrestling Entertainment,NXT,Singles Wrestler,"Hagerstown, Maryland, USA",male,74.0,229.0,https://twitter.com/LAKnightWWE;https://www.instagram.com/laknightwwe,"Deuce,Dick Rick,Dick Rick Leykis,El Hijo de Trump,Eli Drake,LA Knight,Number Two,Shaun Ricker,John Ricker,Slate Randall","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",15.02.2002,20.0,Techniker,"The Greatest Orator In Professional Wrestling,The Natural Selection",Bottom Rung,Cody Hawk,,,,True
18260,Raquel Rodriguez,5.99,Raquel Rodriguez,31.0,World Wrestling Entertainment,SmackDown,Singles Wrestler,"La Feria, Texas, USA",female,72.0,176.0,https://www.facebook.com/ReinaGonzalezWWE;https://twitter.com/RaquelWWE;https://www.instagram.com/RaquelWWE/,"Raquel Rodriguez,Raquel Gonzalez,Reina Gonzalez,Victoria Gonzalez","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",09.2014,7.0,Powerhouse,,"Big Boot,One-Handed Powerbomb,Tequila Shot (Fireman's Cutter)","Ben Galvan, Richard Aleman, George de la Isla, Rudy Boy Gonzales & WWE Performance Center (Sara Amato)",Basketball,,,True
13680,King Kota,8.5,King Kota,34.0,Freelancer,,Singles Wrestler,"Auckland, New Zealand",female,65.0,128.0,https://twitter.com/DakotaKai_WWE;https://www.facebook.com/TEAMKICK;https://www.instagram.com/imkingkota,"Dakota Kai,King Kota,Evie","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",15.12.2007,14.0,Allrounder,,"Kick-Combination,TTYL (Go To Sleep),Yakuza Kick",WWE Performance Center (Sara Amato),,,,True
21211,Xyon Quinn,,Xyon Quinn,32.0,World Wrestling Entertainment,NXT,"Singles Wrestler,WWE Development Wrestler","Brisbane, Queensland, Australia",male,74.0,246.0,http://danielvidot.com/;https://www.facebook.com/danielsean.vidot;https://twitter.com/danielvidot;https://www.instagram.com/danielvidot/,"Daniel Vidot,Ghost Vin Quade,Xyon Quinn","Singles Wrestler,WWE Development Wrestler",29.11.2018,3.0,,,,WWE Performance Center (Johnny Moss) & Kassius Ohno,Rugby,,,True
19310,Grayson Waller,6.48,Grayson Waller,32.0,World Wrestling Entertainment,NXT,"Singles Wrestler,WWE Development Wrestler","Sydney, New South Wales, Australia",male,75.0,205.0,https://twitter.com/GraysonWWE;https://www.facebook.com/MattyWahlberg21;https://www.instagram.com/graysonwallerwwe,"Grayson Waller,Matty Wahlberg","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2017,5.0,Allrounder,21st Century Success Story,Sit-Out Fireman's Launching Slam,Robbie Eagles & Madison Eagles,,,,True
18685,Jake Atlas,6.88,Jake Atlas,27.0,All Elite Wrestling,,Singles Wrestler,"El Monte, California, USA",male,70.0,200.0,https://twitter.com/JakeAtlasReal;https://www.facebook.com/iamjakeatlas,Jake Atlas,"Singles Wrestler,WWE Development Wrestler",06.08.2016,5.0,Techniker,,LGBT DDT,Santino Bros Wrestling Academy,"Cheerleading,Turnen",,,False
21800,Tehuti Miles,6.4,Tehuti Miles,,Freelancer,,"Singles Wrestler,Tag Team Wrestler","Hammonton, New Jersey, USA",male,70.0,209.0,https://twitter.com/tehutimiles;https://www.facebook.com/tehuti.miles;https://www.instagram.com/tehutimiles,"Ashante Adonis,Elijah King,Tehuti Miles","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",2018,4.0,,Thee,,WWE Performance Center,Football,,,True
19722,Katana Chance,7.18,Katana Chance,32.0,World Wrestling Entertainment,NXT,"Singles Wrestler,Tag Team Wrestler","Glen Ridge, New Jersey, USA",female,60.0,95.0,https://www.facebook.com/KacyCatanzaroAthlete;https://twitter.com/KacyCatanzaro;https://www.instagram.com/KacyCatanzaro;https://www.youtube.com/user/KacyCatanzaro,"Kacy Catanzaro,Katana Chance","Singles Wrestler,Tag Team Wrestler,WWE Development Wrestler",19.04.2018,4.0,Allrounder,Mighty,,WWE Performance Center (Sara Amato),Turnen,,,True
