id,name,rating,current_gimmick,age,promotion,brand,active_roles,birthplace,gender,height,weight,www,alter_egos,roles,debut,experience,wrestling_style,nicknames,signature_moves,trainer,background,career_end,day_of_death,active
10252,Man Mountain Mike,,,,,,,"Columbia, New Hampshire, USA",male,77.0,605.0,,Man Mountain Mike,"Singles Wrestler,Tag Team Wrestler",1967,21.0,Brawler,,,The Great Bolo,,,30.04.1988,False
23715,Jack Veneno,,,,,,,"San Jose de Ocoa, Dominikanische Republik",male,69.0,209.0,,Jack Veneno,"Singles Wrestler,Tag Team Wrestler",1969,30.0,,,"Sleeper Hold,La Polemica,Piledriver",,,1999,06.04.2021,False
698,Kevin Sullivan,4.85,Kevin Sullivan,72.0,Freelancer,,"Singles Wrestler,Tag Team Wrestler,Road Agent,Booker,Manager","Boston, Massachusetts, USA",male,68.0,240.0,,"Johnny West,Kevin Caldwell,Kevin Sullivan,Korean Assassin,Lucifer,Taskmaster,Wizard","Singles Wrestler,Tag Team Wrestler,Road Agent,Booker,Manager",10.1970,51.0,Brawler,"The Gamesmaster,The Taskmaster","Devil Stomp,Tree Of Woe",Ron Hill,Ringen,,,False
14590,Brown Panther,,,,,,,"Philadelphia, Pennsylvania, USA",male,54.0,,,"Bobo Johnson,Little Bobo,Brown Panther,Panther Brown,Black Panther,Haile Selassie","Singles Wrestler,Tag Team Wrestler",,,,,,,,,,False
7629,Gene Dundee,,,,,,,"Boston, Massachusetts, USA",male,71.0,264.0,,"Flash Monroe,Gene Dundee,Gene Sannizzaro,Luis Firpo,Red Devil",Singles Wrestler,,,,,,Bull Montana,,,27.11.1994,False
1392,Bill Miller,,,,,,,"Fremont, Ohio, USA",male,78.0,290.0,,"Bill Miller,Big Bill Miller,Dr. Bill Miller,Crimson Knight,Dr. X,Mr. M","Singles Wrestler,Tag Team Wrestler",04.1951,25.0,,,"Backbreaker,Bearhug",,,1976,24.03.1997,False
3192,Skandor Akbar,7.71,,,,,,"Wichita Falls, Texas, USA",male,69.0,231.0,,"Jim Wehba,Jimmy Wehba,Skandar Wehba,Wildman Wehba,Skandor Akbar,Scandor Akbar,Emir Akbar,Wildman Wimberly","Singles Wrestler,Tag Team Wrestler,Booker,Manager,Trainer",1963,18.0,,"Texas,The General",Camel Clutch,Lou Thesz & Jimmy Young,,1981,20.08.2010,False
10230,Ernie Lassiter,,,,,,,USA,male,70.0,227.0,,Ernie Lassiter,Singles Wrestler,,,Techniker,,Dropkick,,,,,False
4416,Pat Barrett,,,,,,,"Dublin, Republic of Ireland",male,72.0,231.0,,"Pat Barratt,Pat Barrett,Bonecrusher Barrett,Ivor Barrett,Ivor Barratt,Paddy Barrett","Singles Wrestler,Trainer",1960,33.0,,Irish,"Irish Cannonball,Killarney Kiss",,,1993,28.11.2021,False
10986,Paula Kaye,,,,,,,"Oklahoma City, Oklahoma, USA",female,67.0,139.0,,"Paula Kaye,Paula Kay",Singles Wrestler,1969,15.0,,The Oklahoma Cowgirl,"Flying Elbow,Bow &amp; Arrow",Fabulous Moolah,,1984,,False
4095,Gino Brito,,,,,,,"Montreal, Quebec, Canada",male,70.0,244.0,,"Gino Brito,Gino Calza,Louis Cerdan","Singles Wrestler,Tag Team Wrestler,Promoter",1961,24.0,Allrounder,,Figure-Four Leglock,George Cannon & Jack Britton,,27.05.1985,,False
6991,Gilles Poisson,,,,,,,"Lac St. Jean, Quebec, Canada",male,74.0,284.0,,"Alex The Butcher,Buster Matthews,Canadian,Gilles Poisson,Pierre Poisson,Louis Cyr,Pierre le Grand,Pierre LeGrand",Singles Wrestler,1970,17.0,,Fish,"Bearhug,Suplex",,,1987,,False
2478,Bugsy McGraw,5.33,,,,,,"Florida, USA",male,75.0,279.0,,"Beautiful Brutus,Mighty Brutus,Big O,Brute,Bugsy McGraw,Buggsy McGraw,Green Machine,Skull",Singles Wrestler,1967,24.0,Brawler,,Splash,,,1991,,False
3366,Chris Taylor ,,,,,,,"Dowagiac, Michigan, USA",male,77.0,436.0,,Chris Taylor,Singles Wrestler,08.12.1973,4.0,Techniker,,"Bearhug,Suplex,Body Press",Billy Robinson & Verne Gagne,Ringen,1977,30.06.1979,False
5307,Donn Lewin,,,,,,,"Buffalo, New York, USA",male,72.0,229.0,,"Donn Lewin,Executioner",Singles Wrestler,1951,59.0,,,Sleeperhold,Jim Henry,,,18.12.2010,False
10138,Francisco Flores,,,,,,,Mexiko,male,70.0,163.0,,"Angel Mexicano,Mexican Angel,Avenger,Black Angel I,Blue Scorpion,El Torro,Francisco Flores,Golden Falcon,Gunga Dhin,Yaki Joe","Singles Wrestler,Tag Team Wrestler",,,,"El Toro,The Avenger,The Mexican Angel",,,,,,False
3509,Frank Monte,,,,,,,"Seattle, Washington, USA",male,,238.0,,"Bruce Kirk,Cowboy Kirk,Dr. X,Frank Monte",Singles Wrestler,,,Techniker,Fabulous,,,,,11.2019,False
3273,Stanley Littlejohn,,,,,,,"Spartanburg, South Carolina, USA",male,57.0,128.0,,"Little Coco,Little Mr. T,Stanley Littlejohn",Singles Wrestler,1974,19.0,,,,Lord Littlebrook,Ringen,,16.05.1993,False
9552,Jamaica Kid,,,,,,,Jamaica,male,53.0,92.0,,Jamaica Kid,Singles Wrestler,,,,,,,,,,False
491,Blackjack Lanza,7.28,,,,,,"Minneapolis, Minnesota, USA",male,77.0,253.0,,"Blackjack Lanza,Cowboy Jack Lanza,Jack Lanza,Joe Lanza","Singles Wrestler,Tag Team Wrestler,Road Agent",1961,24.0,Brawler,"Cowboy,The World's Meanest Wrestler","Clawhold,Piledriver",Verne Gagne,,1985,08.12.2021,False
21303,Al Williams,,,,,,,"Chicago, Illinois, USA",male,,,,"Al Williams,Whitey Williams",Singles Wrestler,1933,43.0,,Sailor,,,,1976,,False
4336,Billy Robinson,9.57,,,,,,"Manchester, England, UK",male,74.0,242.0,,"Billy Robinson,Bill Robinson","Singles Wrestler,Tag Team Wrestler,Trainer",1959,26.0,Techniker,"Brit,British Lion,Emperor of Europe,,Human Windmill","Double Arm Suplex,Piledriver, Backdrop Backbreaker,European Uppercut,Knee Drop,Running Elbow Smash,Abdominal Stretch",Billy Riley & Billy Joyce,"Ringen,Boxen",1985,03.03.2014,False
6126,Hercules Ayala,6.33,,,,,,"Puerto Rico, USA",male,73.0,266.0,,"Hercules Ayala,Crusher Ayala,Ruben Ayala,Wild Bull Ayala,Hercules Cortez",Singles Wrestler,1970,50.0,,,,,,,23.01.2020,False
6804,Ricky Sexton,,,,,,,"Milford, Massachusetts, USA",male,,,http://www.facebook.com/profile.php?id=100005063689296,Ricky Sexton,"Singles Wrestler,Trainer",,,,,,,,,,False
2209,Dean Ho,,,,,,,"Honolulu, Hawaii, USA",male,72.0,264.0,,"Dean Higuchi,Dean Ho,Dean Kalani","Singles Wrestler,Tag Team Wrestler",03.1962,21.0,"Techniker,Powerhouse",,"Full Nelson,Karate Chop",The Destroyer,"Bodybuilding,Football",1983,20.02.2021,False
15461,Dottie Downs,,,,,,,"Louisville, Kentucky, USA",female,,,,"Dottie Downs,Dotti Downs,Dorothy Downs",Singles Wrestler,,,,,,,,,08.01.2015,False
11837,Bill White,,,,,,,"Philadelphia, Pennsylvania, USA",male,72.0,257.0,,"Bill White,Blue Demon,Destroyer,Red Devil #2,Scorpion","Singles Wrestler,Tag Team Wrestler",1964,23.0,Techniker,Wild,,,"Ringen,Football,Baseball",1987,07.09.2021,False
6772,Wolfman,,,,,,,Ungarn,male,74.0,251.0,,"Willie Farkas,Bill Farkas,Wolfman,Hungarian Wolfman",Singles Wrestler,,,,,,Steve Dugalin,Fußball,,10.01.2016,False
4287,Butcher Brannigan,,,,,,,"Cream Ridge, New Jersey, USA",male,75.0,290.0,,"Butcher Brannigan,Crusher Brannigan,Joe Brannigan,Joe Nova,Butcher Nova",Singles Wrestler,1970,39.0,Brawler,"Big,Butcher,Killer",,,,,07.09.2009,False
2999,Ron Matteucci,,,,,,,USA,male,,,,Ron Matteucci,Singles Wrestler,,,Powerhouse,,,Geeto,Football,,14.06.2004,False
2418,Frank Valois,,,,,,,"Montreal, Quebec, Canada",male,74.0,233.0,,"Frank Valois,Francois Valois,Masked Marvel","Singles Wrestler,Promoter,Manager",1940,38.0,Allrounder,,"Atomic Drop,Boston Crab",Eugene Trembley,"Basketball,Ringen ",1978,31.12.1998,False
2934,Chief Black Eagle,,,,,,,USA,male,,,,"Chief Black Eagle,Luis Torres",Singles Wrestler,,,,,,,,1983,06.04.2005,False
10164,Tomas Marin,,,,,,,"Juncos, Puerto Rico, USA",male,,229.0,,"Eugenio Marin,Tomas Marin","Singles Wrestler,Tag Team Wrestler,Referee",1959,17.0,Techniker,El Martillo,,Murcielago Velazquez & Medico Asesino,,1976,,False
12733,Ann Casey,,,,,,,"Saraland, Alabama, USA",female,68.0,134.0,https://www.facebook.com/ann.l.casey,"Ann Casey,Panther Girl",Singles Wrestler,29.09.1962,30.0,,,"Airplane Spin,Dropkick",The Fabulous Moolah,,1992,01.03.2021,False
2915,SnowCal Chloe,,SnowCal Chloe,48.0,Freelancer,,"Singles Wrestler,Valet","Dallas, Texas, USA",female,61.0,130.0,https://www.facebook.com/wrestlejennifer;https://twitter.com/realjenthomas;https://www.instagram.com/wrestlejenniferthomas,"Jennifer,Jennifer Mae,Jenny Mae,Daisy Mae,Jennifer Thomas,Kharma,SnowCal Chloe","Singles Wrestler,Valet",2003,19.0,Techniker,,Implant DDT,UPW Wrestling School & Navajo Warrior,Bodybuilding,,,False
8644,Mike Pappas,,,,,,,Griechenland,male,68.0,224.0,,Mike Pappas,Singles Wrestler,1966,12.0,"Techniker,High Flyer","Mighty Mite,The Flying Greek","Dropkick,Headscissor",,,1978,,False
20031,Bull Johnson,,,,,,,"Toronto, Ontario, Canada",male,71.0,262.0,,"Bull Gregory,Bull Johnson,Ron Johnson,Ivan Kosloff",Singles Wrestler,,,Powerhouse,Bull,Elbow Drop,,,,,False
3363,Eric The Red,,,,,,,"Odense, Dänemark",male,75.0,326.0,,"Eric The Red,Eric The Animal,Eric Hansen,Viking Hansen,Ike Hansen",Singles Wrestler,,,Brawler,,,,,16.11.1978,16.11.1978,False
6805,Frank Hickey,,,,,,,"San Francisco, California, USA",male,,,,"Bozo Brown,Bozo Miller,El Diablo,Frank Brown,Frank Hickey,Night Terror",Singles Wrestler,,,,Spaceman,,,,,08.12.1993,False
12201,Louie Tillet,,,,,,,Frankreich,male,69.0,,,"Joe Gordon,Joey Fargo,Joe Fargo,Louie Tillet,Masked Gladiator","Singles Wrestler,Tag Team Wrestler,Booker",,,,"Flash,King,The Flying Chef",Neckbreaker,,,,,False
3147,Eddie Sullivan,,,,,,,"Buckeye, Arizona, USA",male,70.0,238.0,,"Eddie Sullivan,Ed Sullivan,Mighty Yankee #1,Wrestling Pro #2",Singles Wrestler,,,,Arizona Wildcat,"Boston Crab,Oklahoma Stampede",Mike DiBiase & Tona Tomah,,,24.11.2000,False
839,Bob Armstrong,5.59,,,,,,"Marietta, Georgia, USA",male,71.0,227.0,,"Bob Armstrong,Bullet,Georgia Jaw Cracker,Georgia Jaw Jacker,Jim Durango,Super A","Singles Wrestler,Booker,Promoter,Trainer,On-Air Official",1962,58.0,Brawler,The Bullet,Georgia Jawbreaker,,,,27.08.2020,False
5245,Ron Fuller,,,,,,,"Knoxville, Tennessee, USA",male,83.0,260.0,https://twitter.com/ronfullerwelch;https://tnstud.com;https://www.facebook.com/RonFullerTNStud,"Challenger,Mercenary,Ron Fuller,Ron Welch,Tennessee Stud","Singles Wrestler,Promoter",,,Powerhouse,,Fuller Lock,,Basketball,1988,,False
810,Freddie Blassie,8.99,,,,,,"St. Louis, Missouri, USA",male,70.0,220.0,,"Freddie Blassie,Fred Blassie,Fred McDaniel","Singles Wrestler,Tag Team Wrestler,Manager",1935,51.0,Allrounder,"Ayatollah,Classy,The Hollywood Fashion Plate,The King Of Men,Vampire","Nerve Pinch,Southern Neckbreaker,Stomach Claw","Bill Longson, Everett Marshall & Warren Bockwinkel",Boxen,1986,02.06.2003,False
272,Giant Baba,8.51,,,,,,"Niigata, Japan",male,82.0,297.0,,"Giant Baba,Ishope Baba,Shohei Baba","Singles Wrestler,Tag Team Wrestler,Booker,Promoter,Color Commentator,Trainer",30.09.1960,38.0,Allrounder,Touyou no Kyojin,"Running Neckbreaker Drop,Coconut Crush,16-bun Kick,Giant Buster","Rikidozan, Fred Atkins & Great Togo",Baseball,05.12.1998,31.01.1999,False
10165,Mike Conrad,,,,,,,"New York City, New York, USA",male,72.0,231.0,,"Brooklyn Kid,Mike Conrad","Singles Wrestler,Tag Team Wrestler",1970,4.0,Techniker,"Downtown Rowdy,The Wild Man",,,,1974,,False
499,Don Leo Jonathan,8.75,,,,,,"Hurricane, Utah, USA",male,77.0,319.0,,"Don Leo Jonathan,El Diablo,El Loco,Mighty Loco",Singles Wrestler,1949,31.0,"Techniker,Powerhouse",The Mormon Giant,Spinning Full Nelson,Brother Jonathan,Football,1980,13.10.2018,False
6075,Debbie Johnson,,,,,,,"Fairdale, Kentucky, USA",female,67.0,,https://www.facebook.com/profile.php?id=100007188678911,Debbie Johnson,Singles Wrestler,,,Techniker,,,The Fabulous Moolah,,,,False
7114,Dean Ross ,,,,,,,"Chicago, Illinois, USA",male,,,,"Captain America,Dean Ross",Singles Wrestler,,,,,,,,,24.09.2007,False
593,Jumbo Tsuruta,9.65,,,,,,"Yamanashi, Japan",male,76.0,279.0,http://www.jumbo-t.com,"Jumbo Tsuruta,Mr. Tsuruta,Tommi Tsuruta,Tommy Tsuruta,Tomomi Tsuruta","Singles Wrestler,Tag Team Wrestler,Trainer",24.03.1973,25.0,"Techniker,Powerhouse",,"Backdrop Driver,Swinging Neckbreaker,Jumbo Lariat,Jumping Knee,Double Chop","Giant Baba, Terry Funk, Dory Funk Jr. & Lou Thesz","Ringen,Basketball",11.09.1998,13.05.2000,False
1132,Larry Hennig,6.5,,,,,,"Minneapolis, Minnesota, USA",male,75.0,275.0,,Larry Hennig,"Singles Wrestler,Tag Team Wrestler,Promoter",1956,29.0,Allrounder,"Lion of the North Sea,Pretty Boy,The Axe","Elbow Drop,Big Splash,Bear Hug",Verne Gagne & Joe Pazandak,"Ringen,Football,Baseball",1985,06.12.2018,False
11284,Pancho Valdez,,,,,,,USA,male,73.0,240.0,,"Bruno Nassartino,Bruno SamNartino,Pancho Rosario,Tony Rosario,Gypsy Joe Rosario,Gypsy Joe,Pancho Valdez,Joe Valdez,Zanzibar Firpo","Singles Wrestler,Tag Team Wrestler",,,,,,,,,,False
3583,Chuck Richards,,,,,,,"New York, USA",male,71.0,246.0,,Chuck Richards,Singles Wrestler,1965,10.0,,"Atlas,Popeye",,,Football,1975,21.07.1995,False
15368,Maria Garcia,,,,,,,"Wimberley, Texas, USA",female,63.0,,,Maria Garcia,Singles Wrestler,06.12.1962,45.0,,The Mexican Spitfire,,Fabulous Moolah,,,29.10.2008,False
6073,Lorenzo Parente,,,,,,,Italien,male,71.0,229.0,,"Blue Avenger,Lorenzo Parente,Pancho Parente,Mephisto,Pancho Lopez,Larry Lopez,Spoiler #1,Tony Lorenzo","Singles Wrestler,Tag Team Wrestler",1958,17.0,,,,,,1975,15.03.2014,False
8217,Pedro Valdez,,,,,,,"Tlaxcala, Mexiko",male,71.0,187.0,,"Avenger #3,Billy White Colombo,Cisco Kid,Pedro Valdez,Cisco Valdez,Suni War Cloud",Singles Wrestler,26.03.1961,53.0,Techniker,Stone Hand,,Professor Avendano,,,30.12.2014,False
15583,Tom Thumb,,,,,,,"London, England, UK",male,46.0,106.0,,Tom Thumb,Singles Wrestler,,,,"Major,The Hercules Of The Midget Wrestlers",,,Schwimmen,1981,10.1981,False
10117,Blackjack Slade,,,,,,,"Reno, Nevada, USA",male,75.0,273.0,,"Blackjack Slade,Jack Slade",Singles Wrestler,1964,18.0,,"Bandit of Nevada,Soldier",Guilloutine Legdrop,,,1982,,False
10302,Ben Ortiz,,,,,,,"Puerto Rico, USA",male,,224.0,,Ben Ortiz,"Singles Wrestler,Tag Team Wrestler",,,Allrounder,,,,,,,False
3367,Moondog Mayne,,,,,,,"Fairfax, California, USA",male,71.0,271.0,,"Moondog Mayne,Lonnie Mayne,Mad Dog Mayne","Singles Wrestler,Tag Team Wrestler",1965,13.0,Brawler,Moondog,,Jules Strongbow & Ken Mayne,Football,13.08.1978,13.08.1978,False
15355,Lily Thomas,,,,,,,"Memphis, Tennessee, USA",female,,,,"Lily Thomas,Lilly Thomas",Singles Wrestler,,,Techniker,,,,,,23.02.2019,False
15245,Fran Gravette,,,,,,,"Calgary, Alberta, Canada",female,,,,"Fran Gravette,Tippy Wells",Singles Wrestler,,,,,,,,,16.02.2016,False
13841,Don Curtis,,,,,,,"Buffalo, New York, USA",male,73.0,264.0,,"Don Beitelman,Don Curtis,Don Lutz","Singles Wrestler,Tag Team Wrestler",1951,31.0,Techniker,"Lightning Man,The Buffalo Bomber",Sleeperhold,Lou Thesz,Ringen,1982,06.03.2008,False
5024,Buddy Wolff,,,,,,,"Blue Earth, Minnesota, USA",male,73.0,260.0,,"Blue Demon,Buddy Wolff,Buddy Wolfe,Les Wolff,Les Wolfe,Spoiler #2","Singles Wrestler,Tag Team Wrestler",1968,20.0,,"Beautiful,Hackensack Hammer",Swinging Neckbreaker,Verne Gagne,"Ringen,Football",1988,11.07.2017,False
17637,Farmer Jones,,,,,,,"Waxahachie, Texas, USA",male,,200.0,,"Farmer Jones,Paul Murdoch,Paul Murdock",Singles Wrestler,,,,Whisker,,,,,10.12.1975,False
4210,Sonny King,,,,,,,"North Carolina, USA",male,73.0,231.0,,Sonny King,"Singles Wrestler,Tag Team Wrestler,Manager",,,,,Headbutt,Jack Britton & Lou Klein,Boxen,1985,,False
3446,Paul LeDuc,,,,,,,"Montreal, Quebec, Canada",male,70.0,196.0,https://twitter.com/PaulLeduc3;https://www.facebook.com/paul.leduc1,Paul LeDuc,"Singles Wrestler,Promoter,Play-by-Play Commentator",,,Brawler,,,Stu Hart,,1978,,False
1302,Curtis Iaukea,4.14,,,,,,"Honolulu, Hawaii, USA",male,75.0,350.0,,"Chairman Of The Board,Curtis Iaukea,King Curtis,King Iaukea,King Curtis Iaukea,Prince Curtis Iaukea,Prince Iaukea,Master,Prince Kuhio,Wizard","Singles Wrestler,Manager",1955,25.0,,,Big Splash,,,1980,04.12.2010,False
1325,Edouard Carpentier,9.5,,,,,,"Roanne, Loire, Frankreich",male,70.0,229.0,,"Eddy Wiechoski,Eddy Wiecz,Edouard Carpentier","Singles Wrestler,Color Commentator,Trainer",,,Techniker,The Flying Frenchman,Senton Bomb,,,1985,30.10.2010,False
3129,Bobby Shane,,,,,,,"St. Louis, Missouri, USA",male,69.0,224.0,,"Bobby Shane,Bobby Schoen,Challenger","Singles Wrestler,Tag Team Wrestler,Booker",1963,12.0,Techniker,Wonderboy,Rolling Reverse Cradle,Bill Longson & Bobby Bruns,Ringen,20.02.1975,20.02.1975,False
1395,Dory Funk Sr.,7.8,,,,,,"Hammond, Indiana, USA",male,72.0,249.0,,"Dory Dean,Dory Deane,Dory Dillard,Dory Funk Sr.,Dory Funk,Outlaw","Singles Wrestler,Tag Team Wrestler,Promoter,Trainer",16.06.1943,29.0,Allrounder,Texas Bronco,Spinning Toe Hold,,Ringen,03.06.1973,03.06.1973,False
1242,Eddie Graham,8.57,,,,,,"Beach Park, Florida, USA",male,70.0,242.0,,"Eddie Gossett,Eddie Graham,Rip Rogers","Singles Wrestler,Tag Team Wrestler,Booker,Promoter,Trainer",1947,33.0,Techniker,Golden,Atomic Kneedrop,Cowboy Luttrall,Ringen,1980,21.01.1985,False
4807,Pork Chop Cash,,,,,,,"Washington, District Of Columbia, USA",male,72.0,238.0,,"Al Nelson,Bobby Cash,Pork Chop Cash,Pork Chop Choice,Pork Chop Womack","Singles Wrestler,Tag Team Wrestler",1968,54.0,,,Headbutt,,,,,False
647,Mr. Wrestling,6.08,,,,,,"Utica, New York, USA",male,72.0,231.0,,"Mr. Wrestling,Mr. Wrestling I,Tim Woods",Singles Wrestler,1962,22.0,Techniker,,,,Ringen,1984,30.11.2002,False
18478,Chico Torres,,Chico Torres,63.0,Freelancer,,Singles Wrestler,"Fort Worth, Texas, USA",male,72.0,224.0,https://www.facebook.com/profile.php?id=100009438537697,Chico Torres,Singles Wrestler,,,,,,,,,,False
13742,Mike Loren,,,,,,,"Cincinnati, Ohio, USA",male,73.0,246.0,,"Mike Loren,Mr. X,Porky The Pig",Singles Wrestler,,,Brawler,,Elbow Drop,The Sheik,Boxen,,,False
943,Sheik,8.15,,,,,,"Lansing, Michigan, USA",male,71.0,242.0,,"Great Hussein,Sheik,Original Sheik,Sheik Of Araby","Singles Wrestler,Promoter,Trainer",1949,46.0,"Brawler,Hardcore","King Of Detroit,The Arabian Madman","Sheik's Choke,Camel Clutch,Arabian Backbreaker",,Football,05.05.1995,18.01.2003,False
4862,Angelo Savoldi,,,,,,,"Castrocielo, Italien",male,75.0,200.0,,Angelo Savoldi,"Singles Wrestler,Road Agent,Booker",1937,35.0,Techniker,,,,,1972,20.09.2013,False
9845,Frenchy Lamont,,,,,,,"Sudbury, Ontario, Canada",male,54.0,110.0,,"Frenchy Lamont,Frenchy Lamonte,Little Evil,Little Hawk,Rollie The Hawk,Marcel Semard,Frenchy Semard,Rolly The Rocket",Singles Wrestler,1961,61.0,,,,Lord Littlebrook,,,,False
9947,Vigilante    ,,Vigilante,,Freelancer,,"Singles Wrestler,Tag Team Wrestler","Montreal, Quebec, Canada",male,70.0,200.0,,"Marvelous Jeff,Jeff Racette,Jeff Johnson,Vigilante","Singles Wrestler,Tag Team Wrestler",,,,,Olympic Slam,,,,,False
10036,Tony Nero,,,,,,,USA,male,,,,"Black Demon,Black Monster,Masked Man,Prince Nero,Tony Aurelio,Tony Nero","Singles Wrestler,Tag Team Wrestler",,,Brawler,Prince,,,,,06.03.2010,False
4120,Smasher Sloan,,,,,,,"Butte, Montana, USA",male,74.0,275.0,,"Beast,Smasher Sloan,Spoiler #2",Singles Wrestler,1965,36.0,Allrounder,,,,,,01.2001,False
2308,Paul Jones,6.08,,,,,,"Port Arthur, Texas, USA",male,72.0,240.0,,"Al Fredericks,Mr. Florida,Paul Jones,Paul Marvin Jones","Singles Wrestler,Tag Team Wrestler,Manager",1961,30.0,Techniker,Number One,Karate Thrust,,,1991,18.04.2018,False
7786,Pampero Firpo,,,,,,,"Buenos Aires, Argentinien",male,70.0,231.0,,"Great Pampero,Ivan The Terrible,Missing Link,Pampero Firpo",Singles Wrestler,1953,33.0,Brawler,"Monster,The Wild Bull Of The Pampas","El Garfio (Clawhold),Bearhug",Randy Dusek,,17.10.1986,09.01.2020,False
21432,Tony Kontellis,,,,,,,"Lesbos, Griechenland",male,69.0,,,Tony Kontellis,"Singles Wrestler,Trainer",1957,65.0,,,,Lou Newman,,,,False
4484,Nikita Mulkovitch,,,,,,,Ukraine,male,,,,"Alex Mulko,Nikita Kalmikoff,Nikita Mulkovitch,Sasha Krauser,Sascha The Great","Singles Wrestler,Tag Team Wrestler",,,Brawler,,,,,,,False
6773,Bobby Harmon,,,,,,,"Cincinnati, Ohio, USA",male,,,,"Bobby Harmon,Bob Harmon,Beautiful Bobby,Spoiler","Singles Wrestler,Promoter",,,,Beautiful,Bobby Lock,,,,,False
1449,Bob Roop,,,,,,,"Blacksburg, Virginia, USA",male,74.0,242.0,https://www.facebook.com/broop1,"Bob Roop,Gladiator,Maha Singh,Maya Singh","Singles Wrestler,Tag Team Wrestler,Booker,Trainer",1969,18.0,Techniker,All-American,"Shoulderbreaker,Schmidt Backbreaker,Double Wristlock",Eddie Graham,"Ringen,Football",1987,,False
953,Al Costello,,,,,,,"Lingua Salina, Italien",male,69.0,238.0,,Al Costello,"Singles Wrestler,Tag Team Wrestler,Manager",1938,51.0,Techniker,Kangaroo,"Boomerang,Chinese Rack,Romero Special",Basha Bonas,,12.1989,22.01.2000,False
13692,Hank James,,,,,,,"Benton Harbor, Michigan, USA",male,75.0,271.0,,Hank James,Singles Wrestler,1962,15.0,,"Big Money,Hoodoo,Hurricane",Headbutt,,,1977,,False
15141,Sandy Parker,,,,,,,"Vancouver, British Columbia, Canada",female,61.0,,,Sandy Parker,Singles Wrestler,1969,17.0,,,,"Lou Klein, Mary Jane Mull, Lucille Dupree & Fabulous Moolah",,1986,,False
8125,Juan Sebastian,,,,,,,Spanien,male,70.0,229.0,,"Dos Medico,El Gaucho,Gaucho #1,Igor,Juan Hernandez,Juan Onaindia,Juan Sebastian,Rugged Russian,Rugged Russian A,Masked Russian","Singles Wrestler,Tag Team Wrestler,Trainer",,,,,"Hammerlock,Kneelift,Cradle",,,,26.06.1990,False
10131,Pedro Godoy,,,,,,,Chile,male,71.0,229.0,,"Doc Zocko,El Medico,Uno Medico,Medic #2,El Toro,Ivan,Masked Terror,Golden Terror,Pedro Godoy,Red Shadow,Red Menace,Red Raider,Rugged Russian B,Rugged Russian","Singles Wrestler,Tag Team Wrestler",,,,,,,,11.11.1981,11.11.1981,False
18386,Ben Justice,,,,,,,"Washington, District Of Columbia, USA",male,,,,"Ben Justice,Jerry Mai,Jerry Mayburg",Singles Wrestler,,,Techniker,,Sleeperhold,Whipper Watson,,,,False
15292,Hurricane Rivera,,,,,,,"Ponce, Puerto Rico, USA",male,,,,"Crusher Rivas,El Invader,Hurricane Rivera,Jose Rivera,Juan Rivas,Masked Strangler",Singles Wrestler,,,Techniker,,,,,,,False
946,Karl Gotch,9.49,,,,,,"Antwerpen, Antwerpen, Belgien",male,72.0,242.0,,"Karel Istaz,Karl Gotch,Karl Krauser,Pierre LeMarin,Pierre Lemarine","Singles Wrestler,Tag Team Wrestler,Trainer",10.1950,24.0,Techniker,The God Of Pro Wrestling,"Atomic Suplex,German Suplex,Gotch Piledriver (Cradle Piledriver),Gotch Special,Cross-Armbar,Bow and Arrow Backbreaker",Billy Riley & Billy Joyce,Ringen,1974,28.07.2007,False
10887,Moose Morowski,,,,,,,"Winnipeg, Manitoba, Canada",male,77.0,282.0,,"Black Avenger,Avenger,Dr. Death,Mike Monroe,Mike Murlaski,Mike Murlowski,Mike Pulaski,Moose Morowski,Stan Morowski,Stan Mykietowich,Stan The Moose","Singles Wrestler,Tag Team Wrestler",09.1954,34.0,Allrounder,The Moose,Piledriver,,Ringen,1988,11.09.2016,False
18077,Sonny Boy Cassidy,,,,,,,"Providence, Rhode Island, USA",male,49.0,,,Sonny Boy Cassidy,Singles Wrestler,,,,,,,Eishockey,,17.09.1990,False
10759,Mike Monroe,,Mike Monroe,,Freelancer,,Singles Wrestler,"Dania, Florida, USA",male,73.0,246.0,https://twitter.com/BigMikeTECH,Mike Monroe,Singles Wrestler,,,,Big,"Cutthroat Northern Light Bomb,Cross Crab",Rusty Brooks,,,,False
109,Geeto,,,,,,,"Springhill, Nova Scotia, Canada",male,73.0,253.0,,"Black Jack Daniels,Geeto,Mongol,Mongol #1,Geeto Mongol,Mr. Robust,Newt Tattrie,Newton Tattrie,Pete Mingo,Skunkman,Tony Newberry","Singles Wrestler,Tag Team Wrestler,Promoter,Trainer",1963,20.0,Brawler,Apache,,Dave McKigney,,1983,18.07.2013,False
15579,Ramon Perez,,,,,,,"San Juan, Puerto Rico, USA",male,,,,"Ramon Perez,Ramon Lopez,Pancho Lopez,Raoul Lopez","Singles Wrestler,Tag Team Wrestler",,,Techniker,,,,,,1980,False
10935,Judy Glover,,,,,,,"Oklahoma City, Oklahoma, USA",female,69.0,180.0,,"Jane Sheridan,Judy Glover",Singles Wrestler,1954,46.0,,,Indian Death Lock,Danny Hodge,,,02.2000,False
