date,promotion,event_type,arena,location,event_name,event_id,match_type,match_length,participant_count,title_ids,title_names,title_change,winner_ids,winner_names,winning_team_ids,winning_team_names,loser_ids,loser_names,losing_team_ids,losing_team_names,drawer_ids,drawer_names,drawing_team_ids,drawing_team_names,gender
2022-01-26,All Elite Wrestling,TV-Show,Wolstein Center,"Cleveland, Ohio, USA",AEW Dynamite #121 - Beach Break,330018,AEW TNT Title Unification Ladder,1379.0,2,4578,AEW TNT Title,True,15284,Sammy Guevara,,,3686,Cody Rhodes,,,,,,,male
2022-01-26,All Elite Wrestling,TV-Show,Wolstein Center,"Cleveland, Ohio, USA",AEW Dynamite #121 - Beach Break,330018,Lights Out,1016.0,2,,,False,2813,Orange Cassidy,,,7142,Adam Cole,,,,,,,male
2022-01-26,All Elite Wrestling,TV-Show,Wolstein Center,"Cleveland, Ohio, USA",AEW Dynamite #121 - Beach Break,330018,Two On One Handicap,83.0,3,,,False,16006,Wardlow,,,"21131,13033","Elijah Dean,James Alexander",,,,,,,male
2022-01-26,All Elite Wrestling,TV-Show,Wolstein Center,"Cleveland, Ohio, USA",AEW Rampage #26 - Beach Break Championship Friday,335092,AEW TBS Title,148.0,2,5224,AEW TBS Title,False,23445,Jade Cargill,,,24024,Julia Hart,,,,,,,female
2022-01-26,All Elite Wrestling,TV-Show,Wolstein Center,"Cleveland, Ohio, USA",AEW Rampage #26 - Beach Break Championship Friday,335092,AEW World Tag Team Title,645.0,4,4392,AEW World Tag Team Title,False,"18237,11924","Jungle Boy,Luchasaurus",8746,Jurassic Express,"18653,15417","Isiah Kassidy,Marq Quen",6318,Private Party,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark #127,334785,,133.0,2,,,False,5376,The Bunny,,,22967,Erica Leigh,,,,,,,female
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Rampage #25,330017,AEW TBS Title,525.0,2,5224,AEW TBS Title,False,23445,Jade Cargill,,,22619,Anna Jay,,,,,,,female
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Rampage #25,330017,,615.0,2,,,False,3940,Jon Moxley,,,7216,Ethan Page,,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark Special,336118,,428.0,2,,,False,12277,Powerhouse Hobbs,,,22366,Lee Johnson,,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark Special,336118,,545.0,6,,,False,"20610,19517,1065","Dante Martin,Lee Moriarty,Matt Sydal",,,"18653,15417,4307","Isiah Kassidy,Marq Quen,The Blade",2914,AHFO,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark Special,336118,,111.0,2,,,False,22620,Abadon,,,22372,Gia Scott,,,,,,,female
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark Special,336118,,413.0,2,,,False,9087,Aaron Solo,,,17540,Sonny Kiss,,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Rampage #25,330017,,780.0,2,,,False,2963,Trent Beretta,,,4740,Nick Jackson,,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark #127,334785,,375.0,8,,,False,"14810,19761,20024,23125","Anthony Bowens,Max Caster,Austin Gunn,Colten Gunn","9635,2808","The Acclaimed,The Gunn Club","20186,6215,2397,20399","Alan Angels,Alex Reynolds,Evil Uno,Ten",2663,The Dark Order,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark #127,334785,,43.0,2,,,False,20630,Leyla Hirsch,,,23513,Janai Kai,,,,,,,female
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark #127,334785,,251.0,2,,,False,1062,Lance Archer,,,17818,Joe Keys,,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark #127,334785,,408.0,2,,,False,18237,Jungle Boy,,,18841,Nick Comoroto,,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark #127,334785,,61.0,6,,,False,"2245,2243,20642","Jeff Parker,Matt Lee,Daniel Garcia",2,2point0,"9428,4233,17032","Kekoa,Pat Brink,Rayo",,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark #127,334785,,583.0,2,,,False,10334,Penta El Zero Miedo,,,19733,Wheeler Yuta,,,,,,,male
2022-01-21,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Rampage #25,330017,,70.0,2,,,False,24607,Hook,,,10297,Serpentico,,,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,200.0,4,,,False,"18653,15417","Isiah Kassidy,Marq Quen",6318,Private Party,"-1,-1","Action Andretti,Myles Hawkins",,,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dynamite #120,158176,Mixed,865.0,4,,,False,"7142,17188","Adam Cole,Dr. Britt Baker DMD",,,"20328,2813","Kris Statlander,Orange Cassidy",,,,,,,intergender
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,172.0,4,,,False,"12698,16209","Ruby Soho,Thunder Rosa",,,"23089,2485","Jordan Blade,Leva Bates",,,,,,,female
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,190.0,4,,,False,"12893,15052","Ortiz,Santana",2569,The Inner Circle,"20311,-1","Breaux Keller,Goldy",,,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,321.0,4,,,False,"12277,14007","Powerhouse Hobbs,Ricky Starks",2776,Team Taz,"19517,1065","Lee Moriarty,Matt Sydal",,,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,216.0,2,,,False,22271,Red Velvet,,,23513,Janai Kai,,,,,,,female
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dynamite #120,158176,,171.0,2,,,False,3821,Serena Deeb,,,23406,Skye Blue,,,,,,,female
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,180.0,4,,,False,"7216,293","Ethan Page,Scorpio Sky",10014,Men Of The Year,"15577,-1","Logan LaRoux,Mike Fowler",,,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,147.0,2,,,False,10279,Brandi Rhodes,,,17272,Willow Nightingale,,,,,,,female
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dynamite #120,158176,,602.0,2,,,False,1062,Lance Archer,,,892,Frankie Kazarian,,,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dynamite #120,158176,,113.0,4,,,False,"18672,1700","Brody King,Malakai Black",10301,Kings Of The Black Throne,"20065,18858","Brian Pillman Jr.,Griff Garrison",9709,The Varsity Blonds,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dynamite #120,158176,,562.0,4,,,False,"18849,263","Darby Allin,Sting",,,"14810,19761","Anthony Bowens,Max Caster",9635,The Acclaimed,,,,,male
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dark: Elevation #47,334660,,145.0,2,,,False,20630,Leyla Hirsch,,,16375,Brittany Blake,,,,,,,female
2022-01-19,All Elite Wrestling,TV-Show,Entertainment &amp; Sports Arena,"Washington, District Of Columbia, USA",AEW Dynamite #120,158176,,12.0,2,,,False,80,CM Punk,,,3190,Shawn Spears,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,209.0,2,,,False,20335,Marina Shafir,,,23792,Reka Tehaka,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,216.0,2,,,False,17786,Kiera Hogan,,,22512,Mazzerati,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,108.0,2,,,False,1062,Lance Archer,,,23532,Jordan Costa,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,704.0,2,,,False,19517,Lee Moriarty,,,10271,Joey Janela,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,464.0,4,,,False,"20186,20399","Alan Angels,Ten",2663,The Dark Order,"4836,18198","Ariya Daivari,Invictus Khash",,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,242.0,2,,,False,17027,Penelope Ford,,,-1,Angelica Risk,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,283.0,2,,,False,7870,QT Marshall,,,24794,Toa Liona,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,148.0,2,,,False,23823,Anthony Ogogo,,,18805,Marcus Kross,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,224.0,4,,,False,"9087,18841","Aaron Solo,Nick Comoroto",2915,The Factory,"24885,-1","Cameron Stewart,Dante Casanova",,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,317.0,2,,,False,5741,Tony Nese,,,20009,Zack Clayton,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,583.0,4,,,False,"20610,1065","Dante Martin,Matt Sydal",,,"19259,20207","Bear Boulder,Bear Bronson",8158,Bear Country,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,140.0,4,,,False,"20024,23125","Austin Gunn,Colten Gunn",2808,The Gunn Club,"-1,-1","Bison XL,Larintiz X",,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #128,335474,,162.0,4,,,False,"2245,2243","Jeff Parker,Matt Lee",2,2point0,"-1,-1","Ish,Kidd Bandit",,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #129,334567,,342.0,2,,,False,19034,Fuego Del Sol,,,10297,Serpentico,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,123.0,4,,,False,"20065,18858","Brian Pillman Jr.,Griff Garrison",9709,The Varsity Blonds,"21289,22510","Adrian Alanis,Liam Gray",,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,171.0,2,,,False,23406,Skye Blue,,,-1,Robyn Renegade,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,176.0,2,,,False,22271,Red Velvet,,,24075,Vipress,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,452.0,4,,,False,"2813,19733","Orange Cassidy,Wheeler Yuta",,,"18677,8148","JD Drake,Peter Avalon",2913,The Wingmen,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,191.0,2,,,False,20630,Leyla Hirsch,,,21887,Katalina Perez,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,117.0,2,,,False,1062,Lance Archer,,,-1,Liam Cross,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,456.0,2,,,False,20642,Daniel Garcia,,,13005,Anthony Greene,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,117.0,2,,,False,22619,Anna Jay,,,24552,Tiffany Nieves,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,473.0,2,,,False,7142,Adam Cole,,,23470,Kaun,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #126,334393,,126.0,4,,,False,"19259,20207","Bear Boulder,Bear Bronson",8158,Bear Country,"-1,24234","Brandon Bullock,Jameson Ryan",,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #137,339657,,95.0,2,,,False,22620,Abadon,,,-1,Hyena Hera,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #137,339657,,154.0,4,,,False,"16194,17969","Cezar Bononi,Tiger Ruas",,,"23425,-1","Guillermo Rosas,Luke Sampson",,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #138,339658,,135.0,2,,,False,4629,Emi Sakura,,,-1,Charlette Renegade,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #137,339657,,96.0,2,,,False,1062,Lance Archer,,,23924,Dean Alexander,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #138,339658,,344.0,2,,,False,22365,Shawn Dean,,,14191,Rohit Raju,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #138,339658,,250.0,2,,,False,19761,Max Caster,,,4466,Mike Reed,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #138,339658,,150.0,2,,,False,20848,Jora Johl,,,6288,Teddy Goodz,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #138,339658,,77.0,2,,,False,12277,Powerhouse Hobbs,,,18375,Axton Ray,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #138,339658,,90.0,2,,,False,8526,Diamante,,,23533,Mylo,,,,,,,female
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #137,339657,,488.0,4,,,False,"20186,20399","Alan Angels,Ten",2663,The Dark Order,"9087,18841","Aaron Solo,Nick Comoroto",2915,The Factory,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #137,339657,,116.0,2,,,False,17540,Sonny Kiss,,,-1,JP Harlow,,,,,,,male
2022-01-15,All Elite Wrestling,TV-Show,Universal Studios,"Orlando, Florida, USA",AEW Dark #137,339657,,237.0,2,,,False,10239,Ryan Nemeth,,,18956,Chandler Hopkins,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dark: Elevation #46,334515,,280.0,2,,,False,61,Jay Lethal,,,24245,Alexander Moss,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Rampage #24,328260,AEW World Tag Team Title,757.0,4,4392,AEW World Tag Team Title,False,"18237,11924","Jungle Boy,Luchasaurus",8746,Jurassic Express,"6215,6959","Alex Reynolds,John Silver",2663,The Dark Order,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dynamite #119,328259,Interim AEW TNT Title,754.0,2,,,False,15284,Sammy Guevara,,,20642,Daniel Garcia,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dark: Elevation #46,334515,,175.0,4,,,False,"20024,23125","Austin Gunn,Colten Gunn",2808,The Gunn Club,"21004,15743","JB Cole,TIM",,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dark: Elevation #46,334515,,117.0,2,,,False,18241,Tay Conti,,,-1,Ameera,,,,,,,female
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dark: Elevation #46,334515,,187.0,2,,,False,12698,Ruby Soho,,,22856,Kenzie Paige,,,,,,,female
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dark: Elevation #46,334515,,190.0,4,,,False,"18653,15417","Isiah Kassidy,Marq Quen",6318,Private Party,"-1,19332","Chase Emory,Patrick Scott",,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dark: Elevation #46,334515,,200.0,4,,,False,"19517,1065","Lee Moriarty,Matt Sydal",,,"-1,18805","JR Miller,Marcus Kross",,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Rampage #24,328260,,492.0,6,,,False,"17025,17027,5376","Nyla Rose,Penelope Ford,The Bunny",,,"20328,20630,22271","Kris Statlander,Leyla Hirsch,Red Velvet",,,,,,,female
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dark: Elevation #46,334515,,195.0,2,,,False,892,Frankie Kazarian,,,15813,LaBron Kozone,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Rampage #24,328260,,57.0,2,,,False,3190,Shawn Spears,,,12003,Andrew Everett,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Rampage #24,328260,,694.0,2,,,False,7142,Adam Cole,,,2963,Trent Beretta,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dynamite #119,328259,,378.0,4,,,False,"14810,19761","Anthony Bowens,Max Caster",9635,The Acclaimed,"19259,20207","Bear Boulder,Bear Bronson",8158,Bear Country,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dynamite #119,328259,,119.0,2,,,False,3821,Serena Deeb,,,9462,Hikaru Shida,,,,,,,female
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dynamite #119,328259,,531.0,2,,,False,10334,Penta El Zero Miedo,,,99,Matt Hardy,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dynamite #119,328259,,607.0,2,,,False,20610,Dante Martin,,,12277,Powerhouse Hobbs,,,,,,,male
2022-01-12,All Elite Wrestling,TV-Show,PNC Arena,"Raleigh, North Carolina, USA",AEW Dynamite #119,328259,,846.0,2,,,False,80,CM Punk,,,16006,Wardlow,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,228.0,4,,,False,"22619,18241","Anna Jay,Tay Conti",10312,TayJay,"-1,-1","Charlette Renegade,Robyn Renegade",10112,The Renegade Twins,,,,,female
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,AEW World Title Eliminator,867.0,4,4331,AEW World Title,False,"20186,20399","Alan Angels,Ten",2663,The Dark Order,"18653,99","Isiah Kassidy,Matt Hardy",2914,The Hardy Family Office,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,AEW World Tag Team Title Eliminator,501.0,4,4392,AEW World Tag Team Title,False,"18237,11924","Jungle Boy,Luchasaurus",8746,Jurassic Express,"18841,7870","Nick Comoroto,QT Marshall",2915,The Factory,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,AEW TBS Title Eliminator,119.0,2,5224,AEW TBS Title,False,23445,Jade Cargill,,,23406,Skye Blue,,,,,,,female
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Battle Of The Belts,329650,Interim AEW TNT Title,975.0,2,,,True,15284,Sammy Guevara,,,917,Dustin Rhodes,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Battle Of The Belts,329650,FTW Title,544.0,2,4661,FTW Title,False,14007,Ricky Starks,,,1065,Matt Sydal,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,41.0,6,,,False,"20024,1081,23125","Austin Gunn,Billy Gunn,Colten Gunn",2808,The Gunn Club,"18805,19332,15743","Marcus Kross,Patrick Scott,TIM",,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Battle Of The Belts,329650,AEW Women's World Title,765.0,2,4370,AEW Women's World Title,False,17188,Dr. Britt Baker DMD,,,9434,Riho,,,,,,,female
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,143.0,2,,,False,22365,Shawn Dean,,,-1,Liam Cross,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,196.0,2,,,False,20610,Dante Martin,,,9087,Aaron Solo,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,80.0,2,,,False,22271,Red Velvet,,,22086,Shalonce Royal,,,,,,,female
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,264.0,2,,,False,23823,Anthony Ogogo,,,17473,Baron Black,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,224.0,2,,,False,20642,Daniel Garcia,,,19034,Fuego Del Sol,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,120.0,2,,,False,16209,Thunder Rosa,,,23948,Kasey Fox,,,,,,,female
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,513.0,2,,,False,902,Eddie Kingston,,,10271,Joey Janela,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,544.0,2,,,False,2813,Orange Cassidy,,,18677,JD Drake,,,,,,,male
2022-01-08,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark #125,333740,,24.0,2,,,False,12277,Powerhouse Hobbs,,,24245,Alexander Moss,,,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dark: Elevation #45,333576,,152.0,4,,,False,"61,17540","Jay Lethal,Sonny Kiss",,,"5875,21780","Chris Steeler,Jaden Valo",,,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Rampage #23,328258,No Disqualification No Holds Barred,830.0,6,,,False,"12893,15052,902","Ortiz,Santana,Eddie Kingston",2569,The Inner Circle,"2245,2243,20642","Jeff Parker,Matt Lee,Daniel Garcia",2,2point0,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dynamite #118,328256,AEW World Title,1746.0,2,4331,AEW World Title,False,11161,Adam Page,,,86,Bryan Danielson,,,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dynamite #118,328256,AEW World Tag Team Title,843.0,4,4392,AEW World Tag Team Title,True,"18237,11924","Jungle Boy,Luchasaurus",8746,Jurassic Express,"10334,10343","Penta El Zero Miedo,Rey Fenix",7400,The Lucha Brothers,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dynamite #118,328256,AEW TBS Title Tournament Final Match (vakant),673.0,2,5224,AEW TBS Title,True,23445,Jade Cargill,,,12698,Ruby Soho,,,,,,,female
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dark: Elevation #45,333576,,209.0,4,,,False,"14810,19761","Anthony Bowens,Max Caster",9635,The Acclaimed,"12727,2443","Joey Ace,Kevin Matthews",,,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dark: Elevation #45,333576,,173.0,2,,,False,7870,QT Marshall,,,20009,Zack Clayton,,,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dark: Elevation #45,333576,,110.0,4,,,False,"20630,22271","Leyla Hirsch,Red Velvet",,,"23904,23495","B3CCA,Notorious Mimi",,,,,,,female
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dark: Elevation #45,333576,,241.0,6,,,False,"6215,6959,20399","Alex Reynolds,John Silver,Ten",2663,The Dark Order,"18653,15417,4307","Isiah Kassidy,Marq Quen,The Blade",2914,The Hardy Family Office,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Dark: Elevation #45,333576,,188.0,4,,,False,"7159,12068","Cash Wheeler,Dax Harwood",5470,FTR,"-1,4233","Myles Hawkins,Pat Brink",,,,,,,male
2022-01-05,All Elite Wrestling,TV-Show,Prudential Center,"Newark, New Jersey, USA",AEW Rampage #23,328258,,579.0,2,,,False,7142,Adam Cole,,,18685,Jake Atlas,,,,,,,male
