date,promotion,event_type,arena,location,event_name,event_id,match_type,match_length,participant_count,title_ids,title_names,title_change,winner_ids,winner_names,winning_team_ids,winning_team_names,loser_ids,loser_names,losing_team_ids,losing_team_names,drawer_ids,drawer_names,drawing_team_ids,drawing_team_names,gender
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark: Elevation #21,319477,,146.0,2,,,False,20328,Kris Statlander,,,24343,Ashley D'Amboise,,,,,,,female
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark: Elevation #21,319477,,507.0,2,,,False,18849,Darby Allin,,,20207,Bear Bronson,,,,,,,male
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dynamite #95 - Fight For The Fallen 2021,313966,,244.0,2,,,False,16209,Thunder Rosa,,,24024,Julia Hart,,,,,,,female
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dynamite #95 - Fight For The Fallen 2021,313966,,669.0,4,,,False,"7159,12068","Cash Wheeler,Dax Harwood",5470,FTR,"12893,15052","Ortiz,Santana",2569,The Inner Circle,,,,,male
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dynamite #95 - Fight For The Fallen 2021,313966,,280.0,5,,,False,"18237,11924","Jungle Boy,Luchasaurus",8746,The Jurassic Express,"8047,18653,15417","Angelico,Isiah Kassidy,Marq Quen",2914,The Hardy Family Office,,,,,male
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dark: Elevation #21,319477,,150.0,2,,,False,22271,Red Velvet,,,-1,Angelica Risk,,,,,,,female
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dynamite #95 - Fight For The Fallen 2021,313966,IWGP United States Heavyweight Title,436.0,2,3400,IWGP United States Heavyweight Title,False,1062,Lance Archer,,,18966,Hikuleo,,,,,,,male
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dynamite #95 - Fight For The Fallen 2021,313966,Elimination,1535.0,9,,,False,"2049,2571,2906,4739,4740","Doc Gallows,Karl Anderson,Kenny Omega,Matt Jackson,Nick Jackson",2366,The Elite,"6215,2397,6959,5424","Alex Reynolds,Evil Uno,John Silver,Stu Grayson",2663,The Dark Order,,,,,male
2021-07-28,All Elite Wrestling,TV-Show,Bojangles Coliseum,"Charlotte, North Carolina, USA",AEW Dynamite #95 - Fight For The Fallen 2021,313966,Second Labour Of Jericho No Rules,820.0,2,,,False,758,Chris Jericho,,,919,Nick Gage,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,239.0,6,,,False,"1081,24354,23125","Billy Gunn,Brock Anderson,Colten Gunn",2864,The Nightmare Family,"17318,18956,12173","Cameron Cole,Chandler Hopkins,Izzy James",,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dynamite #94 - Fyter Fest 2021 - Tag 2,311523,,387.0,2,,,False,2049,Doc Gallows,,,892,Frankie Kazarian,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dynamite #94 - Fyter Fest 2021 - Tag 2,311523,,525.0,2,,,False,2813,Orange Cassidy,,,4307,The Blade,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,287.0,2,,,False,8047,Angelico,,,20148,Marko Stunt,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,220.0,2,,,False,902,Eddie Kingston,,,10297,Serpentico,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,538.0,2,,,False,18237,Jungle Boy,,,15417,Marq Quen,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,341.0,4,,,False,"20328,18241","Kris Statlander,Tay Conti",,,"22971,5376","Madi Wrenkowski,The Bunny",,,,,,,female
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,411.0,2,,,False,22366,Lee Johnson,,,171,Luther,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,83.0,2,,,False,11924,Luchasaurus,,,20848,Jora Johl,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,694.0,2,,,False,3497,PAC,,,3828,Chuck Taylor,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,534.0,4,,,False,"10334,10343","Penta El Zero Miedo,Rey Fenix",7400,The Lucha Brothers,"20186,20399","Alan Angels,Ten",2663,The Dark Order,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dynamite #94 - Fyter Fest 2021 - Tag 2,311523,,263.0,2,,,False,18849,Darby Allin,,,19733,Wheeler Yuta,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dynamite #94 - Fyter Fest 2021 - Tag 2,311523,IWGP United States Heavyweight Title Texas Death,804.0,2,3400,IWGP United States Heavyweight Title,True,1062,Lance Archer,,,3940,Jon Moxley,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,272.0,2,,,False,16006,Wardlow,,,20207,Bear Bronson,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,303.0,2,,,False,16547,Yuka Sakazaki,,,17160,Amber Nova,,,,,,,female
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark #99,318971,,182.0,2,,,False,22620,Abadon,,,23032,Killa Kate,,,,,,,female
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark #99,318971,,460.0,4,,,False,"20065,18858","Brian Pillman Jr.,Griff Garrison",9709,The Varsity Blonds,"14810,19761","Anthony Bowens,Max Caster",9635,The Acclaimed,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark #99,318971,,341.0,2,,,False,8526,Diamante,,,17970,Big Swole,,,,,,,female
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark #99,318971,,158.0,2,,,False,22271,Red Velvet,,,23564,Alejandra Lion,,,,,,,female
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark #99,318971,,304.0,4,,,False,"2397,5424","Evil Uno,Stu Grayson",2663,The Dark Order,"22544,24134","Warren Johnson,Zack Mason",,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dynamite #94 - Fyter Fest 2021 - Tag 2,311523,AEW Women's World Title,727.0,2,4370,AEW Women's World Title,False,17188,Dr. Britt Baker DMD,,,17025,Nyla Rose,,,,,,,female
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dynamite #94 - Fyter Fest 2021 - Tag 2,311523,First Labour Of Jericho,659.0,2,,,False,758,Chris Jericho,,,3190,Shawn Spears,,,,,,,male
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,222.0,2,,,False,16209,Thunder Rosa,,,22065,Myka Madrid,,,,,,,female
2021-07-21,All Elite Wrestling,TV-Show,Curtis Culwell Center,"Garland, Texas, USA",AEW Dark: Elevation #20,318839,,304.0,2,,,False,293,Scorpio Sky,,,19034,Fuego Del Sol,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,290.0,4,,,False,"1081,23125","Billy Gunn,Colten Gunn",2808,The Gunn Club,"24354,22366","Brock Anderson,Lee Johnson",2864,The Nightmare Family,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dynamite #93 - Fyter Fest 2021 - Tag 1,311522,,779.0,2,,,False,820,Christian Cage,,,99,Matt Hardy,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,363.0,4,,,False,"3828,2813","Chuck Taylor,Orange Cassidy",,,"171,10297","Luther,Serpentico",9591,Chaos Project,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,214.0,2,,,False,20610,Dante Martin,,,22365,Shawn Dean,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,566.0,4,,,False,"902,10334","Eddie Kingston,Penta El Zero Miedo",,,"16194,18677","Cezar Bononi,JD Drake",2913,The Wingmen,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,159.0,2,,,False,892,Frankie Kazarian,,,17473,Baron Black,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,226.0,2,,,False,9462,Hikaru Shida,,,24237,Dulce Tormenta,,,,,,,female
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,521.0,2,,,False,18237,Jungle Boy,,,8047,Angelico,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,67.0,2,,,False,1062,Lance Archer,,,-1,Zachariah,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,90.0,2,,,False,11924,Luchasaurus,,,19034,Fuego Del Sol,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,48.0,2,,,False,12277,Powerhouse Hobbs,,,-1,Lucas Chase,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,275.0,2,,,False,22271,Red Velvet,,,24024,Julia Hart,,,,,,,female
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark: Elevation #19,318165,,223.0,4,,,False,"3821,18241","Serena Deeb,Tay Conti",,,"23134,23408","Jazmin Allure,Vertvixen",,,,,,,female
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark #98,318359,,93.0,2,,,False,22620,Abadon,,,20332,Promise Braxton,,,,,,,female
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark #98,318359,,362.0,2,,,False,917,Dustin Rhodes,,,9087,Aaron Solo,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark #98,318359,,412.0,8,,,False,"14810,19761,18653,15417","Anthony Bowens,Max Caster,Isiah Kassidy,Marq Quen","9635,6318","The Acclaimed,Private Party","20186,20399,20065,18858","Alan Angels,Ten,Brian Pillman Jr.,Griff Garrison","2663,9709","The Dark Order,The Varsity Blonds",,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark #98,318359,,112.0,2,,,False,4307,The Blade,,,16307,Ryan Mantell,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark #98,318359,,211.0,2,,,False,5376,The Bunny,,,17970,Big Swole,,,,,,,female
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark #98,318359,,162.0,2,,,False,16209,Thunder Rosa,,,20584,KiLynn King,,,,,,,female
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dark #98,318359,,31.0,2,,,False,16006,Wardlow,,,-1,Chad Lennex,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dynamite #93 - Fyter Fest 2021 - Tag 1,311522,Coffin,697.0,2,,,False,18849,Darby Allin,,,7216,Ethan Page,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dynamite #93 - Fyter Fest 2021 - Tag 1,311522,FTW Title,561.0,2,4661,FTW Title,True,14007,Ricky Starks,,,4823,Brian Cage,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dynamite #93 - Fyter Fest 2021 - Tag 1,311522,IWGP United States Heavyweight Title,568.0,2,3400,IWGP United States Heavyweight Title,False,3940,Jon Moxley,,,2571,Karl Anderson,,,,,,,male
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dynamite #93 - Fyter Fest 2021 - Tag 1,311522,,446.0,2,,,False,16547,Yuka Sakazaki,,,17027,Penelope Ford,,,,,,,female
2021-07-14,All Elite Wrestling,TV-Show,H-E-B Center,"Cedar Park, Texas, USA",AEW Dynamite #93 - Fyter Fest 2021 - Tag 1,311522,,224.0,2,,,False,15284,Sammy Guevara,,,19733,Wheeler Yuta,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,537.0,2,,,False,18237,Jungle Boy,,,22366,Lee Johnson,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,318.0,2,,,False,16209,Thunder Rosa,,,22797,Dream Girl Ellie,,,,,,,female
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dynamite #92 - Road Rager,311521,,536.0,6,,,False,"7159,12068,16006","Cash Wheeler,Dax Harwood,Wardlow",2902,The Pinnacle,"4071,12893,15052","Jake Hager,Ortiz,Santana",2569,The Inner Circle,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dynamite #92 - Road Rager,311521,,457.0,2,,,False,5596,Andrade El Idolo,,,1065,Matt Sydal,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dynamite #92 - Road Rager,311521,South Beach Strap,639.0,2,,,False,3686,Cody Rhodes,,,7870,QT Marshall,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dynamite #92 - Road Rager,311521,Mixed,504.0,4,,,False,"20328,2813","Kris Statlander,Orange Cassidy",,,"4307,5376","The Blade,The Bunny",2914,The Hardy Family Office,,,,,intergender
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,409.0,2,,,False,18849,Darby Allin,,,8047,Angelico,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dynamite #92 - Road Rager,311521,AEW World Tag Team Title Street Fight,856.0,4,4392,AEW World Tag Team Title,False,"4739,4740","Matt Jackson,Nick Jackson",1030,The Young Bucks,"902,10334","Eddie Kingston,Penta El Zero Miedo",,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,387.0,2,,,False,16547,Yuka Sakazaki,,,20584,KiLynn King,,,,,,,female
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,383.0,6,,,False,"3828,2813,19733","Chuck Taylor,Orange Cassidy,Wheeler Yuta",,,"18653,20848,15417","Isiah Kassidy,Jora Johl,Marq Quen",2914,The Hardy Family Office,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,280.0,2,,,False,9462,Hikaru Shida,,,24024,Julia Hart,,,,,,,female
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,381.0,8,,,False,"1081,23125,20065,18858","Billy Gunn,Colten Gunn,Brian Pillman Jr.,Griff Garrison","2808,9709","The Gunn Club,The Varsity Blonds","14810,19761,171,10297","Anthony Bowens,Max Caster,Luther,Serpentico","9635,9591","The Acclaimed,Chaos Project",,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,62.0,2,,,False,12277,Powerhouse Hobbs,,,17473,Baron Black,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,80.0,2,,,False,20630,Leyla Hirsch,,,-1,Kelsey Heather,,,,,,,female
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,255.0,2,,,False,99,Matt Hardy,,,19034,Fuego Del Sol,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,186.0,2,,,False,18241,Tay Conti,,,-1,Labrava,,,,,,,female
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,214.0,2,,,False,4823,Brian Cage,,,20186,Alan Angels,,,,,,,male
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,154.0,2,,,False,22271,Red Velvet,,,23927,Leila Grey,,,,,,,female
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,319.0,2,,,False,9434,Riho,,,17160,Amber Nova,,,,,,,female
2021-07-07,All Elite Wrestling,TV-Show,James L. Knight Center,"Miami, Florida, USA",AEW Dark: Elevation #18,317234,,195.0,2,,,False,293,Scorpio Sky,,,22365,Shawn Dean,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,137.0,2,,,False,22620,Abadon,,,11231,Natalia Markova,,,,,,,female
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,215.0,2,,,False,8047,Angelico,,,-1,Prince Kai,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,382.0,4,,,False,"902,10334","Eddie Kingston,Penta El Zero Miedo",,,"171,10297","Luther,Serpentico",9591,Chaos Project,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,332.0,4,,,False,"19034,20148","Fuego Del Sol,Marko Stunt",,,"17473,10624","Baron Black,Ryzin",,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,244.0,2,,,False,842,Jack Evans,,,8265,Mike Sydal,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,192.0,2,,,False,20328,Kris Statlander,,,21054,Viva Van,,,,,,,female
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,189.0,2,,,False,1062,Lance Archer,,,16307,Ryan Mantell,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,270.0,2,,,False,20207,Bear Bronson,,,-1,Big Trouble Bishop,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,227.0,2,,,False,1065,Matt Sydal,,,23922,Carlie Bravo,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,195.0,2,,,False,22271,Red Velvet,,,17169,Ashley Vox,,,,,,,female
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,384.0,2,,,False,4307,The Blade,,,20956,Tre Lamar,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,243.0,8,,,False,"20186,6215,994,20399","Alan Angels,Alex Reynolds,Colt Cabana,Ten",2663,The Dark Order,"18956,23924,23542,23599","Chandler Hopkins,Dean Alexander,Jason Hotch,Will Allday",,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,310.0,4,,,False,"9087,7870","Aaron Solow,QT Marshall",2915,The Factory,"18945,18946","Terrell Hughes,Terrence Hughes",7411,The Hughes Bros.,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,219.0,4,,,False,"3190,16006","Shawn Spears,Wardlow",2902,The Pinnacle,"-1,-1","Hunter Knott,Rosario Grillo",,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,301.0,4,,,False,"20065,18858","Brian Pillman Jr.,Griff Garrison",9709,The Varsity Blonds,"-1,-1","Chad Lennex,Zachariah",,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,157.0,2,,,False,19733,Wheeler Yuta,,,10239,Ryan Nemeth,,,,,,,male
2021-07-06,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #96,317021,,408.0,2,,,False,18241,Tay Conti,,,20584,KiLynn King,,,,,,,female
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,209.0,2,,,False,17027,Penelope Ford,,,-1,Robyn Renegade,,,,,,,female
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,263.0,4,,,False,"24354,22366","Brock Anderson,Lee Johnson",2864,The Nightmare Family,"15808,22816","Aaron Frye,Mark Davidson",,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,321.0,4,,,False,"2397,5424","Evil Uno,Stu Grayson",2663,The Dark Order,"1511,9684","Papadon,Sean Maluta",,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,108.0,2,,,False,4307,The Blade,,,-1,Jake Tucker,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,264.0,4,,,False,"14810,19761","Anthony Bowens,Max Caster",9635,The Acclaimed,"-1,24235","Derek Pisaturo,Roman Rozell",,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,241.0,2,,,False,10239,Ryan Nemeth,,,18805,Marcus Kross,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,207.0,4,,,False,"18653,15417","Isiah Kassidy,Marq Quen",6318,Private Party,"23322,23662","Deonn Rusman,Joeasa",,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,12.0,2,,,False,12277,Powerhouse Hobbs,,,18932,Travis Titan,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,142.0,2,,,False,7216,Ethan Page,,,16307,Ryan Mantell,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,238.0,2,,,False,99,Matt Hardy,,,21238,Jah-C,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,259.0,2,,,False,24024,Julia Hart,,,22971,Madi Wrenkowski,,,,,,,female
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,197.0,2,,,False,892,Frankie Kazarian,,,-1,Austin Green,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,189.0,2,,,False,8526,Diamante,,,20551,Harlow O'Hara,,,,,,,female
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,112.0,2,,,False,4823,Brian Cage,,,11153,Foxx Vinyer,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,180.0,2,,,False,17970,Big Swole,,,19160,Sahara Seven,,,,,,,female
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,484.0,2,,,False,8047,Angelico,,,19733,Wheeler Yuta,,,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,350.0,4,,,False,"1081,23125","Billy Gunn,Colten Gunn",2808,The Gunn Club,"16194,18677","Cezar Bononi,JD Drake",2913,The Wingmen,,,,,male
2021-07-01,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark #97,317737,,313.0,2,,,False,20610,Dante Martin,,,4871,RSP,,,,,,,male
2021-06-30,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #91,312405,,366.0,2,,,False,18237,Jungle Boy,,,842,Jack Evans,,,,,,,male
2021-06-30,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dynamite #91,312405,,1205.0,2,,,False,17012,MJF,,,15284,Sammy Guevara,,,,,,,male
2021-06-30,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark: Elevation #17,316807,,397.0,2,,,False,20610,Dante Martin,,,10297,Serpentico,,,,,,,male
2021-06-30,All Elite Wrestling,TV-Show,Daily's Place,"Jacksonville, Florida, USA",AEW Dark: Elevation #17,316807,,411.0,2,,,False,9462,Hikaru Shida,,,22095,Dani Jordyn,,,,,,,female
