,date,promotion,draw,winners,winning_teams,losers,losing_teams,drawers,drawing_teams,length,location,show,gender
310,2021-12-03,All Elite Wrestling,False,Fuego Del Sol,,Luke Sampson,,,,308,"Universal Studios in Orlando, Florida, USA",AEW Dark #120,male
311,2021-12-03,All Elite Wrestling,False,John Silver,,Aaron Solo,,,,337,"Universal Studios in Orlando, Florida, USA",AEW Dark #120,male
312,2021-12-03,All Elite Wrestling,False,Lee Moriarty,,Misterioso,,,,301,"Universal Studios in Orlando, Florida, USA",AEW Dark #120,male
313,2021-12-03,All Elite Wrestling,False,Lio Rush,,Rayo,,,,172,"Universal Studios in Orlando, Florida, USA",AEW Dark #120,male
314,2021-12-03,All Elite Wrestling,False,"Dante Martin,Powerhouse Hobbs,Ricky Starks",Team Taz,"JT Dunn,Kekoa,Omkar",,,,185,"Universal Studios in Orlando, Florida, USA",AEW Dark #120,male
315,2021-12-03,All Elite Wrestling,False,"Shawn Spears,Wardlow",The Pinnacle,"Jay Marte,Richard King",,,,161,"Universal Studios in Orlando, Florida, USA",AEW Dark #120,male
316,2021-12-03,All Elite Wrestling,False,Thunder Rosa,,Sofia Castillo,,,,197,"Universal Studios in Orlando, Florida, USA",AEW Dark #120,female
317,2021-12-03,All Elite Wrestling,False,Abadon,,Charlette Renegade,,,,66,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,female
318,2021-12-03,All Elite Wrestling,False,"Bear Boulder,Bear Bronson",Bear Country,"Mike Orlando,Zack Clayton",,,,308,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
319,2021-12-03,All Elite Wrestling,False,Brandi Rhodes,,Robyn Renegade,,,,277,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,female
320,2021-12-03,All Elite Wrestling,False,Eddie Kingston,,Colin Delaney,,,,231,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
321,2021-12-03,All Elite Wrestling,False,Isiah Kassidy,,Carlie Bravo,,,,249,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
322,2021-12-03,All Elite Wrestling,False,Jora Johl,,Julius Coleman,,,,126,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
323,2021-12-03,All Elite Wrestling,False,Kiera Hogan,,Shalonce Royal,,,,150,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,female
324,2021-12-03,All Elite Wrestling,False,Matt Sydal,,Serpentico,,,,421,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
325,2021-12-03,All Elite Wrestling,False,Penelope Ford,,Willow Nightingale,,,,149,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,female
326,2021-12-03,All Elite Wrestling,False,Red Velvet,,La Rosa Negra,,,,132,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,female
327,2021-12-03,All Elite Wrestling,False,Shawn Dean,,Lucas Chase,,,,125,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
328,2021-12-03,All Elite Wrestling,False,Ten,,Leroy Patterson,,,,190,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
329,2021-12-03,All Elite Wrestling,False,"Austin Gunn,Colten Gunn",The Gunn Club,"Brock Anderson,Lee Johnson",The Nightmare Family,,,427,"Universal Studios in Orlando, Florida, USA",AEW Dark #122,male
330,2021-12-03,All Elite Wrestling,False,Joey Janela,,Sonny Kiss,,,,827,"Universal Studios in Orlando, Florida, USA",AEW Dark #123,male
331,2021-12-01,All Elite Wrestling,False,"Abadon,Ryo Mizunami",,"Emi Sakura,The Bunny",,,,240,"Gas South Arena in Duluth, Georgia, USA",AEW Dark: Elevation #40,female
332,2021-12-01,All Elite Wrestling,False,Brian Pillman Jr.,,Serpentico,,,,184,"Gas South Arena in Duluth, Georgia, USA",AEW Dark: Elevation #40,male
333,2021-12-01,All Elite Wrestling,False,"Jungle Boy,Luchasaurus",Jurassic Express,"Brandon Tate,Brent Tate",,,,167,"Gas South Arena in Duluth, Georgia, USA",AEW Dark: Elevation #40,male
334,2021-12-01,All Elite Wrestling,False,Riho,,Angelica Risk,,,,214,"Gas South Arena in Duluth, Georgia, USA",AEW Dark: Elevation #40,female
335,2021-12-01,All Elite Wrestling,False,"Anthony Bowens,Max Caster",The Acclaimed,"Carlie Bravo,Shawn Dean",,,,117,"Gas South Arena in Duluth, Georgia, USA",AEW Dark: Elevation #40,male
336,2021-12-01,All Elite Wrestling,False,"Aaron Solo,Anthony Ogogo,Nick Comoroto,QT Marshall",The Factory,"Baron Black,JD Munoz,Shawn Hoodrich,Tony Vincita",,,,148,"Gas South Arena in Duluth, Georgia, USA",AEW Dark: Elevation #40,male
337,2021-12-01,All Elite Wrestling,False,"Brock Anderson,Dustin Rhodes,Lee Johnson",The Nightmare Family,"Cezar Bononi,JD Drake,Peter Avalon",The Wingmen,,,304,"Gas South Arena in Duluth, Georgia, USA",AEW Dark: Elevation #40,male
338,2021-11-24,All Elite Wrestling,False,"Diamante,Emi Sakura,Nyla Rose,The Bunny",,"Julia Hart,Leyla Hirsch,Ryo Mizunami,Skye Blue",,,,399,"Wintrust Arena in Chicago, Illinois, USA",AEW Dark: Elevation #39,female
339,2021-11-24,All Elite Wrestling,False,Jay Lethal,,Trenton Storm,,,,133,"Wintrust Arena in Chicago, Illinois, USA",AEW Dark: Elevation #39,male
340,2021-11-24,All Elite Wrestling,False,"Anna Jay,Tay Conti",TayJay,"Alice Crowley,Missa Kate",,,,110,"Wintrust Arena in Chicago, Illinois, USA",AEW Dark: Elevation #39,female
341,2021-11-24,All Elite Wrestling,False,"Alex Reynolds,John Silver,Brian Pillman Jr.,Griff Garrison","The Dark Order,The Varsity Blonds","Luther,Serpentico,Anthony Bowens,Max Caster","Chaos Project,The Acclaimed",,,283,"Wintrust Arena in Chicago, Illinois, USA",AEW Dark: Elevation #39,male
342,2021-11-24,All Elite Wrestling,False,"Isiah Kassidy,Matt Hardy,The Blade",The Hardy Family Office,"Alan Angels,Evil Uno,Stu Grayson",The Dark Order,,,381,"Wintrust Arena in Chicago, Illinois, USA",AEW Dark: Elevation #39,male
343,2021-11-24,All Elite Wrestling,False,"Ortiz,Santana",The Inner Circle,"Brayden Lee,Isaiah Moore",,,,176,"Wintrust Arena in Chicago, Illinois, USA",AEW Dark: Elevation #39,male
344,2021-11-24,All Elite Wrestling,False,Tony Nese,,Vic Capri,,,,134,"Wintrust Arena in Chicago, Illinois, USA",AEW Dark: Elevation #39,male
345,2021-11-17,All Elite Wrestling,False,Frankie Kazarian,,Joe Keys,,,,157,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,male
346,2021-11-17,All Elite Wrestling,False,"Kris Statlander,Leyla Hirsch,Ryo Mizunami",,"Emi Sakura,Penelope Ford,The Bunny",,,,427,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,female
347,2021-11-17,All Elite Wrestling,False,Riho,,Trish Adora,,,,135,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,female
348,2021-11-17,All Elite Wrestling,False,"Anna Jay,Tay Conti",TayJay,"Erica Leigh,Willow Nightingale",,,,90,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,female
349,2021-11-17,All Elite Wrestling,False,"Powerhouse Hobbs,Ricky Starks",Team Taz,"Irvin Legend,Lucas Chase",,,,240,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,male
350,2021-11-17,All Elite Wrestling,False,"Alex Reynolds,John Silver,Ten",The Dark Order,"Baron Black,Duke Davis,Ganon Jones",,,,296,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,male
351,2021-11-17,All Elite Wrestling,False,Tony Nese,,Logan Easton LaRoux,,,,240,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,male
352,2021-11-17,All Elite Wrestling,False,Wheeler Yuta,,Serpentico,,,,315,"Chartaway Arena in Norfolk, Virginia, USA",AEW Dark: Elevation #38,male
353,2021-11-12,All Elite Wrestling,False,Andrade El Idolo,,Jah-C,,,,155,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
354,2021-11-12,All Elite Wrestling,False,John Silver,,Peter Avalon,,,,502,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
355,2021-11-12,All Elite Wrestling,False,Powerhouse Hobbs,,Jaysin Strife,,,,138,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
356,2021-11-12,All Elite Wrestling,False,"Kris Statlander,Riho,Ryo Mizunami",,"Emi Sakura,Nyla Rose,The Bunny",,,,414,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,female
357,2021-11-12,All Elite Wrestling,False,Ruby Soho,,Hyan,,,,80,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,female
358,2021-11-12,All Elite Wrestling,False,Scorpio Sky,,Craven Knyte,,,,107,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
359,2021-11-12,All Elite Wrestling,False,Sonny Kiss,,Adam Grace,,,,132,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
360,2021-11-12,All Elite Wrestling,False,Ten,,Mikey Wild,,,,90,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
361,2021-11-12,All Elite Wrestling,False,"Anthony Bowens,Max Caster",The Acclaimed,"Alan Angels,Colt Cabana",The Dark Order,,,571,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
362,2021-11-12,All Elite Wrestling,False,"Brock Anderson,Lee Johnson,Brian Pillman Jr.,Griff Garrison","The Nightmare Family,The Varsity Blonds","Aaron Solo,Nick Comoroto,JD Drake,Ryan Nemeth","The Factory,The Wingmen",,,760,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
363,2021-11-12,All Elite Wrestling,False,"Shawn Spears,Wardlow",The Pinnacle,"Arik Cannon,Renny D",,,,258,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
364,2021-11-12,All Elite Wrestling,False,"Fuego I,Fuego II",Too Fast Too Fuego,"Brandon Gore,Kit Sackett",,,,269,"Target Center in Minneapolis, Minnesota, USA",AEW Dark #117,male
365,2021-11-10,All Elite Wrestling,False,Andrade El Idolo,,Lord Crewe,,,,148,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dark: Elevation #37,male
366,2021-11-10,All Elite Wrestling,False,John Silver,,QT Marshall,,,,382,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dark: Elevation #37,male
367,2021-11-10,All Elite Wrestling,False,"Emi Sakura,Nyla Rose,The Bunny",,"Riho,Ryo Mizunami,Skye Blue",,,,335,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dark: Elevation #37,female
368,2021-11-10,All Elite Wrestling,False,Ruby Soho,,Charlie Kruel,,,,113,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dark: Elevation #37,female
369,2021-11-10,All Elite Wrestling,False,"Austin Gunn,Billy Gunn,Colten Gunn",The Gunn Club,"Nasty Russ,Shawn Cook,T-Money",,,,142,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dark: Elevation #37,male
370,2021-11-10,All Elite Wrestling,False,"Isiah Kassidy,Matt Hardy,The Blade",The Hardy Family Office,"Alan Angels,Evil Uno,Stu Grayson",The Dark Order,,,491,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dark: Elevation #37,male
371,2021-11-05,All Elite Wrestling,False,Andrade El Idolo,,Warhorse,,,,107,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
372,2021-11-05,All Elite Wrestling,False,"Jungle Boy,Luchasaurus",Jurassic Express,"Isiah Kassidy,Matt Hardy,The Blade",The Hardy Family Office,,,534,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
373,2021-11-05,All Elite Wrestling,False,Dante Martin,,Frankie Kazarian,,,,336,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
374,2021-11-05,All Elite Wrestling,False,Darby Allin,,QT Marshall,,,,299,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
375,2021-11-05,All Elite Wrestling,False,"Lee Moriarty,Matt Sydal",,"Jeff Parker,Matt Lee",2point0,,,332,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
376,2021-11-05,All Elite Wrestling,False,Nyla Rose,,Tootie Lynn,,,,116,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,female
377,2021-11-05,All Elite Wrestling,False,"Chuck Taylor,Orange Cassidy,Wheeler Yuta",,"Camaro Jackson,Darian Bengston,Davey Vega",,,,190,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
378,2021-11-05,All Elite Wrestling,False,Riho,,Heidi Howitzer,,,,136,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,female
379,2021-11-05,All Elite Wrestling,False,"Kris Statlander,Ryo Mizunami,Thunder Rosa",,"Emi Sakura,Jamie Hayter,Rebel",,,,302,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,female
380,2021-11-05,All Elite Wrestling,False,Tay Conti,,Miranda Gordy,,,,39,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,female
381,2021-11-05,All Elite Wrestling,False,"Powerhouse Hobbs,Ricky Starks",Team Taz,"Alan Angels,Ten",The Dark Order,,,432,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
382,2021-11-05,All Elite Wrestling,False,"Austin Gunn,Billy Gunn,Colten Gunn",The Gunn Club,"Alex Reynolds,Colt Cabana,Evil Uno",The Dark Order,,,415,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
383,2021-11-05,All Elite Wrestling,False,"Jake Hager,Sammy Guevara",The Inner Circle,"Koko Lane,Luke Langley",,,,161,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
384,2021-11-05,All Elite Wrestling,False,"Fuego I,Fuego II",Too Fast Too Fuego,"Aaron Solo,Nick Comoroto",The Factory,,,476,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
385,2021-11-05,All Elite Wrestling,False,Wardlow,,Ryan Mantell,,,,56,"Chaifetz Arena in St. Louis, Missouri, USA",AEW Dark #116,male
386,2021-11-03,All Elite Wrestling,False,Matt Hardy,,Dean Alexander,,,,222,"Cable Dahmer Arena in Independence, Missouri, USA",AEW Dark: Elevation #36,male
387,2021-11-03,All Elite Wrestling,False,Powerhouse Hobbs,,Danny Adams,,,,98,"Cable Dahmer Arena in Independence, Missouri, USA",AEW Dark: Elevation #36,male
388,2021-11-03,All Elite Wrestling,False,Riho,,Tootie Lynn,,,,162,"Cable Dahmer Arena in Independence, Missouri, USA",AEW Dark: Elevation #36,female
389,2021-11-03,All Elite Wrestling,False,"Ruby Soho,Ryo Mizunami",,"Emi Sakura,Nyla Rose",,,,291,"Cable Dahmer Arena in Independence, Missouri, USA",AEW Dark: Elevation #36,female
390,2021-11-03,All Elite Wrestling,False,"The Blade,The Butcher",The Butcher And The Blade,"Chuck Taylor,Wheeler Yuta",,,,439,"Cable Dahmer Arena in Independence, Missouri, USA",AEW Dark: Elevation #36,
391,2021-11-03,All Elite Wrestling,False,"Alex Reynolds,Evil Uno,John Silver,Stu Grayson",The Dark Order,"Jeff Parker,Matt Lee,Anthony Bowens,Max Caster","2point0,The Acclaimed",,,417,"Cable Dahmer Arena in Independence, Missouri, USA",AEW Dark: Elevation #36,male
392,2021-10-27,All Elite Wrestling,False,"Chuck Taylor,Orange Cassidy,Wheeler Yuta",,"Anthony Bowens,Max Caster",The Acclaimed,,,195,"Agganis Arena in Boston, Massachusetts, USA",AEW Dark: Elevation #35,male
393,2021-10-27,All Elite Wrestling,False,"Emi Sakura,Nyla Rose",,"Kris Statlander,Ryo Mizunami",,,,252,"Agganis Arena in Boston, Massachusetts, USA",AEW Dark: Elevation #35,female
394,2021-10-27,All Elite Wrestling,False,"Cash Wheeler,Dax Harwood",FTR,"Jaylen Brandyn,Traevon Jordan",Waves And Curls,,,127,"Agganis Arena in Boston, Massachusetts, USA",AEW Dark: Elevation #35,male
395,2021-10-27,All Elite Wrestling,False,Frankie Kazarian,,Victor Benjamin,,,,138,"Agganis Arena in Boston, Massachusetts, USA",AEW Dark: Elevation #35,male
396,2021-10-27,All Elite Wrestling,False,Riho,,Kayla Sparks,,,,107,"Agganis Arena in Boston, Massachusetts, USA",AEW Dark: Elevation #35,female
397,2021-10-27,All Elite Wrestling,False,Tay Conti,,LMK,,,,50,"Agganis Arena in Boston, Massachusetts, USA",AEW Dark: Elevation #35,female
398,2021-10-24,All Elite Wrestling,False,"Jeff Parker,Matt Lee",2point0,"Bison XL,Toa Liona",,,,241,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
399,2021-10-24,All Elite Wrestling,False,Bobby Fish,,Ryzin,,,,148,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
400,2021-10-24,All Elite Wrestling,False,Daniel Garcia,,RSP,,,,236,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
401,2021-10-24,All Elite Wrestling,False,Nyla Rose,,Viva Van,,,,94,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,female
402,2021-10-24,All Elite Wrestling,False,PAC,,Tiger Ruas,,,,525,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
403,2021-10-24,All Elite Wrestling,False,Red Velvet,,Shalonce Royal,,,,197,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,female
404,2021-10-24,All Elite Wrestling,False,"Anthony Bowens,Max Caster",The Acclaimed,"Dontae Smiley,Ishmael Vaughn",,,,148,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
405,2021-10-24,All Elite Wrestling,False,The Bunny,,Santana Garrett,,,,157,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,female
406,2021-10-24,All Elite Wrestling,False,"Alex Reynolds,John Silver",The Dark Order,"Marcus Kross,Sean Carr",,,,194,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
407,2021-10-24,All Elite Wrestling,False,"Ortiz,Santana",The Inner Circle,"Idris Abraham,Joe Coleman",,,,170,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
408,2021-10-24,All Elite Wrestling,False,"Brock Anderson,Lee Johnson",The Nightmare Family,"Eli Knight,Malik Bosede",,,,128,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
409,2021-10-24,All Elite Wrestling,False,Tony Nese,,Fuego Del Sol,,,,348,"Universal Studios in Orlando, Florida, USA",AEW Dark #115,male
410,2021-10-24,All Elite Wrestling,False,Adam Cole,,Anthony Greene,,,,572,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
411,2021-10-24,All Elite Wrestling,False,Alan Angels,,Mike Reed,,,,150,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
412,2021-10-24,All Elite Wrestling,False,Ethan Page,,Fuego Del Sol,,,,522,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
413,2021-10-24,All Elite Wrestling,False,Infinito,,Ray Jaz,,,,226,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
414,2021-10-24,All Elite Wrestling,False,Julia Hart,,Nikita Knight,,,,201,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,female
415,2021-10-24,All Elite Wrestling,False,KiLynn King,,Renee Michelle,,,,172,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,female
416,2021-10-24,All Elite Wrestling,False,Leyla Hirsch,,Sahara Seven,,,,90,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,female
417,2021-10-24,All Elite Wrestling,False,Ryo Mizunami,,Dani Jordyn,,,,174,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,female
418,2021-10-24,All Elite Wrestling,False,Skye Blue,,La Rosa Negra,,,,134,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,female
419,2021-10-24,All Elite Wrestling,False,The Butcher,,Michael Martinez,,,,72,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,
420,2021-10-24,All Elite Wrestling,False,"Jora Johl,Matt Hardy",The Hardy Family Office,"Baron Black,Prince Agballah",,,,275,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
421,2021-10-24,All Elite Wrestling,False,"Ortiz,Santana",The Inner Circle,"Brandon Gore,Gus De La Vega",,,,187,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
422,2021-10-24,All Elite Wrestling,False,"Shawn Spears,Wardlow",The Pinnacle,"Bear Boulder,Bear Bronson",Bear Country,,,490,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
423,2021-10-24,All Elite Wrestling,False,"Brian Pillman Jr.,Griff Garrison",The Varsity Blonds,"Aaron Solo,Nick Comoroto",The Factory,,,445,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
424,2021-10-24,All Elite Wrestling,False,Tony Nese,,D'Marceo James,,,,162,"Universal Studios in Orlando, Florida, USA",AEW Dark #119,male
425,2021-10-24,All Elite Wrestling,False,Bobby Fish,,Invictus Khash,,,,110,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,male
426,2021-10-24,All Elite Wrestling,False,Bryan Danielson,,Aaron Solo,,,,574,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,male
427,2021-10-24,All Elite Wrestling,False,Dante Martin,,JDX,,,,174,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,male
428,2021-10-24,All Elite Wrestling,False,Diamante,,Skyler Moore,,,,80,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,female
429,2021-10-24,All Elite Wrestling,False,Eddie Kingston,,Jack Evans,,,,262,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,male
430,2021-10-24,All Elite Wrestling,False,Riho,,Xtina Kay,,,,273,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,female
431,2021-10-24,All Elite Wrestling,False,Ten,,Shayne Stetson,,,,55,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,male
432,2021-10-24,All Elite Wrestling,False,Tiger Ruas,,DJ Brown,,,,15,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,male
433,2021-10-24,All Elite Wrestling,False,"Fuego I,Fuego II",Too Fast Too Fuego,"Dean Alexander,Kidd Bandit",,,,351,"Universal Studios in Orlando, Florida, USA",AEW Dark #114,male
434,2021-10-24,All Elite Wrestling,False,"Jeff Parker,Matt Lee,Daniel Garcia",2point0,"Adrien Soriano,Gabriel Hodder,Matthew Omen",,,,116,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
435,2021-10-24,All Elite Wrestling,False,Anthony Greene,,Jameson Ryan,,,,111,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
436,2021-10-24,All Elite Wrestling,False,"Bear Boulder,Bear Bronson",Bear Country,"Caine Carter,Chad Lennex",,,,125,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
437,2021-10-24,All Elite Wrestling,False,Emi Sakura,,Valentina Rossi,,,,245,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,female
438,2021-10-24,All Elite Wrestling,False,Joey Janela,,Zack Clayton,,,,331,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
439,2021-10-24,All Elite Wrestling,False,Kiera Hogan,,Notorious Mimi,,,,134,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,female
440,2021-10-24,All Elite Wrestling,False,Lee Moriarty,,Nick Comoroto,,,,571,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
441,2021-10-24,All Elite Wrestling,False,Matt Hardy,,Brick Aldridge,,,,298,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
442,2021-10-24,All Elite Wrestling,False,Riho,,Karma Dean,,,,202,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,female
443,2021-10-24,All Elite Wrestling,False,"Anthony Bowens,Max Caster",The Acclaimed,"Brock Anderson,Lee Johnson",The Nightmare Family,,,525,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
444,2021-10-24,All Elite Wrestling,False,"Alex Reynolds,John Silver",The Dark Order,"Carlie Bravo,Shawn Dean",,,,313,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
445,2021-10-24,All Elite Wrestling,False,Wardlow,,Rolando Perez,,,,90,"Universal Studios in Orlando, Florida, USA",AEW Dark #118,male
446,2021-10-23,All Elite Wrestling,False,Emi Sakura,,Reka Tehaka,,,,230,"Addition Financial Arena in Orlando, Florida, USA",AEW Dark: Elevation #34,female
447,2021-10-23,All Elite Wrestling,False,"Cash Wheeler,Dax Harwood",FTR,"Mike Reed,Toa Liona",,,,294,"Addition Financial Arena in Orlando, Florida, USA",AEW Dark: Elevation #34,male
448,2021-10-23,All Elite Wrestling,False,"Leyla Hirsch,Ryo Mizunami",,"Diamante,Xtina Kay",,,,364,"Addition Financial Arena in Orlando, Florida, USA",AEW Dark: Elevation #34,female
449,2021-10-23,All Elite Wrestling,False,Ten,,QT Marshall,,,,349,"Addition Financial Arena in Orlando, Florida, USA",AEW Dark: Elevation #34,male
450,2021-10-23,All Elite Wrestling,False,Paul Wight,,"Arjun Singh,Carlie Bravo,Cole Karter",,,,134,"Addition Financial Arena in Orlando, Florida, USA",AEW Dark: Elevation #34,male
451,2021-10-16,All Elite Wrestling,False,Frankie Kazarian,,Aaron Solo,,,,356,"James L. Knight Center in Miami, Florida, USA",AEW Dark #113,male
452,2021-10-16,All Elite Wrestling,False,Jamie Hayter,,Tiffany Nieves,,,,61,"James L. Knight Center in Miami, Florida, USA",AEW Dark #113,female
453,2021-10-16,All Elite Wrestling,False,"Kris Statlander,Red Velvet,Thunder Rosa",,"Diamante,Emi Sakura,Nyla Rose",,,,245,"James L. Knight Center in Miami, Florida, USA",AEW Dark #113,female
454,2021-10-16,All Elite Wrestling,False,Lance Archer,,OT Fernandez,,,,122,"James L. Knight Center in Miami, Florida, USA",AEW Dark #113,male
455,2021-10-16,All Elite Wrestling,False,"Alan Angels,Colt Cabana,Stu Grayson,Ten",The Dark Order,"Jeff Parker,Matt Lee,Daniel Garcia,Serpentico",2point0,,,393,"James L. Knight Center in Miami, Florida, USA",AEW Dark #113,male
456,2021-10-16,All Elite Wrestling,False,"Austin Gunn,Billy Gunn,Colten Gunn",The Gunn Club,"Alex Chamberlain,Dean Alexander,Diamond Sheik",,,,179,"James L. Knight Center in Miami, Florida, USA",AEW Dark #113,male
457,2021-10-15,All Elite Wrestling,False,"Diamante,Emi Sakura,Nyla Rose",,"KiLynn King,Red Velvet",The Nightmare Family,,,411,"James L. Knight Center in Miami, Florida, USA",AEW Dark: Elevation #33,female
458,2021-10-15,All Elite Wrestling,False,Dustin Rhodes,,Gustavo,,,,78,"James L. Knight Center in Miami, Florida, USA",AEW Dark: Elevation #33,male
459,2021-10-15,All Elite Wrestling,False,"Ortiz,Santana",The Inner Circle,"Jaka,Sean Maluta",,,,281,"James L. Knight Center in Miami, Florida, USA",AEW Dark: Elevation #33,male
460,2021-10-15,All Elite Wrestling,False,Wardlow,,Will Austin,,,,113,"James L. Knight Center in Miami, Florida, USA",AEW Dark: Elevation #33,male
461,2021-10-06,All Elite Wrestling,False,"Cash Wheeler,Dax Harwood",FTR,"Lee Moriarty,LSG",,,,449,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dark: Elevation #32,male
462,2021-10-06,All Elite Wrestling,False,Joey Janela,,Crowbar,,,,375,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dark: Elevation #32,male
463,2021-10-06,All Elite Wrestling,False,Penelope Ford,,Notorious Mimi,,,,130,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dark: Elevation #32,female
