id,name,rating,name_of_the_event,date,promotion,type,location,arena,broadcast_type,broadcast_date,tv_station/network,commentary_by,attendance,tv_rating
18025,WWE Monday Night RAW #769,4.81,WWE Monday Night RAW #769,18.02.2008,World Wrestling Entertainment,TV-Show,"Anaheim, California, USA",Arrowhead Pond,Live,18.02.2008,USA Network,Jerry Lawler & Jim Ross,,3.97
17621,WWE Monday Night RAW #767,6.25,WWE Monday Night RAW #767,04.02.2008,World Wrestling Entertainment,TV-Show,"Austin, Texas, USA",Frank Erwin Center,Taped,04.02.2008,USA Network,Jerry Lawler & Jim Ross,13.552,3.6
17636,WWE Monday Night RAW #768,7.5,WWE Monday Night RAW #768,04.02.2008,World Wrestling Entertainment,TV-Show,"Austin, Texas, USA",Frank Erwin Center,Taped,11.02.2008,USA Network,Jim Ross & Jerry Lawler,13.552,3.4
17396,WWE Monday Night RAW #766,5.32,WWE Monday Night RAW #766,28.01.2008,World Wrestling Entertainment,TV-Show,"Philadelphia, Pennsylvania, USA",Wachovia Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.9
17155,WWE Monday Night RAW #765,5.54,WWE Monday Night RAW #765,21.01.2008,World Wrestling Entertainment,TV-Show,"Hampton, Virginia, USA",Hampton Coliseum,Live,,USA Network,Jim Ross & Jerry Lawler,,3.5
16762,WWE Monday Night RAW #764,6.03,WWE Monday Night RAW #764,14.01.2008,World Wrestling Entertainment,TV-Show,"Mobile, Alabama, USA",Civic Center,Taped,14.01.2008,USA Network,Jim Ross & Jerry Lawler,,3.6
16438,WWE Monday Night RAW #763,6.73,WWE Monday Night RAW #763,07.01.2008,World Wrestling Entertainment,TV-Show,"Uncasville, Connecticut, USA",Mohegan Sun Casino,Taped,07.01.2008,USA Network,Jim Ross & Jerry Lawler,ca. 7.000,3.2
15928,WWE Monday Night RAW #762,7.89,WWE Monday Night RAW #762,29.12.2007,World Wrestling Entertainment,TV-Show,"Greensboro, North Carolina, USA",Greensboro Coliseum,Taped,31.12.2007,USA Network,Jim Ross & Jerry Lawler,,2.6
15508,WWE Monday Night RAW #760,6.71,WWE Monday Night RAW #760,17.12.2007,World Wrestling Entertainment,TV-Show,"Buffalo, New York, USA",HSBC Arena,Live,17.12.2007,USA Network,Jim Ross & Jerry Lawler,,3.5
15322,WWE Monday Night RAW #759 - 15th Anniversary,9.25,WWE Monday Night RAW #759 - 15th Anniversary,10.12.2007,World Wrestling Entertainment,TV-Show,"Bridgeport, Connecticut, USA",Arena At Harbor Yard,Live,10.12.2007,USA Network,Jim Ross & Jerry Lawler,,4.1
15280,WWE Monday Night RAW #761 - Tribute To The Troops,4.4,WWE Monday Night RAW #761 - Tribute To The Troops,07.12.2007,World Wrestling Entertainment,TV-Show,"Bagdad, Irak",Camp Victory,Taped,24.12.2007,USA Network,Michael Cole & Jerry Lawler,,2.5
15196,WWE Monday Night RAW #758,6.0,WWE Monday Night RAW #758,03.12.2007,World Wrestling Entertainment,TV-Show,"North Charleston, South Carolina, USA",North Charleston Coliseum,Live,03.12.2007,USA Network,Jerry Lawler & Jim Ross,,3.2
15076,WWE Monday Night RAW #757,8.33,WWE Monday Night RAW #757,26.11.2007,World Wrestling Entertainment,TV-Show,"Charlotte, North Carolina, USA",Charlotte Bobcats Arena,Live,26.11.2007,USA Network,Jim Ross & Jerry Lawler,,3.5
14920,WWE Monday Night RAW #756,8.49,WWE Monday Night RAW #756,19.11.2007,World Wrestling Entertainment,TV-Show,"Sunrise, Florida, USA",BankAtlantic Center,Live,19.11.2007,USA Network,Jim Ross & Jerry Lawler,ca. 7.000,3.5
14739,WWE Monday Night RAW #755,7.27,WWE Monday Night RAW #755,12.11.2007,World Wrestling Entertainment,TV-Show,"Topeka, Kansas, USA",Kansas Expocenter,Live,,USA Network,Jim Ross & Jerry Lawler,,3.5
14531,WWE Monday Night RAW #754,6.29,WWE Monday Night RAW #754,05.11.2007,World Wrestling Entertainment,TV-Show,"Los Angeles, California, USA",Staples Center,Live,05.11.2007,USA Network,Jim Ross & Jerry Lawler,17.133,3.8
14430,WWE Monday Night RAW #753,3.53,WWE Monday Night RAW #753,29.10.2007,World Wrestling Entertainment,TV-Show,"Philadelphia, Pennsylvania, USA",Wachovia Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.5
14306,WWE Monday Night RAW #752,6.55,WWE Monday Night RAW #752,22.10.2007,World Wrestling Entertainment,TV-Show,"Omaha, Nebraska, USA",Qwest Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.3
14118,WWE Monday Night RAW #751,5.31,WWE Monday Night RAW #751,15.10.2007,World Wrestling Entertainment,TV-Show,"Birmingham, West Midlands, England, UK",National Indoor Arena,Taped,15.10.2007,USA Network,Jim Ross & Jerry Lawler,,3.3
14028,WWE Monday Night RAW #750,6.46,WWE Monday Night RAW #750,08.10.2007,World Wrestling Entertainment,TV-Show,"Grand Rapids, Michigan, USA",Van Andel Arena,Live,,USA Network,Jim Ross & Jerry Lawler,,2.8
13962,WWE Monday Night RAW #749,5.0,WWE Monday Night RAW #749,01.10.2007,World Wrestling Entertainment,TV-Show,"Cleveland, Ohio, USA",Quicken Loans Arena,Live,01.10.2007,USA Network,Jerry Lawler & Jim Ross,,3.2
13887,WWE Monday Night RAW #748,4.85,WWE Monday Night RAW #748,24.09.2007,World Wrestling Entertainment,TV-Show,"Milwaukee, Wisconsin, USA",Bradley Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.4
13786,WWE Monday Night RAW #747,3.26,WWE Monday Night RAW #747,17.09.2007,World Wrestling Entertainment,TV-Show,"Nashville, Tennessee, USA",The Sommet Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.3
13694,WWE Monday Night RAW #746,5.4,WWE Monday Night RAW #746,10.09.2007,World Wrestling Entertainment,TV-Show,"Green Bay, Wisconsin, USA",Resch Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.9
13455,WWE Monday Night RAW #745,6.21,WWE Monday Night RAW #745,02.09.2007,World Wrestling Entertainment,TV-Show,"Columbus, Ohio, USA",Civic Center,Taped,03.09.2007,,Jim Ross & Jerry Lawler,,
13341,WWE Monday Night RAW #744,7.23,WWE Monday Night RAW #744,27.08.2007,World Wrestling Entertainment,TV-Show,"Boston, Massachusetts, USA",TD Banknorth Garden,Live,27.08.2007,,Jim Ross & Jerry Lawler,15.135,
13219,WWE Monday Night RAW #743,6.2,WWE Monday Night RAW #743,20.08.2007,World Wrestling Entertainment,TV-Show,"Fayetteville, North Carolina, USA",Crown Coliseum,Live,,USA Network,Jim Ross & Tazz,,3.8
13087,WWE Monday Night RAW #742,5.75,WWE Monday Night RAW #742,13.08.2007,World Wrestling Entertainment,TV-Show,"New York City, New York, USA",Madison Square Garden,Live,,USA Network,"Jim Ross, Jerry Lawler & Todd Grisham",,3.8
12943,WWE Monday Night RAW #741,6.5,WWE Monday Night RAW #741,06.08.2007,World Wrestling Entertainment,TV-Show,"Buffalo, New York, USA",HSBC Arena,Live,,USA Network,Jim Ross & Jerry Lawler,,3.8
12789,WWE Monday Night RAW #740,6.92,WWE Monday Night RAW #740,30.07.2007,World Wrestling Entertainment,TV-Show,"Tucson, Arizona, USA",Tucson Convention Center,Live,30.07.2007,USA Network,Jerry Lawler & Jim Ross,,2.5
12692,WWE Monday Night RAW #739,6.88,WWE Monday Night RAW #739,23.07.2007,World Wrestling Entertainment,TV-Show,"Sacramento, California, USA",Arco Arena,Taped,,USA Network,Jim Ross & Jerry Lawler,,3.4
12548,WWE Monday Night RAW #738,7.0,WWE Monday Night RAW #738,16.07.2007,World Wrestling Entertainment,TV-Show,"Corpus Christi, Texas, USA",American Bank Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.4
12394,WWE Monday Night RAW #737,4.89,WWE Monday Night RAW #737,09.07.2007,World Wrestling Entertainment,TV-Show,"Lafayette, Louisiana, USA",Lafayette Cajundome,Live,09.07.2007,USA Network,Jerry Lawler & Jim Ross,,3.4
12305,WWE Monday Night RAW #736,6.45,WWE Monday Night RAW #736,02.07.2007,World Wrestling Entertainment,TV-Show,"Dallas, Texas, USA",American Airlines Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.7
12036,WWE Monday Night RAW #734,6.0,WWE Monday Night RAW #734,18.06.2007,World Wrestling Entertainment,TV-Show,"Richmond, Virginia, USA",Richmond Coliseum,Live,,,Jim Ross & Jerry Lawler,,
11925,WWE Monday Night RAW #733 - Draft Special,7.42,WWE Monday Night RAW #733 - Draft Special,11.06.2007,World Wrestling Entertainment,TV-Show,"Wilkes-Barre, Pennsylvania, USA",Vachovia Center,Live,11.06.2007,USA Network,"Jim Ross, Jerry Lawler, Michael Cole, John Bradshaw Layfield, Joey Styles & Tazz",,3.8
11740,WWE Monday Night RAW #732,6.85,WWE Monday Night RAW #732,04.06.2007,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",St. Pete Times Forum,Live,,USA Network,Jim Ross & Jerry Lawler,,3.8
11649,WWE Monday Night RAW #731,6.58,WWE Monday Night RAW #731,28.05.2007,World Wrestling Entertainment,TV-Show,"Toronto, Ontario, Canada",Air Canada Centre,Live,28.05.2007,USA Network,Jim Ross & Jerry Lawler,,3.2
11549,WWE Monday Night RAW #730,2.53,WWE Monday Night RAW #730,21.05.2007,World Wrestling Entertainment,TV-Show,"Moline, Illinois, USA",Mark Of The Quad,Live,,USA Network,Jim Ross & Jerry Lawler,,3.7
11313,WWE Monday Night RAW #729,5.2,WWE Monday Night RAW #729,14.05.2007,World Wrestling Entertainment,TV-Show,"Hampton, Virginia, USA",Hampton Coliseum,Live,,USA Network,Jim Ross & Jerry Lawler,,3.6
11124,WWE Monday Night RAW #728,5.85,WWE Monday Night RAW #728,07.05.2007,World Wrestling Entertainment,TV-Show,"State College, Pennsylvania, USA",Bryce Jordan Center,Live,07.05.2007,USA Network,Jim Ross & Jerry Lawler,,3.6
11052,WWE Monday Night RAW #727,7.07,WWE Monday Night RAW #727,30.04.2007,World Wrestling Entertainment,TV-Show,"Nashville, Tennessee, USA",Gaylord Entertainment Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.6
10970,WWE Monday Night RAW #726,8.86,WWE Monday Night RAW #726,23.04.2007,World Wrestling Entertainment,TV-Show,"London, England, UK",Earl's Court,Taped,23.04.2007,USA Network,Jim Ross & Jerry Lawler,ca. 11.500,3.7
10778,WWE Monday Night RAW #725,6.56,WWE Monday Night RAW #725,16.04.2007,World Wrestling Entertainment,TV-Show,"Mailand, Italien",DutchForum,Live,16.04.2007,,Jim Ross & Jerry Lawler,,
10671,WWE Monday Night RAW #724,5.92,WWE Monday Night RAW #724,09.04.2007,World Wrestling Entertainment,TV-Show,"Bridgeport, Connecticut, USA",Arena At Harbor Yard,Live,09.04.2007,USA Network,Jerry Lawler & Jim Ross,,3.9
10617,WWE Monday Night RAW #723,5.36,WWE Monday Night RAW #723,02.04.2007,World Wrestling Entertainment,TV-Show,"Dayton, Ohio, USA",Nutter Center,Live,02.04.2007,USA Network,Jerry Lawler & Jim Ross,,4.3
10547,WWE Monday Night RAW #722,7.18,WWE Monday Night RAW #722,26.03.2007,World Wrestling Entertainment,TV-Show,"Rosemont, Illinois, USA",Allstate Arena,Live,26.03.2007,USA Network,Jim Ross & Jerry Lawler,ca. 15.000,3.9
10476,WWE Monday Night RAW #721,5.63,WWE Monday Night RAW #721,19.03.2007,World Wrestling Entertainment,TV-Show,"Indianapolis, Indiana, USA",Conseco Fieldhouse,Live,,USA Network,"Jim Ross, Jerry Lawler & Todd Grisham",,3.7
10389,WWE Monday Night RAW #720,6.8,WWE Monday Night RAW #720,12.03.2007,World Wrestling Entertainment,TV-Show,"Washington, District Of Columbia, USA",Verizon Center,Live,,USA Network,Jim Ross & Jerry Lawler,,4.1
10345,WWE Monday Night RAW #719,6.2,WWE Monday Night RAW #719,05.03.2007,World Wrestling Entertainment,TV-Show,"Phoenix, Arizona, USA",US Airways Center,Live,05.03.2007,USA Network,Jim Ross & Jerry Lawler,,4.0
10308,WWE Monday Night RAW #718,7.67,WWE Monday Night RAW #718,26.02.2007,World Wrestling Entertainment,TV-Show,"Fresno, California, USA",Save Mart Center at Fresno State University,Live,,USA Network,Jerry Lawler & Jim Ross,,4.3
10276,WWE Monday Night RAW #717,7.83,WWE Monday Night RAW #717,19.02.2007,World Wrestling Entertainment,TV-Show,"Bakersfield, California, USA",Rabobank Arena,Live,19.02.2007,USA Network,Jim Ross & Jerry Lawler,,4.0
10160,WWE Monday Night RAW #716,6.11,WWE Monday Night RAW #716,12.02.2007,World Wrestling Entertainment,TV-Show,"Portland, Oregon, USA",Rose Garden,Taped,15.02.2007,USA Network,Jerry Lawler & Jim Ross,,3.0
10079,WWE Monday Night RAW #715,6.4,WWE Monday Night RAW #715,05.02.2007,World Wrestling Entertainment,TV-Show,"Sioux City, Iowa, USA",Tyson Event Center,Live,05.02.2007,USA Network,Jerry Lawler & Jim Ross,,4.1
10007,WWE Monday Night RAW #714,5.83,WWE Monday Night RAW #714,29.01.2007,World Wrestling Entertainment,TV-Show,"Dallas, Texas, USA",American Airlines Arena,Live,29.01.2007,USA Network,Jim Ross & Jerry Lawler,17.115,4.2
9928,WWE Monday Night RAW #713,6.44,WWE Monday Night RAW #713,22.01.2007,World Wrestling Entertainment,TV-Show,"Lafayette, Louisiana, USA",Cajundome,Live,,USA Network,Jim Ross & Jerry Lawler,,4.1
9886,WWE Monday Night RAW #712,5.92,WWE Monday Night RAW #712,15.01.2007,World Wrestling Entertainment,TV-Show,"Bossier City, Louisiana, USA",CenturyTel Center,Live,,USA Network,Jim Ross & Jerry Lawler,,4.1
9825,WWE Monday Night RAW #711,2.71,WWE Monday Night RAW #711,08.01.2007,World Wrestling Entertainment,TV-Show,"St. Louis, Missouri, USA",Scottrade Center,Live,,USA Network,Jerry Lawler & Jim Ross,,3.7
9668,WWE Monday Night RAW #710,4.67,WWE Monday Night RAW #710,01.01.2007,World Wrestling Entertainment,TV-Show,"Miami, Florida, USA",AmericanAirlines Arena,Live,01.01.2007,USA Network,Jerry Lawler & Jim Ross,15.169,3.9
9613,WWE Monday Night RAW #708,7.2,WWE Monday Night RAW #708,18.12.2006,World Wrestling Entertainment,TV-Show,"Washington, District Of Columbia, USA",Verizon Center,Live,18.12.2006,USA Network,Jim Ross & Jerry Lawler,,3.5
9594,WWE Monday Night RAW #707,,WWE Monday Night RAW #707,11.12.2006,World Wrestling Entertainment,TV-Show,"Uncasville, Connecticut, USA",Mohegan Sun Casino,Live,,USA Network,Jim Ross & Jerry Lawler,,3.8
9563,WWE Monday Night RAW #709 - Tribute To The Troops,4.42,WWE Monday Night RAW #709 - Tribute To The Troops,07.12.2006,World Wrestling Entertainment,TV-Show,"Bagdad, Irak",Camp Victory,Taped,25.12.2006,USA Network,Jim Ross & Jerry Lawler,ca. 3.000,2.7
9427,WWE Monday Night RAW #706,,WWE Monday Night RAW #706,04.12.2006,World Wrestling Entertainment,TV-Show,"North Charleston, South Carolina, USA",North Charleston Coliseum,Live,,USA Network,Jerry Lawler & Jim Ross,,3.7
9253,WWE Monday Night RAW #705,5.14,WWE Monday Night RAW #705,27.11.2006,World Wrestling Entertainment,TV-Show,"Pittsburgh, Pennsylvania, USA",Mellon Arena,Live,27.11.2006,USA Network,Jim Ross & Jerry Lawler,,3.8
9132,WWE Monday Night RAW #704,,WWE Monday Night RAW #704,20.11.2006,World Wrestling Entertainment,TV-Show,"Baltimore, Maryland, USA",First Mariner Arena,Live,20.11.2006,USA Network,Jerry Lawler & Jim Ross,,3.8
8967,WWE Monday Night RAW #703,,WWE Monday Night RAW #703,13.11.2006,World Wrestling Entertainment,TV-Show,"Manchester, England, UK",Manchester Evening News Arena,Live,13.11.2006,USA Network,"Jim Ross, Jerry Lawler & Todd Grisham",,3.8
8816,WWE Monday Night RAW #702,,WWE Monday Night RAW #702,06.11.2006,World Wrestling Entertainment,TV-Show,"Columbus, Ohio, USA",Civic Center,Live,06.11.2006,USA Network,Jerry Lawler & Jim Ross,,3.7
8726,WWE Monday Night RAW #701,,WWE Monday Night RAW #701,30.10.2006,World Wrestling Entertainment,TV-Show,"Moline, Illinois, USA",The MARK of the Quad Cities,Live,,USA Network,Jim Ross & Jerry Lawler,,3.6
8650,WWE Monday Night RAW #700,,WWE Monday Night RAW #700,23.10.2006,World Wrestling Entertainment,TV-Show,"Rosemont, Illinois, USA",Allstate Arena,Live,23.10.2006,USA Network,Jim Ross & Jerry Lawler,,3.6
8563,WWE Monday Night RAW #699,,WWE Monday Night RAW #699,15.10.2006,World Wrestling Entertainment,TV-Show,"Los Angeles, California, USA",Staples Center,Taped,16.10.2006,USA Network,Jerry Lawler & Jim Ross,,3.7
8505,WWE Monday Night RAW #698 - Family Reunion,6.13,WWE Monday Night RAW #698 - Family Reunion,09.10.2006,World Wrestling Entertainment,TV-Show,"Columbia, South Carolina, USA",Colonial Center,Live,,USA Network,"Michael Cole, Tazz, John Bradshaw Layfield, Jerry Lawler, Jim Ross & Joey Styles",,3.8
8383,WWE Monday Night RAW #697,5.57,WWE Monday Night RAW #697,02.10.2006,World Wrestling Entertainment,TV-Show,"Topeka, Kansas, USA",Kansas Expocenter,Live,,USA Network,Jerry Lawler & Jim Ross,,3.6
8273,WWE Monday Night RAW #696,4.5,WWE Monday Night RAW #696,25.09.2006,World Wrestling Entertainment,TV-Show,"Oklahoma City, Oklahoma, USA",Ford Center,Live,25.09.2006,USA Network,Jerry Lawler & Jim Ross,,3.4
8192,WWE Monday Night RAW #695,,WWE Monday Night RAW #695,18.09.2006,World Wrestling Entertainment,TV-Show,"Montreal, Quebec, Canada",Bell Centre,Live,18.09.2006,USA Network,Jim Ross & Jerry Lawler,ca. 13.500,3.7
7940,WWE Monday Night RAW #694,5.57,WWE Monday Night RAW #694,11.09.2006,World Wrestling Entertainment,TV-Show,"New York City, New York, USA",Madison Square Garden,Live,11.09.2006,USA Network,Jim Ross & Jerry Lawler,17.298,3.6
7743,WWE Monday Night RAW #693,,WWE Monday Night RAW #693,04.09.2006,World Wrestling Entertainment,TV-Show,"Atlanta, Georgia, USA",Philips Arena,Live,04.09.2006,USA Network,Jim Ross & Jerry Lawler,,3.6
7694,WWE Monday Night RAW #692,5.71,WWE Monday Night RAW #692,28.08.2006,World Wrestling Entertainment,TV-Show,"Atlantic City, New Jersey, USA",Atlantic City Boardwalk Hall,Live,28.08.2006,USA Network,Jim Ross & Jerry Lawler,,3.4
7606,WWE Monday Night RAW #691,6.57,WWE Monday Night RAW #691,21.08.2006,World Wrestling Entertainment,TV-Show,"Bridgeport, Connecticut, USA",Arena At Harbor Yard,Live,21.08.2006,USA Network,Jerry Lawler & Jim Ross,,4.1
7529,WWE Monday Night RAW #690,5.0,WWE Monday Night RAW #690,14.08.2006,World Wrestling Entertainment,TV-Show,"Charlottesville, Virginia, USA",John Paul Jones Arena,Live,14.08.2006,USA Network,Jim Ross & Jerry Lawler,,4.1
7424,WWE Monday Night RAW #689,,WWE Monday Night RAW #689,07.08.2006,World Wrestling Entertainment,TV-Show,"Memphis, Tennessee, USA",FedExForum,Live,07.08.2006,USA Network,Jim Ross & Jerry Lawler,,4.2
7363,WWE Monday Night RAW #688,4.33,WWE Monday Night RAW #688,31.07.2006,World Wrestling Entertainment,TV-Show,"East Rutherford, New Jersey, USA",Izod Center,Live,31.07.2006,USA Network,Jim Ross & Jerry Lawler,17.401,4.1
7268,WWE Monday Night RAW #687,,WWE Monday Night RAW #687,24.07.2006,World Wrestling Entertainment,TV-Show,"Cleveland, Ohio, USA",Quicken Loans Arena,Live,24.07.2006,USA Network,Jerry Lawler & Jim Ross,,3.8
7122,WWE Monday Night RAW #686,4.0,WWE Monday Night RAW #686,17.07.2006,World Wrestling Entertainment,TV-Show,"San Antonio, Texas, USA",AT&T Center,Live,17.07.2006,USA Network,Jim Ross & Jerry Lawler,,4
7002,WWE Monday Night RAW #685,4.67,WWE Monday Night RAW #685,10.07.2006,World Wrestling Entertainment,TV-Show,"Sioux City, Iowa, USA",Gateway Arena,Live,,USA Network,Jim Ross & Jerry Lawler,,3.9
6704,WWE Monday Night RAW #684,8.09,WWE Monday Night RAW #684,03.07.2006,World Wrestling Entertainment,TV-Show,"Philadelphia, Pennsylvania, USA",Wachovia Center,Live,03.07.2006,USA Network,Jim Ross & Jerry Lawler,15.903,3.6
6580,WWE Monday Night RAW #683,7.13,WWE Monday Night RAW #683,26.06.2006,World Wrestling Entertainment,TV-Show,"Fayetteville, North Carolina, USA",Crown Center Of Cumberland County,Live,,USA Network,Jerry Lawler & Jim Ross,,4
6514,WWE Monday Night RAW #682,,WWE Monday Night RAW #682,19.06.2006,World Wrestling Entertainment,TV-Show,"Rochester, New York, USA",Blue Cross Arena,Live,,USA Network,Jerry Lawler & Jim Ross,,4.3
6499,WWE Monday Night RAW #681,,WWE Monday Night RAW #681,12.06.2006,World Wrestling Entertainment,TV-Show,"State College, Pennsylvania, USA",Bryce Jordan Center,Live,12.06.2006,USA Network,Jim Ross & Jerry Lawler,,4.3
6469,WWE Monday Night RAW #680,,WWE Monday Night RAW #680,05.06.2006,World Wrestling Entertainment,TV-Show,"Pittsburgh, Pennsylvania, USA",Mellon Arena,Live,05.06.2006,USA Network,Jerry Lawler & Jim Ross,,4.0
6418,WWE Monday Night RAW #679,,WWE Monday Night RAW #679,29.05.2006,World Wrestling Entertainment,TV-Show,"Tacoma, Washington, USA",Tacoma Dome,Live,,USA Network,Jim Ross & Jerry Lawler,,3.8
6398,WWE Monday Night RAW #678,,WWE Monday Night RAW #678,22.05.2006,World Wrestling Entertainment,TV-Show,"Las Vegas, Nevada, USA",Thomas & Mack Center,Live,,USA Network,Jim Ross & Jerry Lawler,,3.7
6371,WWE Monday Night RAW #677,,WWE Monday Night RAW #677,15.05.2006,World Wrestling Entertainment,TV-Show,"Lubbock, Texas, USA",Texas Tech University,Live,15.05.2006,USA Network,Jerry Lawler & Jim Ross,,4
6341,WWE Monday Night RAW #676,,WWE Monday Night RAW #676,08.05.2006,World Wrestling Entertainment,TV-Show,"Anaheim, California, USA",Arrowhead Pond,Live,08.05.2006,USA Network,Jim Ross & Jerry Lawler,15.290,4.1
6300,WWE Monday Night RAW #675,,WWE Monday Night RAW #675,01.05.2006,World Wrestling Entertainment,TV-Show,"Columbus, Ohio, USA",Nationwide Arena,Live,,USA Network,"Joey Styles, Jerry Lawler & Todd Grisham",,4.0
6174,WWE Monday Night RAW #674,,WWE Monday Night RAW #674,21.04.2006,World Wrestling Entertainment,TV-Show,"London, England, UK",Wembley Arena,Taped,24.04.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4.1
6065,WWE Monday Night RAW #673,,WWE Monday Night RAW #673,17.04.2006,World Wrestling Entertainment,TV-Show,"St. Louis, Missouri, USA",Savvis Center,Live,,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4.3
6025,WWE Monday Night RAW #672,,WWE Monday Night RAW #672,10.04.2006,World Wrestling Entertainment,TV-Show,"Milwaukee, Wisconsin, USA",Bradley Center,Live,,USA Network,"Joey Styles, Jerry Lawler & Jonathan Coachman",,4.2
5983,WWE Monday Night RAW #671,,WWE Monday Night RAW #671,03.04.2006,World Wrestling Entertainment,TV-Show,"Rosemont, Illinois, USA",Allstate Arena,Live,03.04.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4.1
5949,WWE Monday Night RAW #670,,WWE Monday Night RAW #670,27.03.2006,World Wrestling Entertainment,TV-Show,"Omaha, Nebraska, USA",Qwest Center,Live,,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4.3
5908,WWE Monday Night RAW #669,7.57,WWE Monday Night RAW #669,20.03.2006,World Wrestling Entertainment,TV-Show,"Memphis, Tennessee, USA",FedExForum,Live,,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4.3
5784,WWE Monday Night RAW #668,4.17,WWE Monday Night RAW #668,13.03.2006,World Wrestling Entertainment,TV-Show,"Beaumont, Texas, USA",Ford Arena,Live,,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4.2
5585,WWE Monday Night RAW #667,2.83,WWE Monday Night RAW #667,06.03.2006,World Wrestling Entertainment,TV-Show,"Birmingham, Alabama, USA",BJCC Arena,Live,,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4
5511,WWE Monday Night RAW #666,5.0,WWE Monday Night RAW #666,27.02.2006,World Wrestling Entertainment,TV-Show,"Washington, District Of Columbia, USA",MCI Center,Live,27.02.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4
5449,WWE Monday Night RAW #665,,WWE Monday Night RAW #665,20.02.2006,World Wrestling Entertainment,TV-Show,"Trenton, New Jersey, USA",Sovereign Bank Arena,Live,20.02.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",,4
5437,WWE Thursday Night RAW #664,4.5,WWE Thursday Night RAW #664,13.02.2006,World Wrestling Entertainment,TV-Show,"Greensboro, North Carolina, USA",Greensboro Coliseum,Taped,16.02.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 8.000,3.3
5298,WWE Monday Night RAW #663,,WWE Monday Night RAW #663,06.02.2006,World Wrestling Entertainment,TV-Show,"Atlanta, Georgia, USA",Philips Arena,Live,06.02.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 10.000,4.5
5240,WWE Monday Night RAW #662,5.17,WWE Monday Night RAW #662,30.01.2006,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",TD Waterhouse Center,Live,,USA Network,"Joey Styles, Jerry Lawler & Jonathan Coachman",,4.5
5217,WWE Monday Night RAW #661,3.56,WWE Monday Night RAW #661,23.01.2006,World Wrestling Entertainment,TV-Show,"Charlotte, North Carolina, USA",Bobcats Arena,Live,23.01.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 7.900,4.5
5192,WWE Monday Night RAW #660,7.64,WWE Monday Night RAW #660,16.01.2006,World Wrestling Entertainment,TV-Show,"Raleigh, North Carolina, USA",RBC Center,Live,16.01.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 7.500,4.3
5160,WWE Monday Night RAW #659,4.38,WWE Monday Night RAW #659,09.01.2006,World Wrestling Entertainment,TV-Show,"Hershey, Pennsylvania, USA",Giant Center,Live,09.01.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 5.500,4.3
5139,WWE Monday Night RAW #658,6.75,WWE Monday Night RAW #658,02.01.2006,World Wrestling Entertainment,TV-Show,"East Rutherford, New Jersey, USA",Continental Airlines Arena,Live,02.01.2006,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 14.500,3.7
5101,WWE Monday Night RAW #657,,WWE Monday Night RAW #657,26.12.2005,World Wrestling Entertainment,TV-Show,"Bridgeport, Connecticut, USA",Arena At Harbor Yard,Live,,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 6.500,3.6
5056,WWE Monday Night RAW #655,,WWE Monday Night RAW #655,12.12.2005,World Wrestling Entertainment,TV-Show,"Boston, Massachusetts, USA",TD Banknorth Arena,Live,12.12.2005,USA Network,"Joey Styles, Jonathan Coachman & Jerry Lawler",ca. 7.500,4.1
5063,WWE Monday Night RAW #656 - Holiday With The Troops,,WWE Monday Night RAW #656 - Holiday With The Troops,09.12.2005,World Wrestling Entertainment,TV-Show,"Bagram, Afghanistan",Bagram Air Base,Taped,19.12.2005,USA Network,"Jonathan Coachman, Joey Styles & Jerry Lawler",ca. 5.000,3.7
