id,name,rating,name_of_the_event,date,promotion,type,location,arena,broadcast_type,broadcast_date,tv_station/network,commentary_by,attendance,tv_rating
343687,WWE Monday Night RAW #1519,6.61,WWE Monday Night RAW #1519,04.07.2022,World Wrestling Entertainment,TV-Show,"San Diego, California, USA",Pechanga Arena,Live,04.07.2022,USA Network,"Byron Saxton, Corey Graves & Kevin Patrick",,
343686,WWE Monday Night RAW #1518,6.61,WWE Monday Night RAW #1518,27.06.2022,World Wrestling Entertainment,TV-Show,"Laredo, Texas, USA",Sames Auto Arena,Live,27.06.2022,USA Network,"Asuka, Byron Saxton, Corey Graves & Jimmy Smith",8.240,
343685,WWE Monday Night RAW #1517,6.2,WWE Monday Night RAW #1517,20.06.2022,World Wrestling Entertainment,TV-Show,"Lincoln, Nebraska, USA",Pinnacle Bank Arena,Live,20.06.2022,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & The Miz",,
343684,WWE Monday Night RAW #1516,5.94,WWE Monday Night RAW #1516,13.06.2022,World Wrestling Entertainment,TV-Show,"Wichita, Kansas, USA",Intrust Bank Arena,Live,13.06.2022,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & The Miz",,
343683,WWE Monday Night RAW #1515,6.24,WWE Monday Night RAW #1515,06.06.2022,World Wrestling Entertainment,TV-Show,"Green Bay, Wisconsin, USA",Resch Center,Live,06.06.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 5.600,
339839,WWE Monday Night RAW #1514,5.54,WWE Monday Night RAW #1514,30.05.2022,World Wrestling Entertainment,TV-Show,"Des Moines, Iowa, USA",Wells Fargo Arena,Live,30.05.2022,USA Network,"Becky Lynch, Byron Saxton, Corey Graves, Jimmy Smith & Theory",5.908,
339837,WWE Monday Night RAW #1513,5.46,WWE Monday Night RAW #1513,23.05.2022,World Wrestling Entertainment,TV-Show,"Evansville, Indiana, USA",Ford Center,Live,23.05.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
339835,WWE Monday Night RAW #1512,6.32,WWE Monday Night RAW #1512,16.05.2022,World Wrestling Entertainment,TV-Show,"Norfolk, Virginia, USA",Scope Arena,Live,16.05.2022,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & Kevin Owens",,
339833,WWE Monday Night RAW #1511,6.23,WWE Monday Night RAW #1511,09.05.2022,World Wrestling Entertainment,TV-Show,"Hartford, Connecticut, USA",XL Center,Live,09.05.2022,USA Network,"Becky Lynch, Byron Saxton, Corey Graves & Jimmy Smith",6.996,
339831,WWE Monday Night RAW #1510,6.43,WWE Monday Night RAW #1510,02.05.2022,World Wrestling Entertainment,TV-Show,"Greensboro, North Carolina, USA",Greensboro Coliseum,Live,02.05.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
339829,WWE Monday Night RAW #1509,6.7,WWE Monday Night RAW #1509,25.04.2022,World Wrestling Entertainment,TV-Show,"Knoxville, Tennessee, USA",Thompson-Boling Arena,Live,25.04.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
339827,WWE Monday Night RAW #1508,5.86,WWE Monday Night RAW #1508,18.04.2022,World Wrestling Entertainment,TV-Show,"Buffalo, New York, USA",KeyBank Center,Live,18.04.2022,USA Network,"Byron Saxton, Jerry Lawler & Jimmy Smith",,
339586,WWE Monday Night RAW #1507,5.93,WWE Monday Night RAW #1507,11.04.2022,World Wrestling Entertainment,TV-Show,"Detroit, Michigan, USA",Little Caesars Arena,Live,11.04.2022,USA Network,"Byron Saxton, Jerry Lawler & Jimmy Smith",,
335700,WWE Monday Night RAW #1506,4.54,WWE Monday Night RAW #1506,04.04.2022,World Wrestling Entertainment,TV-Show,"Dallas, Texas, USA",American Airlines Center,Live,04.04.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
335699,WWE Monday Night RAW #1505 - WrestleMania RAW,3.4,WWE Monday Night RAW #1505 - WrestleMania RAW,28.03.2022,World Wrestling Entertainment,TV-Show,"Pittsburgh, Pennsylvania, USA",PPG Paints Arena,Live,28.03.2022,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & Michael Cole",,
335697,WWE Monday Night RAW #1504,6.2,WWE Monday Night RAW #1504,21.03.2022,World Wrestling Entertainment,TV-Show,"Rosemont, Illinois, USA",Allstate Arena,Live,21.03.2022,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith, Pat McAfee & The Miz",,
335695,WWE Monday Night RAW #1503,4.49,WWE Monday Night RAW #1503,14.03.2022,World Wrestling Entertainment,TV-Show,"Jacksonville, Florida, USA",VyStar Veterans Memorial Arena,Live,14.03.2022,USA Network,"Austin Theory, Byron Saxton, Corey Graves, Jimmy Smith, Logan Paul & The Miz",,
335693,WWE Monday Night RAW #1502,6.49,WWE Monday Night RAW #1502,07.03.2022,World Wrestling Entertainment,TV-Show,"Cleveland, Ohio, USA",Rocket Mortgage Fieldhouse,Live,07.03.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
335690,WWE Monday Night RAW #1501,6.65,WWE Monday Night RAW #1501,28.02.2022,World Wrestling Entertainment,TV-Show,"Columbus, Ohio, USA",Nationwide Arena,Live,28.02.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
335689,WWE Monday Night RAW #1500,6.56,WWE Monday Night RAW #1500,21.02.2022,World Wrestling Entertainment,TV-Show,"Columbia, South Carolina, USA",Colonial Life Arena,Live,21.02.2022,USA Network,"Becky Lynch, Byron Saxton, Corey Graves & Jimmy Smith",,
334596,WWE Monday Night RAW #1499,6.38,WWE Monday Night RAW #1499,14.02.2022,World Wrestling Entertainment,TV-Show,"Indianapolis, Indiana, USA",Gainbridge Fieldhouse,Live,14.02.2022,Syfy,"Byron Saxton, Corey Graves, Jimmy Smith, Maryse, The Miz & Tommaso Ciampa",5.108,
334595,WWE Monday Night RAW #1498,5.78,WWE Monday Night RAW #1498,07.02.2022,World Wrestling Entertainment,TV-Show,"Denver, Colorado, USA",Ball Arena,Live,07.02.2022,Syfy,"Byron Saxton, Corey Graves & Jimmy Smith",6.138,
333207,WWE Monday Night RAW #1497,6.6,WWE Monday Night RAW #1497,31.01.2022,World Wrestling Entertainment,TV-Show,"Cincinnati, Ohio, USA",Heritage Bank Center,Live,31.01.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",5.562,
333205,WWE Monday Night RAW #1496,6.85,WWE Monday Night RAW #1496,24.01.2022,World Wrestling Entertainment,TV-Show,"Toledo, Ohio, USA",Huntington Center,Live,24.01.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",6.302,
333203,WWE Monday Night RAW #1495,4.83,WWE Monday Night RAW #1495,17.01.2022,World Wrestling Entertainment,TV-Show,"Tulsa, Oklahoma, USA",BOK Center,Live,17.01.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 4.400,
333201,WWE Monday Night RAW #1494,6.83,WWE Monday Night RAW #1494,10.01.2022,World Wrestling Entertainment,TV-Show,"Philadelphia, Pennsylvania, USA",Wells Fargo Center,Live,10.01.2022,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & Becky Lynch",ca. 5.700,
333199,WWE Monday Night RAW #1493,5.43,WWE Monday Night RAW #1493,03.01.2022,World Wrestling Entertainment,TV-Show,"Greenville, South Carolina, USA",Bon Secours Wellness Arena,Live,03.01.2022,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 5.200,
328583,WWE Monday Night RAW #1492,4.23,WWE Monday Night RAW #1492,27.12.2021,World Wrestling Entertainment,TV-Show,"Detroit, Michigan, USA",Little Caesars Arena,Live,27.12.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & MVP",,
328581,WWE Monday Night RAW #1491,4.56,WWE Monday Night RAW #1491,20.12.2021,World Wrestling Entertainment,TV-Show,"Milwaukee, Wisconsin, USA",Fiserv Forum,Live,20.12.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 5.200,
328579,WWE Monday Night RAW #1490,4.47,WWE Monday Night RAW #1490,13.12.2021,World Wrestling Entertainment,TV-Show,"St. Paul, Minnesota, USA",Xcel Energy Center,Live,13.12.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 5.200,
328577,WWE Monday Night RAW #1489,6.34,WWE Monday Night RAW #1489,06.12.2021,World Wrestling Entertainment,TV-Show,"Memphis, Tennessee, USA",FedExForum,Live,06.12.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & Riddle",ca. 5.500,
328575,WWE Monday Night RAW #1488,6.09,WWE Monday Night RAW #1488,29.11.2021,World Wrestling Entertainment,TV-Show,"Elmont, New York, USA",UBS Arena,Live,29.11.2021,USA Network,"AJ Styles, Byron Saxton, Corey Graves, Jimmy Smith & Seth Rollins",ca. 5.900,
328573,WWE Monday Night RAW #1487,5.59,WWE Monday Night RAW #1487,22.11.2021,World Wrestling Entertainment,TV-Show,"New York City, New York, USA",Barclays Center,Live,22.11.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
324532,WWE Monday Night RAW #1486,4.94,WWE Monday Night RAW #1486,15.11.2021,World Wrestling Entertainment,TV-Show,"Indianapolis, Indiana, USA",Gainbridge Fieldhouse,Live,15.11.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & Seth Rollins",ca. 5.900,
324530,WWE Monday Night RAW #1485,6.25,WWE Monday Night RAW #1485,08.11.2021,World Wrestling Entertainment,TV-Show,"Louisville, Kentucky, USA",KFC Yum! Center,Live,08.11.2021,USA Network,"Becky Lynch, Byron Saxton, Corey Graves & Jimmy Smith",5.238,
324528,WWE Monday Night RAW #1484,8.37,WWE Monday Night RAW #1484,01.11.2021,World Wrestling Entertainment,TV-Show,"Providence, Rhode Island, USA",Dunkin' Donuts Center,Live,01.11.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith, Randy Orton & Riddle",6.076,
324526,WWE Monday Night RAW #1483,6.93,WWE Monday Night RAW #1483,25.10.2021,World Wrestling Entertainment,TV-Show,"Houston, Texas, USA",Toyota Center,Live,25.10.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 8.850,
320637,WWE Monday Night RAW #1482,4.43,WWE Monday Night RAW #1482,18.10.2021,World Wrestling Entertainment,TV-Show,"Sacramento, California, USA",Golden 1 Center,Live,18.10.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 7.400,
324524,WWE Monday Night RAW #1481,3.32,WWE Monday Night RAW #1481,11.10.2021,World Wrestling Entertainment,TV-Show,"San Francisco, California, USA",Chase Center,Live,11.10.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",4.031,
320624,WWE Monday Night RAW #1480,5.24,WWE Monday Night RAW #1480,04.10.2021,World Wrestling Entertainment,TV-Show,"Nashville, Tennessee, USA",Bridgestone Arena,Live,04.10.2021,USA Network,"Becky Lynch, Byron Saxton, Corey Graves & Jimmy Smith",ca. 5.400,
317701,WWE Monday Night RAW #1479,7.49,WWE Monday Night RAW #1479,27.09.2021,World Wrestling Entertainment,TV-Show,"Cincinnati, Ohio, USA",Heritage Bank Center,Live,27.09.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",5.473,
317700,WWE Monday Night RAW #1478,8.21,WWE Monday Night RAW #1478,20.09.2021,World Wrestling Entertainment,TV-Show,"Raleigh, North Carolina, USA",PNC Arena,Live,20.09.2021,USA Network,"Byron Saxton, Corey Graves, Damian Priest & Jimmy Smith",7.956,
317699,WWE Monday Night RAW #1477,7.38,WWE Monday Night RAW #1477,13.09.2021,World Wrestling Entertainment,TV-Show,"Boston, Massachusetts, USA",TD Garden,Live,13.09.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & Sheamus",ca. 8.100,
317698,WWE Monday Night RAW #1476,5.7,WWE Monday Night RAW #1476,06.09.2021,World Wrestling Entertainment,TV-Show,"Miami, Florida, USA",FTX Arena,Live,06.09.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",6.490,
317732,WWE Monday Night RAW #1475,6.05,WWE Monday Night RAW #1475,30.08.2021,World Wrestling Entertainment,TV-Show,"Oklahoma City, Oklahoma, USA",Paycom Center,Live,30.08.2021,USA Network,"AJ Styles, Byron Saxton, Corey Graves & Jimmy Smith",4.818,
317697,WWE Monday Night RAW #1474,5.55,WWE Monday Night RAW #1474,23.08.2021,World Wrestling Entertainment,TV-Show,"San Diego, California, USA",Pechanga Arena,Live,23.08.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 7.000,
317696,WWE Monday Night RAW #1473,3.84,WWE Monday Night RAW #1473,16.08.2021,World Wrestling Entertainment,TV-Show,"San Antonio, Texas, USA",AT&T Center,Live,16.08.2021,USA Network,"Byron Saxton, Charlotte Flair, Corey Graves, Jimmy Smith & Sheamus",ca. 7.900,
317695,WWE Monday Night RAW #1472,5.5,WWE Monday Night RAW #1472,09.08.2021,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",Amway Center,Live,09.08.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 8.200,
317694,WWE Monday Night RAW #1471,2.65,WWE Monday Night RAW #1471,02.08.2021,World Wrestling Entertainment,TV-Show,"Rosemont, Illinois, USA",Allstate Arena,Live,02.08.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",12.629,
313001,WWE Monday Night RAW #1470,4.11,WWE Monday Night RAW #1470,26.07.2021,World Wrestling Entertainment,TV-Show,"Kansas City, Missouri, USA",T-Mobile Center,Live,26.07.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 7.700,
312375,WWE Monday Night RAW #1469,4.48,WWE Monday Night RAW #1469,19.07.2021,World Wrestling Entertainment,TV-Show,"Dallas, Texas, USA",American Airlines Center,Live,19.07.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",ca. 9.200,
312374,WWE Monday Night RAW #1468,6.96,WWE Monday Night RAW #1468,06.07.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Taped,12.07.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
312373,WWE Monday Night RAW #1467,4.67,WWE Monday Night RAW #1467,05.07.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,05.07.2021,USA Network,"Byron Saxton, Corey Graves & Jimmy Smith",,
312372,WWE Monday Night RAW #1466,6.62,WWE Monday Night RAW #1466,28.06.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,28.06.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & The Miz",,
312371,WWE Monday Night RAW #1465,7.26,WWE Monday Night RAW #1465,21.06.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,21.06.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & The Miz",,
309193,WWE Monday Night RAW #1464,5.52,WWE Monday Night RAW #1464,14.06.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,14.06.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith & The Miz",,
309192,WWE Monday Night RAW #1463,2.48,WWE Monday Night RAW #1463,07.06.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,07.06.2021,USA Network,"AJ Styles, Byron Saxton, Corey Graves & Jimmy Smith",,
309191,WWE Monday Night RAW #1462,3.39,WWE Monday Night RAW #1462,31.05.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,31.05.2021,USA Network,"Byron Saxton, Corey Graves, Jimmy Smith, Natalya & Tamina",,
309190,WWE Monday Night RAW #1461,6.09,WWE Monday Night RAW #1461,24.05.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,24.05.2021,USA Network,"Adnan Virk, Byron Saxton & Corey Graves",,
309189,WWE Monday Night RAW #1460,5.63,WWE Monday Night RAW #1460,17.05.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,17.05.2021,USA Network,"Adnan Virk, Byron Saxton & Corey Graves",,
309188,WWE Monday Night RAW #1459,4.59,WWE Monday Night RAW #1459,10.05.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,10.05.2021,USA Network,"Adnan Virk, Byron Saxton, Charlotte Flair & Corey Graves",,
255213,WWE Monday Night RAW #1458,4.52,WWE Monday Night RAW #1458,03.05.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,03.05.2021,USA Network,"Adnan Virk, Byron Saxton, Corey Graves & Drew McIntyre",,
306735,WWE Monday Night RAW #1457,3.03,WWE Monday Night RAW #1457,26.04.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,26.04.2021,USA Network,"Adnan Virk, Byron Saxton & Corey Graves",,
306734,WWE Monday Night RAW #1456,4.15,WWE Monday Night RAW #1456,19.04.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,19.04.2021,USA Network,"Adnan Virk, Byron Saxton & Corey Graves",,
306733,WWE Monday Night RAW #1455,1.8,WWE Monday Night RAW #1455,12.04.2021,World Wrestling Entertainment,TV-Show,"Tampa, Florida, USA",WWE ThunderDome (Yuengling Center),Live,12.04.2021,USA Network,"Adnan Virk, Byron Saxton & Corey Graves",,
306505,WWE Monday Night RAW #1454,4.67,WWE Monday Night RAW #1454,30.03.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Taped,05.04.2021,USA Network,"Byron Saxton, MVP, Samoa Joe, Sheamus & Tom Phillips",,
306496,WWE Monday Night RAW #1453,2.64,WWE Monday Night RAW #1453,29.03.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,29.03.2021,USA Network,"Byron Saxton, Dana Brooke, Mandy Rose, MVP & Tom Phillips",,
306495,WWE Monday Night RAW #1452,5.55,WWE Monday Night RAW #1452,22.03.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,22.03.2021,USA Network,"Byron Saxton, Lana, Naomi, Samoa Joe & Tom Phillips",,
302282,WWE Monday Night RAW #1451,6.04,WWE Monday Night RAW #1451,15.03.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,15.03.2021,USA Network,"Byron Saxton, Nia Jax, Samoa Joe, Shayna Baszler & Tom Phillips",,
302281,WWE Monday Night RAW #1450,4.38,WWE Monday Night RAW #1450,08.03.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,08.03.2021,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
302280,WWE Monday Night RAW #1449,6.2,WWE Monday Night RAW #1449,01.03.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,01.03.2021,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
302279,WWE Monday Night RAW #1448,6.1,WWE Monday Night RAW #1448,22.02.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,22.02.2021,USA Network,"Byron Saxton, MVP, Samoa Joe, The Miz & Tom Phillips",,
302278,WWE Monday Night RAW #1447,6.17,WWE Monday Night RAW #1447,15.02.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,15.02.2021,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
302277,WWE Monday Night RAW #1446,5.19,WWE Monday Night RAW #1446,08.02.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,08.02.2021,USA Network,"Byron Saxton, Mustafa Ali, MVP, Samoa Joe & Tom Phillips",,
299171,WWE Monday Night RAW #1445,5.42,WWE Monday Night RAW #1445,01.02.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,01.02.2021,USA Network,"Byron Saxton, MVP, Samoa Joe & Tom Phillips",,
299170,WWE Monday Night RAW #1444,2.59,WWE Monday Night RAW #1444,25.01.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,25.01.2021,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
299169,WWE Monday Night RAW #1443,3.24,WWE Monday Night RAW #1443,18.01.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,18.01.2021,USA Network,"Byron Saxton, Samoa Joe, Tom Phillips & Nia Jax",,
299168,WWE Monday Night RAW #1442,2.61,WWE Monday Night RAW #1442,11.01.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,11.01.2021,USA Network,"Byron Saxton, Elias, Samoa Joe & Tom Phillips",,
299056,WWE Monday Night RAW #1441 - Legends Night,4.88,WWE Monday Night RAW #1441 - Legends Night,04.01.2021,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,04.01.2021,USA Network,"Byron Saxton, Samoa Joe, Tom Phillips & MVP",,
297119,WWE Monday Night RAW #1440,6.76,WWE Monday Night RAW #1440,28.12.2020,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,28.12.2020,USA Network,"Byron Saxton, Drew McIntyre, Samoa Joe & Tom Phillips",,
297118,WWE Monday Night RAW #1439,4.13,WWE Monday Night RAW #1439,21.12.2020,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,21.12.2020,USA Network,"Asuka, Byron Saxton, Charlotte Flair, Samoa Joe & Tom Phillips",,
297117,WWE Monday Night RAW #1438,5.04,WWE Monday Night RAW #1438,14.12.2020,World Wrestling Entertainment,TV-Show,"St. Petersburg, Florida, USA",WWE ThunderDome (Tropicana Field),Live,14.12.2020,USA Network,"Byron Saxton, Mustafa Ali, Samoa Joe & Tom Phillips",,
297107,WWE Monday Night RAW #1437,5.22,WWE Monday Night RAW #1437,07.12.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,07.12.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
297106,WWE Monday Night RAW #1436,5.52,WWE Monday Night RAW #1436,30.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,30.11.2020,USA Network,"AJ Styles, Byron Saxton, Samoa Joe & Tom Phillips",,
297105,WWE Monday Night RAW #1435,6.16,WWE Monday Night RAW #1435,23.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,23.11.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
294659,WWE Monday Night RAW #1434,7.61,WWE Monday Night RAW #1434,16.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,16.11.2020,USA Network,"AJ Styles, Byron Saxton, Samoa Joe & Tom Phillips",,
294658,WWE Monday Night RAW #1433,5.95,WWE Monday Night RAW #1433,09.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,09.11.2020,USA Network,"Byron Saxton, Dana Brooke, Mandy Rose, Samoa Joe & Tom Phillips",,
294657,WWE Monday Night RAW #1432,5.94,WWE Monday Night RAW #1432,02.11.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,02.11.2020,USA Network,"AJ Styles, Byron Saxton, MVP, Samoa Joe & Tom Phillips",,
294656,WWE Monday Night RAW #1431,4.86,WWE Monday Night RAW #1431,26.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,26.10.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
293515,WWE Monday Night RAW #1430,4.16,WWE Monday Night RAW #1430,19.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,19.10.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
291959,WWE Monday Night RAW #1429,5.95,WWE Monday Night RAW #1429,12.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,12.10.2020,USA Network,"Byron Saxton, Samoa Joe, Tom Phillips, Zelina Vega & Asuka",,
291958,WWE Monday Night RAW #1428,5.29,WWE Monday Night RAW #1428,05.10.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,05.10.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
291957,WWE Monday Night RAW #1427,5.86,WWE Monday Night RAW #1427,28.09.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,28.09.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
289067,WWE Monday Night RAW #1426,1.36,WWE Monday Night RAW #1426,21.09.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,21.09.2020,USA Network,"Angelo Dawkins, Byron Saxton, Jerry Lawler, Montez Ford, Liv Morgan, Ruby Riott & Tom Phillips",,
288539,WWE Monday Night RAW #1425,6.33,WWE Monday Night RAW #1425,14.09.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,14.09.2020,USA Network,"Byron Saxton, Dolph Ziggler, Michael Cole, MVP, Nia Jax & Shayna Baszler",,
288532,WWE Monday Night RAW #1424,5.27,WWE Monday Night RAW #1424,07.09.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,07.09.2020,USA Network,"Byron Saxton, Michael Cole & Samoa Joe",,
286952,WWE Monday Night RAW #1423,5.86,WWE Monday Night RAW #1423,31.08.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,31.08.2020,USA Network,"Asuka, Byron Saxton, Samoa Joe & Tom Phillips",,
286403,WWE Monday Night RAW #1422,4.75,WWE Monday Night RAW #1422,24.08.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE ThunderDome (Amway Center),Live,24.08.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
278940,WWE Monday Night RAW #1421,5.45,WWE Monday Night RAW #1421,13.08.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE Performance Center,Taped,17.08.2020,USA Network,"Byron Saxton, Samoa Joe & Tom Phillips",,
278938,WWE Monday Night RAW #1419,4.88,WWE Monday Night RAW #1419,03.08.2020,World Wrestling Entertainment,TV-Show,"Orlando, Florida, USA",WWE Performance Center,Taped,03.08.2020,USA Network,"Byron Saxton, Kevin Owens, Samoa Joe & Tom Phillips",,
