,date,promotion,draw,winners,winning_teams,losers,losing_teams,drawers,drawing_teams,length,location,show,gender
644,2020-01-01,All Elite Wrestling,False,Sammy Guevara,,Dustin Rhodes,,,,683,"Daily's Place in Jacksonville, Florida, USA",AEW Dynamite #13 - Homecoming Edition,male
645,2020-01-01,All Elite Wrestling,False,"Kenny Omega,Matt Jackson,Nick Jackson",The Elite,"Pentagon Jr.,Rey Fenix,PAC",The Lucha Brothers,,,746,"Daily's Place in Jacksonville, Florida, USA",AEW Dynamite #13 - Homecoming Edition,male
646,2020-01-01,All Elite Wrestling,False,Riho,,"Dr. Britt Baker DMD,Hikaru Shida,Nyla Rose",,,,589,"Daily's Place in Jacksonville, Florida, USA",AEW Dynamite #13 - Homecoming Edition,female
647,2019-12-18,All Elite Wrestling,False,Awesome Kong,,Miranda Alize,,,,46,"American Bank Center in Corpus Christi, Texas, USA",AEW Dynamite #12,female
648,2019-12-18,All Elite Wrestling,False,"Cody,Darby Allin",,"The Blade,The Butcher",The Butcher And The Blade,,,647,"American Bank Center in Corpus Christi, Texas, USA",AEW Dynamite #12,
649,2019-12-18,All Elite Wrestling,False,"Pentagon Jr.,Rey Fenix",The Lucha Brothers,"Adam Page,Kenny Omega",,,,1068,"American Bank Center in Corpus Christi, Texas, USA",AEW Dynamite #12,male
650,2019-12-18,All Elite Wrestling,False,Kris Statlander,,Dr. Britt Baker DMD,,,,574,"American Bank Center in Corpus Christi, Texas, USA",AEW Dynamite #12,female
651,2019-12-18,All Elite Wrestling,False,"Frankie Kazarian,Scorpio Sky",SCU,"Matt Jackson,Nick Jackson",The Young Bucks,,,644,"American Bank Center in Corpus Christi, Texas, USA",AEW Dynamite #12,male
652,2019-12-18,All Elite Wrestling,True,,,,,"Chris Jericho,Jungle Boy",,600,"American Bank Center in Corpus Christi, Texas, USA",AEW Dynamite #12,male
653,2019-12-11,All Elite Wrestling,False,"Adam Page,Kenny Omega",,"Kip Sabian,Shawn Spears",,,,691,"Curtis Culwell Center in Garland, Texas, USA",AEW Dynamite #11,male
654,2019-12-11,All Elite Wrestling,False,Big Swole,,Emi Sakura,,,,633,"Curtis Culwell Center in Garland, Texas, USA",AEW Dynamite #11,female
655,2019-12-11,All Elite Wrestling,False,Jon Moxley,,Alex Reynolds,,,,14,"Curtis Culwell Center in Garland, Texas, USA",AEW Dynamite #11,male
656,2019-12-11,All Elite Wrestling,False,Luchasaurus,,Sammy Guevara,,,,388,"Curtis Culwell Center in Garland, Texas, USA",AEW Dynamite #11,male
657,2019-12-11,All Elite Wrestling,False,"The Blade,The Butcher",The Butcher And The Blade,"Cody,QT Marshall",,,,665,"Curtis Culwell Center in Garland, Texas, USA",AEW Dynamite #11,
658,2019-12-11,All Elite Wrestling,False,"Matt Jackson,Nick Jackson",The Young Bucks,"Ortiz,Santana",Proud-N-Powerful,,,878,"Curtis Culwell Center in Garland, Texas, USA",AEW Dynamite #11,male
659,2019-12-04,All Elite Wrestling,False,"Matt Jackson,Nick Jackson",The Young Bucks,"Ortiz,Sammy Guevara,Santana",The Inner Circle,,,655,"State Farm Center in Champaign, Illinois, USA",AEW Dynamite #10,male
660,2019-12-04,All Elite Wrestling,False,Jon Moxley,,Joey Janela,,,,571,"State Farm Center in Champaign, Illinois, USA",AEW Dynamite #10,male
661,2019-12-04,All Elite Wrestling,False,Kris Statlander,,Hikaru Shida,,,,509,"State Farm Center in Champaign, Illinois, USA",AEW Dynamite #10,female
662,2019-12-04,All Elite Wrestling,False,Nyla Rose,,Leva Bates,,,,96,"State Farm Center in Champaign, Illinois, USA",AEW Dynamite #10,female
663,2019-12-04,All Elite Wrestling,False,Pentagon Jr.,,Christopher Daniels,,,,521,"State Farm Center in Champaign, Illinois, USA",AEW Dynamite #10,male
664,2019-12-04,All Elite Wrestling,False,Rey Fenix,,Trent,,,,662,"State Farm Center in Champaign, Illinois, USA",AEW Dynamite #10,male
665,2019-11-27,All Elite Wrestling,False,"Bea Priestley,Emi Sakura",,"Hikaru Shida,Kris Statlander",,,,577,"Sears Center Arena in Hoffman Estates, Illinois, USA",AEW Dynamite #9,female
666,2019-11-27,All Elite Wrestling,False,"Chuck Taylor,Trent",Best Friends,"Pentagon Jr.,Rey Fenix",The Lucha Brothers,,,473,"Sears Center Arena in Hoffman Estates, Illinois, USA",AEW Dynamite #9,male
667,2019-11-27,All Elite Wrestling,False,Cody,,Matt Knicks,,,,85,"Sears Center Arena in Hoffman Estates, Illinois, USA",AEW Dynamite #9,male
668,2019-11-27,All Elite Wrestling,False,Kenny Omega,,PAC,,,,724,"Sears Center Arena in Hoffman Estates, Illinois, USA",AEW Dynamite #9,male
669,2019-11-27,All Elite Wrestling,False,Chris Jericho,,Scorpio Sky,,,,736,"Sears Center Arena in Hoffman Estates, Illinois, USA",AEW Dynamite #9,male
670,2019-11-27,All Elite Wrestling,False,MJF,,Adam Page,,,,421,"Sears Center Arena in Hoffman Estates, Illinois, USA",AEW Dynamite #9,male
671,2019-11-20,All Elite Wrestling,False,Hikaru Shida,,Dr. Britt Baker DMD,,,,593,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dynamite #8,female
672,2019-11-20,All Elite Wrestling,False,Jon Moxley,,Darby Allin,,,,672,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dynamite #8,male
673,2019-11-20,All Elite Wrestling,False,Luchasaurus,,Peter Avalon,,,,27,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dynamite #8,male
674,2019-11-20,All Elite Wrestling,False,"Isiah Kassidy,Marq Quen",Private Party,"Ortiz,Santana",Proud-N-Powerful,,,902,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dynamite #8,male
675,2019-11-20,All Elite Wrestling,False,Rey Fenix,,Nick Jackson,,,,715,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dynamite #8,male
676,2019-11-20,All Elite Wrestling,False,"Adam Page,MJF",,"Billy Gunn,Chuck Taylor,Jimmy Havoc,Joey Janela,Jungle Boy,Kip Sabian,Marko Stunt,Orange Cassidy,Pentagon Jr.,Sonny Kiss",,,,613,"Indiana Farmers Coliseum in Indianapolis, Indiana, USA",AEW Dynamite #8,male
677,2019-11-13,All Elite Wrestling,False,Jon Moxley,,Michael Nakazawa,,,,69,"Municipal Auditorium in Nashville, Tennessee, USA",AEW Dynamite #7,male
678,2019-11-13,All Elite Wrestling,False,Nyla Rose,,Dani Jordyn,,,,94,"Municipal Auditorium in Nashville, Tennessee, USA",AEW Dynamite #7,female
679,2019-11-13,All Elite Wrestling,False,PAC,,Adam Page,,,,726,"Municipal Auditorium in Nashville, Tennessee, USA",AEW Dynamite #7,male
680,2019-11-13,All Elite Wrestling,False,"Evil Uno,Grayson",The Dark Order,"Jungle Boy,Marko Stunt",The Jurassic Express,,,569,"Municipal Auditorium in Nashville, Tennessee, USA",AEW Dynamite #7,male
681,2019-11-13,All Elite Wrestling,False,"Frankie Kazarian,Scorpio Sky",SCU,"Chris Jericho,Sammy Guevara",The Inner Circle,,,643,"Municipal Auditorium in Nashville, Tennessee, USA",AEW Dynamite #7,male
682,2019-11-13,All Elite Wrestling,False,Darby Allin,,"Peter Avalon,Shawn Spears",,,,224,"Municipal Auditorium in Nashville, Tennessee, USA",AEW Dynamite #7,male
683,2019-11-06,All Elite Wrestling,False,"Emi Sakura,Jamie Hayter",,"Riho,Shanna",,,,826,"Bojangles' Coliseum in Charlotte, North Carolina, USA",AEW Dynamite #6,female
684,2019-11-06,All Elite Wrestling,False,PAC,,Trent,,,,702,"Bojangles' Coliseum in Charlotte, North Carolina, USA",AEW Dynamite #6,male
685,2019-11-06,All Elite Wrestling,False,Shawn Spears,,Brandon Cutler,,,,194,"Bojangles' Coliseum in Charlotte, North Carolina, USA",AEW Dynamite #6,male
686,2019-11-06,All Elite Wrestling,False,"Chris Jericho,Sammy Guevara",The Inner Circle,"Adam Page,Kenny Omega",,,,786,"Bojangles' Coliseum in Charlotte, North Carolina, USA",AEW Dynamite #6,male
687,2019-11-06,All Elite Wrestling,False,"Isiah Kassidy,Marq Quen",Private Party,"Evil Uno,Stu Grayson",The Dark Order,,,696,"Bojangles' Coliseum in Charlotte, North Carolina, USA",AEW Dynamite #6,male
688,2019-10-30,All Elite Wrestling,False,Adam Page,,Sammy Guevara,,,,489,"Charleston Coliseum in Charleston, West Virginia, USA",AEW Dynamite #5,male
689,2019-10-30,All Elite Wrestling,False,"Chuck Taylor,Trent,Orange Cassidy",Best Friends,"Alex Reynolds,John Silver,QT Marshall",,,,194,"Charleston Coliseum in Charleston, West Virginia, USA",AEW Dynamite #5,male
690,2019-10-30,All Elite Wrestling,False,Hikaru Shida,,Shanna,,,,645,"Charleston Coliseum in Charleston, West Virginia, USA",AEW Dynamite #5,female
691,2019-10-30,All Elite Wrestling,False,"Kenny Omega,Matt Jackson,Nick Jackson",The Elite,"Angelico,Jack Evans",The Hybrid2,,,697,"Charleston Coliseum in Charleston, West Virginia, USA",AEW Dynamite #5,male
692,2019-10-30,All Elite Wrestling,False,"Frankie Kazarian,Scorpio Sky",SCU,"Pentagon Jr.,Rey Fenix",The Lucha Brothers,,,757,"Charleston Coliseum in Charleston, West Virginia, USA",AEW Dynamite #5,male
693,2019-10-23,All Elite Wrestling,False,Dr. Britt Baker DMD,,Jamie Hayter,,,,520,"Petersen Events Center in Pittsburgh, Pennsylvania, USA",AEW Dynamite #4,female
694,2019-10-23,All Elite Wrestling,False,Kenny Omega,,Joey Janela,,,,790,"Petersen Events Center in Pittsburgh, Pennsylvania, USA",AEW Dynamite #4,male
695,2019-10-23,All Elite Wrestling,True,,,,,"Jon Moxley,PAC",,730,"Petersen Events Center in Pittsburgh, Pennsylvania, USA",AEW Dynamite #4,male
696,2019-10-23,All Elite Wrestling,False,"Matt Jackson,Nick Jackson",The Young Bucks,"Chuck Taylor,Trent",Best Friends,,,690,"Petersen Events Center in Pittsburgh, Pennsylvania, USA",AEW Dynamite #4,male
697,2019-10-23,All Elite Wrestling,False,"Frankie Kazarian,Scorpio Sky",SCU,"Evil Uno,Stu Grayson",The Dark Order,,,840,"Petersen Events Center in Pittsburgh, Pennsylvania, USA",AEW Dynamite #4,male
698,2019-10-23,All Elite Wrestling,False,"Pentagon Jr.,Rey Fenix",The Lucha Brothers,"Isiah Kassidy,Marq Quen",Private Party,,,750,"Petersen Events Center in Pittsburgh, Pennsylvania, USA",AEW Dynamite #4,male
699,2019-10-16,All Elite Wrestling,False,"Adam Page,Kenny Omega",,"Jon Moxley,PAC",,,,905,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dynamite #3,male
700,2019-10-16,All Elite Wrestling,False,"Ortiz,Santana",The Inner Circle,"Alex Reynolds,John Silver",,,,121,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dynamite #3,male
701,2019-10-16,All Elite Wrestling,False,Riho,,Dr. Britt Baker DMD,,,,500,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dynamite #3,female
702,2019-10-16,All Elite Wrestling,False,"Frankie Kazarian,Scorpio Sky",SCU,"Chuck Taylor,Trent",Best Friends,,,597,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dynamite #3,male
703,2019-10-16,All Elite Wrestling,False,"Pentagon Jr.,Rey Fenix",The Lucha Brothers,"Jungle Boy,Marko Stunt",The Jurassic Express,,,692,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dynamite #3,male
704,2019-10-16,All Elite Wrestling,False,Chris Jericho,,Darby Allin,,,,940,"Liacouras Center in Philadelphia, Pennsylvania, USA",AEW Dynamite #3,male
705,2019-10-09,All Elite Wrestling,False,"Dr. Britt Baker DMD,Riho",,"Bea Priestley,Emi Sakura",,,,520,"Agganis Arena in Boston, Massachusetts, USA",AEW Dynamite #2,female
706,2019-10-09,All Elite Wrestling,False,Jon Moxley,,Shawn Spears,,,,712,"Agganis Arena in Boston, Massachusetts, USA",AEW Dynamite #2,male
707,2019-10-09,All Elite Wrestling,False,"Chris Jericho,Sammy Guevara",The Inner Circle,"Adam Page,Dustin Rhodes",,,,807,"Agganis Arena in Boston, Massachusetts, USA",AEW Dynamite #2,male
708,2019-10-09,All Elite Wrestling,False,"Isiah Kassidy,Marq Quen",Private Party,"Matt Jackson,Nick Jackson",The Young Bucks,,,819,"Agganis Arena in Boston, Massachusetts, USA",AEW Dynamite #2,male
709,2019-10-09,All Elite Wrestling,False,Darby Allin,,Jimmy Havoc,,,,600,"Agganis Arena in Boston, Massachusetts, USA",AEW Dynamite #2,male
710,2019-10-02,All Elite Wrestling,False,"Chris Jericho,Ortiz,Santana",,"Kenny Omega,Matt Jackson,Nick Jackson",The Elite,,,749,"Capital One Arena in Washington, District Of Columbia, USA",AEW Dynamite #1,male
711,2019-10-02,All Elite Wrestling,False,Cody,,Sammy Guevara,,,,713,"Capital One Arena in Washington, District Of Columbia, USA",AEW Dynamite #1,male
712,2019-10-02,All Elite Wrestling,False,MJF,,Brandon Cutler,,,,175,"Capital One Arena in Washington, District Of Columbia, USA",AEW Dynamite #1,male
713,2019-10-02,All Elite Wrestling,False,PAC,,Adam Page,,,,782,"Capital One Arena in Washington, District Of Columbia, USA",AEW Dynamite #1,male
714,2019-10-02,All Elite Wrestling,False,Riho,,Nyla Rose,,,,806,"Capital One Arena in Washington, District Of Columbia, USA",AEW Dynamite #1,female
